item_key,opus_bin,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note,new tags
5NY5HVNV,core,82,Accountability in code review: the role of intrinsic drivers&nbsp;and the impact of LLMs,Alami; Jensen; Ernst,2025,journalArticle,acm,yes,10.1145/3721127,,"Empirical study showing LLM-assisted code review disrupts accountability mechanisms, directly about human oversight of AI in the review pipeline.","Accountability is an innate part of social systems. It maintains stability and ensures positive pressure on individualsÛª decision-making. As actors in a social system, software developers are accountable to their team and organization for their decisions. However, the drivers of accountability and how it changes behavior in software development are less understood. In this study, we look at how the social aspects of code review affect software engineersÛª sense of accountability for code quality. Since Software Engineering (SE) is increasingly involving Large Language Models (LLM) assistance, we also evaluate the impact on accountability when introducing LLM-assisted code reviews. We carried out a two-phased sequential qualitative study ( (textbfinterviewsrightarrowtextbffocus groups) ). In Phase I (16 interviews), we sought to investigate the intrinsic drivers of software engineers influencing their sense of accountability for code quality, relying on self-reported claims. In Phase II, we tested these traits in a more natural setting by simulating traditional peer-led reviews with focus groups and then LLM-assisted review sessions. We found that there are four key intrinsic drivers of accountability for code quality: personal standards, professional integrity, pride in code quality, and maintaining oneÛªs reputation. In a traditional peer-led review, we observed a transition from individual to collective accountability when code reviews are initiated. We also found that the introduction of LLM-assisted reviews disrupts this accountability process, challenging the reciprocity of accountability taking place in peer-led evaluations, i.e., one cannot be accountable to an LLM. Our findings imply that the introduction of AI into SE must preserve social integrity and collective accountability mechanisms.",context,Impact of AI code review on perceptions of accountability by humans.,
D93DVDLG,core,82,Impact of an LLM-based review assistant in practice: a mixed open-/closed-source case study,D. Olewicki; L. Da Silva; O. B. Sghaier et al.,2026,journalArticle,ieee,no,10.1109/TSE.2026.3663093,,"Large-scale live case study of LLM-assisted review with LLM-as-Judge in two real organizations, directly measuring scalable oversight acceptance and impact.","Code review is a standard practice in modern software development, aiming to improve code quality.As providing constructive reviews on a submitted patch is a challenging and error-prone task, the advances of Large Language Models (LLMs) in performing natural language processing (NLP) tasks in a human-like fashion have prompted researchers to evaluate the LLMsÛª ability to automate the code review process. However, outside lab settings, it is still unclear how prone reviewers are to accept comments generated by LLMs in a real development workflow. To fill this gap, we conduct a large-scale empirical case study in a live setup to evaluate the acceptance of LLM-generated comments and their impact on the review process. This case study was performed in two organizations, Mozilla (which has its codebase available as open-source) and Ubisoft (fully closedsource). Inside their usual review environment, participants were given access to RevMate, an LLM-based assistive tool that suggests generated review comments using an off-the-shelf LLM with Retrieval-Augmented Generation to provide extra code and review context, combined with LLM-as-a-Judge, to autoevaluate the generated comments and discard irrelevant cases. Based on more than 587 patch reviews, we observed that 8.1%, of LLM-generated comments were accepted by reviewers in each organization respectively, while 14.6% and 20.5% other comments were still marked as valuable as review or development tips. Refactoring-related comments are more likely to be accepted than Functional comments (18.2% and 18.6% compared to 4.8% and 5.2%). The extra time spent by reviewers to inspect generated comments or edit accepted ones (36/119), yielding an overall median of 43s per patch, is reasonable. The accepted generated comments are as likely to yield future revisions of the revised patch as human-written comments (74% vs 73% at chunk-level).",context,Human acceptance of LLM code review feedback.,
RG4A4D6K,core,82,From black box to open book: an emerging transparency imperative in generative AI codebases,N. Watson; M. Van Italie,2025,conferencePaper,ieee,no,10.1109/CAI64502.2025.00266,,"Directly addresses org governance, accountability, provenance and regulatory transparency for GenAI-generated enterprise codebases.","Generative Artificial Intelligence (GenAI) tools like GitHub's Copilot, Amazon CodeWhisperer, and OpenAI's Codex now generate an estimated 20-30% of code in many enterprise codebases. As these tools rapidly transform software development through automated code generation, algorithm design, and problem-solving capabilities, they introduce essential challenges in accountability, quality assurance, and long-term code maintenance. This paper investigates the imperative need for transparency in GenAI codebases, presenting empirical evidence for comprehensive strategies addressing quality assurance, security, intellectual property management, and regulatory compliance. The findings demonstrate that GenAI codebase transparency is essential for safety and ethical AI development, with robust code provenance tracking systems offering significant organizational benefits. The paper concludes by recommending that organizations integrate enhanced development tools and prepare proactively for incoming regulatory changes. Key Contributions include a comprehensive analysis of GenAI code transparency requirements and stakeholder impacts, technical implementation guidance for transparency systems, and forward-looking recommendations for continued industry adoption.",,,
A6ZE2A26,core,82,Vibe coding on trial: operating characteristics of unanimous LLM juries,Ullah; Serwadda,2026,preprint,arxiv,yes,,2602.18492,"Unanimous LLM juries as a gating trigger to decide which AI-generated code needs human review, directly a scalable oversight mechanism with operating characteristics.","Large Language Models (LLMs) are now good enough at coding that developers can describe intent in plain language and let the tool produce the first code draft, a workflow increasingly built into tools like GitHub Copilot, Cursor, and Replit. What is missing is a reliable way to tell which model written queries are safe to accept without sending everything to a human. We study the application of an LLM jury to run this review step. We first benchmark 15 open models on 82 MySQL text to SQL tasks using an execution grounded protocol to get a clean baseline of which models are strong. From the six best models we build unanimous committees of sizes 1 through 6 that see the prompt, schema, and candidate SQL and accept it only when every member says it is correct. This rule matches safety first deployments where false accepts are more costly than false rejects. We measure true positive rate, false positive rate and Youden J and we also look at committees per generator. Our results show that single model judges are uneven, that small unanimous committees of strong models can cut false accepts while still passing many good queries, and that the exact committee composition matters significantly.",,,
G3FISG9I,core,82,"Vibe coding in practice: motivations, challenges, and a future outlook -- a grey literature review",Fawzy; Tahir; Blincoe,2025,preprint,arxiv,yes,,2510.00328,"Systematic grey-literature review of vibe-coding QA practices and the speed-quality tradeoff, empirical account of oversight gaps and a looming QA crisis.","AI code generation tools are transforming software development, especially for novice and non-software developers, by enabling them to write code and build applications faster and with little to no human intervention. Vibe coding is the practice where users rely on AI code generation tools through intuition and trial-and-error without necessarily understanding the underlying code. Despite widespread adoption, no research has systematically investigated why users engage in vibe coding, what they experience while doing so, and how they approach quality assurance (QA) and perceive the quality of the AI-generated code. To this end, we conduct a systematic grey literature review of 101 practitioner sources, extracting 518 firsthand behavioral accounts about vibe coding practices, challenges, and limitations. Our analysis reveals a speed-quality trade-off paradox, where vibe coders are motivated by speed and accessibility, often experiencing rapid ``instant success and flow'', yet most perceive the resulting code as fast but flawed. QA practices are frequently overlooked, with many skipping testing, relying on the models' or tools' outputs without modification, or delegating checks back to the AI code generation tools. This creates a new class of vulnerable software developers, particularly those who build a product but are unable to debug it when issues arise. We argue that vibe coding lowers barriers and accelerates prototyping, but at the cost of reliability and maintainability. These insights carry implications for tool designers and software development teams. Understanding how vibe coding is practiced today is crucial for guiding its responsible use and preventing a broader QA crisis in AI-assisted development.",context,literature review,lit-review
5JZQD2VK,core,82,Vibe coding: programming through conversation with artificial intelligence,Sarkar; Drosos,2025,preprint,arxiv,yes,,2506.23253,"First empirical study of vibe coding detailing selective/strategic oversight, iterative verification, and dynamic trust ÛÓ central to the RQ.","We examine ""vibe coding"": an emerging programming paradigm where developers primarily write code by interacting with code-generating large language models rather than writing code directly. We present the first empirical study of vibe coding. We analysed over 8 hours of curated video capturing extended vibe coding sessions with rich think-aloud reflections. Using framework analysis, we investigated programmers' goals, workflows, prompting techniques, debugging approaches, and challenges encountered. We find that vibe coding follows iterative goal satisfaction cycles where developers alternate between prompting AI, evaluating generated code through rapid scanning and application testing, and manual editing. Prompts in vibe coding blend vague, high-level directives with detailed technical specifications. Debugging remains a hybrid process combining AI assistance with manual practices. Critically, vibe coding does not eliminate the need for programming expertise but rather redistributes it toward context management, rapid code evaluation, and decisions about when to transition between AI-driven and manual manipulation of code. Trust in AI tools during vibe coding is dynamic and contextual, developed through iterative verification rather than blanket acceptance. Vibe coding is an evolution of AI-assisted programming that represents an early manifestation of ""material disengagement"", wherein practitioners orchestrate code production and manipulation, mediated through AI, while maintaining selective and strategic oversight.",context,Evaluation of how humans interact with ai in vibe coding sessions to guide the ai.,
LB84WJKI,core,80,Human-In-the-loop software development agents,Takerngsaksiri; Pasuksmit; Thongtanunam et al.,2025,conferencePaper,wos,no,10.1109/ICSE-SEIP66354.2025.00036,,Deployed human-in-the-loop LLM agent framework at Atlassian with empirical evaluation of oversight over AI-generated code.,"Recently, Large Language Models (LLMs)-based multi-agent paradigms for software engineering are introduced to automatically resolve software development tasks (e.g., from a given issue to source code). However, existing work is evaluated based on historical benchmark datasets, rarely considers human feedback at each stage of the automated software development process, and has not been deployed in practice. In this paper, we introduce a Human-in-the-loop LLM-based Agents framework (HULA) for software development that allows software engineers to refine and guide LLMs when generating coding plans and source code for a given task. We design, implement, and deploy the HULA framework into Atlassian JIRA for internal uses. Through a multi-stage evaluation of the HULA framework, Atlassian software engineers perceive that HULA can minimize the overall development time and effort, especially in initiating a coding plan and writing code for straightforward tasks. On the other hand, challenges around code quality remain a concern in some cases. We draw lessons learned and discuss opportunities for future work, which will pave the way for the advancement of LLM-based agents in software development.",,,
7SH86C2W,core,80,Shift-up: a framework for software engineering guardrails in AI-native software development -- initial findings,Lipsanen; Rannikko; Christophe et al.,2026,preprint,arxiv,yes,,2604.20436,Proposes and evaluates SE guardrails as control mechanisms stabilizing agent behavior and shifting human effort to validation in AI-native dev.,"Generative AI (GenAI) is reshaping software engineering by shifting development from manual coding toward agent-driven implementation. While vibe coding promises rapid prototyping, it often suffers from architectural drift, limited traceability, and reduced maintainability. Applying the design science research (DSR) methodology, this paper proposes Shift-Up, a framework that reinterprets established software engineering practices, like executable requirements (BDD), architectural modeling (C4), and architecture decision records (ADRs), as structural guardrails for GenAI-native development. Preliminary findings from our exploratory evaluation compare unstructured vibe coding, structured prompt engineering, and the Shift-Up approach in the development of a web application. These findings indicate that embedding machine-readable requirements and architectural artifacts stabilizes agent behavior, reduces implementation drift, and shifts human effort toward higher-level design and validation activities. The results suggest that traditional software engineering artifacts can serve as effective control mechanisms in AI-assisted development.",,,
CWUPRIIQ,core,80,Automated code review In practice,Cihan; Haratian; ¡Ì¤Ì¦z et al.,2024,preprint,arxiv,no,,2412.18531,"Industrial empirical study of LLM-based automated code review at scale, directly measuring code-review effectiveness and drawbacks under AI assistance.","Code review is a widespread practice to improve software quality and transfer knowledge. It is often seen as time-consuming due to the need for manual effort and potential delays. Several AI-assisted tools, such as Qodo, GitHub Copilot, and Coderabbit, provide automated reviews using large language models (LLMs). The effects of such tools in the industry are yet to be examined. This study examines the impact of LLM-based automated code review tools in an industrial setting. The study was conducted within a software development environment that adopted an AI-assisted review tool (based on open-source Qodo PR Agent). Around 238 practitioners across ten projects had access to the tool. We focused on three projects with 4,335 pull requests, 1,568 of which underwent automated reviews. Data collection comprised three sources: (1) a quantitative analysis of pull request data, including comment labels indicating whether developers acted on the automated comments, (2) surveys sent to developers regarding their experience with reviews on individual pull requests, and (3) a broader survey of 22 practitioners capturing their general opinions on automated reviews. 73.8% of automated comments were resolved. However, the average pull request closure duration increased from five hours 52 minutes to eight hours 20 minutes, with varying trends across projects. Most practitioners reported a minor improvement in code quality due to automated reviews. The LLM-based tool proved useful in software development, enhancing bug detection, increasing awareness of code quality, and promoting best practices. However, it also led to longer pull request closure times and introduced drawbacks like faulty reviews, unnecessary corrections, and irrelevant comments.",duplicate,How humans interpret and act about code review comments from ai.,
PD297DUM,core,80,My code is less secure with gen AI: surveying developers' perceptions of the impact of code generation tools on security,Kudriavtseva; Hotak; Gadyatskaya,2025,conferencePaper,scopus,yes,10.1145/3672608.3707778,,"Survey of developers' security perceptions of gen-AI code, quantifying overreliance and added security-review effort.","Background: Generative AI (GAI) tools like GitHub Copilot and ChatGPT are transforming software development by automating code generation and enhancing developers' productivity. However, since these tools are often trained on open-source repositories, they may inadvertently reproduce vulnerable code, raising concerns about the security of AI-generated outputs. Aims: In this paper, we aim to investigate how developers perceive code security when using GAI tools. Method: We conducted a survey with 105 software developers with diverse experience levels to gather their perceptions regarding the security of generated code and their suggestions for improving it. Results: While developers reported increased development speed when using GAI tools, many spend additional time on security reviews and documentation of the generated code, and they are worried about the overreliance on AI and vulnerabilities in the code. Only about a quarter of the developers expressed confidence in the code generated by AI, and, moreover, experienced developers perceive that their proficiency in secure coding decreases when using GAI tools. Our results provide organizations with a better understanding of the risks associated with GAI tools and help improve their software security programs. Copyright å© 2025 held by the owner/author(s).",,,
R9CDT9KB,core,80,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows,A. Mahmud; Y. Rawajfih; R. Arnold,2025,conferencePaper,ieee,yes,10.1109/ACSACW69556.2025.00074,,"Trust-calibrated LLM pipeline routing uncertain cases to human review in DevSecOps, an operationalizable human-in-the-loop oversight trigger.","The integration of automated security testing into continuous delivery pipelines is a topic of high interest in the software development field. Despite its obvious value, automated security testing often suffers from excessive false positives that erode developer trust and delay secure releases. While large language models (LLMs) demonstrate strong code understanding, most LLM security tools operate as single-shot classifiers without communicating decision uncertainty. To address these issues, we present a trust-calibrated architecture that decomposes vulnerability assessment into sequential analytical stages: classification, impact analysis, and deployment action recommendation. Our system employs multi-LLM ensembling with explicit confidence propagation, enabling intelligent routing between automated gates and human review based on model certainty. Evaluation of our system demonstrates strong classification performance with well-calibrated uncertainty estimates, substantially outperforming traditional static analysis while providing transparency unavailable in current approaches. We provide comprehensive validation of vulnerability type classification across diverse weakness categories and severity levels. The confidence-aware design enables organizations to adapt enforcement strictness to prediction reliability, routing uncertain cases to human expertise while automating high-confidence decisions.",,,
CBXBKRA9,core,80,Rethinking code review workflows with LLM assistance: an empirical study,F. S. AÌ¡alsteinsson; B. B. MagnÌ¼sson; M. Milicevic et al.,2025,conferencePaper,ieee,no,10.1109/ESEM64174.2025.00013,,"Empirical field study of LLM-assisted code review balancing efficiency, trust, and reviewer controlÛÓdirectly addresses scalable human oversight of code review under AI assistance.","Background: Code reviews are a critical yet timeconsuming aspect of modern software development, increasingly challenged by growing system complexity and the demand for faster delivery. Aims: We examine how large language models (LLMs) can support code reviews by addressing common inefficiencies and contextual gaps. Method: At WirelessCar Sweden $A B$, we conducted an exploratory field study to identify current challenges, followed by a field experiment with two LLM-assisted review prototypes: one providing upfront, AIgenerated reviews and another enabling on-demand interaction. Both used a retrieval-augmented generation pipeline to assemble relevant contextual information. Results: The field study revealed frequent context switching, insufficient contextual information, and concerns around false positives. In practice, developers generally preferred the AI-led approach, especially for large or unfamiliar pull requests, though preferences varied with codebase familiarity and review risk. Conclusions: LLM-assisted reviews can reduce cognitive load and improve comprehension, with hybrid proactive/on-demand designs best balancing efficiency, trust, and reviewer control.",context,Study of how humans interact with AI generated code reviews,
U32NRMDM,core,80,Examining software engineering practices in the pre-AI and post-AI ERA,O. Ebiwonjumi; L. A. C. Ahakonye; D. -S. Kim,2026,conferencePaper,ieee,no,10.1109/ICAIIC68212.2026.11454249,,"Longitudinal empirical evidence that code-review intensity declined and bugs persisted post-AI adoption, directly documenting overreliance and oversight-vs-volume trade-offs.","The rise of generative artificial intelligence (AI) coding tools such as GitHub Copilot and ChatGPT has reshaped software development, yet their impact on open-source software quality remains unclear. This study conducts a longitudinal analysis of code review and bug-fix patterns across six major Python and JavaScript repositories, pandas, scikit-learn, TensorFlow, Django, React, and Node.js, comparing the pre-AI (2018-2021) and post-AI (2022-2025) periods. Using GitHub pull request data, we examine changes in reviewer participation, review duration, and comment density, alongside post-merge bug-fix frequencies. Results show a mild decline in review intensity after widespread AI adoption, alongside stagnant or increased bug-fix activity, suggesting no corresponding improvement in software quality. These findings suggest potential overreliance on AI-generated code and highlight critical trade-offs between development speed and code robustness, offering empirical evidence for a more cautious, evidence-based integration of generative AI tools in software engineering practice.",context,Study of how humans interact with AI generated code reviews,
T8E8SCCG,core,80,VibeGuard: a security gate framework for AI-generated code,Xie,2026,preprint,arxiv,yes,,2604.01052,"VibeGuard is a pre-publish security gate targeting AI-code-specific blind spots with empirical recall/precision, a concrete governance mechanism for vibe-coded output.","""Vibe coding,"" in which developers delegate code generation to AI assistants and accept the output with little manual review, has gained rapid adoption in production settings. On March 31, 2026, Anthropic's Claude Code CLI shipped a 59.8 MB source map file in its npm package, exposing roughly 512,000 lines of proprietary TypeScript. The tool had itself been largely vibe-coded, and the leak traced to a misconfigured packaging rule rather than a logic bug. Existing static-analysis and secret-scanning tools did not cover this failure mode, pointing to a gap between the vulnerabilities AI tends to introduce and the vulnerabilities current tooling is built to find. We present VibeGuard, a pre-publish security gate that targets five such blind spots: artifact hygiene, packaging-configuration drift, source-map exposure, hardcoded secrets, and supply-chain risk. In controlled experiments on eight synthetic projects (seven vulnerable, one clean control), VibeGuard achieved 100% recall, 89.47% precision (F1 = 94.44%), and correct pass/fail gate decisions on all eight projects across three policy levels. We discuss how these results inform a defense-in-depth workflow for teams that rely on AI code generation.",,,
XACCJD46,core,80,Novice developers produce larger review overhead for project maintainers while vibe coding,Asdaque; Haider; Malik et al.,2026,preprint,arxiv,yes,,2602.23905,"Large-scale empirical study showing vibe coders shift verification burden onto reviewers, directly addressing review scalability under AI code volume.","AI coding agents allow software developers to generate code quickly, which raises a practical question for project managers and open source maintainers: can vibe coders with less development experience substitute for expert developers? To explore whether developer experience still matters in AI-assisted development, we study $22,953$ Pull Requests (PRs) from $1,719$ vibe coders in the GitHub repositories of the AIDev dataset. We split vibe coders into lower experience vibe coders ($\mathit{Exp}_{Low}$) and higher experience vibe coders ($\mathit{Exp}_{High}$) and compare contribution magnitude and PR acceptance rates across PR categories. We find that $\mathit{Exp}_{Low}$ submits PRs with larger volume ($2.15\times$ more commits and $1.47\times$ more files changed) than $\mathit{Exp}_{High}$. Moreover, $\mathit{Exp}_{Low}$ PRs, when compared to $\mathit{Exp}_{High}$, receive $4.52\times$ more review comments, and have $31\%$ lower acceptance rates, and remain open $5.16\times$ longer before resolution. Our results indicate that low-experienced vibe coders focus on generating more code while shifting verification burden onto reviewers. For practice, project managers may not be able to safely replace experienced developers with low-experience vibe coders without increasing review capacity. Development teams should therefore combine targeted training for novices with adaptive PR review cycles.",context,Provides insights into how vibe coders (humans) of varying expertise behave,
XRTVITVP,core,80,Steering LLMs via scalable interactive oversight,Zhou; Xi; Ma et al.,2026,preprint,arxiv,yes,,2602.0421,Directly proposes and validates a scalable interactive oversight framework for vibe coding that amplifies human supervision on hard-to-verify tasks.,"As Large Language Models increasingly automate complex, long-horizon tasks such as \emph{vibe coding}, a supervision gap has emerged. While models excel at execution, users often struggle to guide them effectively due to insufficient domain expertise, the difficulty of articulating precise intent, and the inability to reliably validate complex outputs. It presents a critical challenge in scalable oversight: enabling humans to responsibly steer AI systems on tasks that surpass their own ability to specify or verify. To tackle this, we propose Scalable Interactive Oversight, a framework that decomposes complex intent into a recursive tree of manageable decisions to amplify human supervision. Rather than relying on open-ended prompting, our system elicits low-burden feedback at each node and recursively aggregates these signals into precise global guidance. Validated in web development task, our framework enables non-experts to produce expert-level Product Requirement Documents, achieving a 54\% improvement in alignment. Crucially, we demonstrate that this framework can be optimized via Reinforcement Learning using only online user feedback, offering a practical pathway for maintaining human control as AI scales.",,,
JFFKDXG8,core,80,Building software by rolling the dice: a qualitative study of vibe coding,Chou; Jiang; Chen et al.,2025,preprint,arxiv,no,,2512.22418,"Grounded-theory study of vibe coding practices detailing the spectrum of code inspection, trust, and oversight behaviors ÛÓ directly on-core.","Large language models (LLMs) are reshaping software engineering by enabling ""vibe coding,"" in which developers build software primarily through prompts rather than writing code. Although widely publicized as a productivity breakthrough, little is known about how practitioners actually define and engage in these practices. To shed light on this emerging phenomenon, we conducted a grounded theory study of 20 vibe-coding videos, including 7 live-streamed coding sessions (about 16 hours, 254 prompts) and 13 opinion videos (about 5 hours), supported by additional analysis of activity durations and prompt intents. Our findings reveal a spectrum of behaviors: some vibe coders rely almost entirely on AI without inspecting code, while others examine and adapt generated outputs. Across approaches, all must contend with the stochastic nature of generation, with debugging and refinement often described as ""rolling the dice."" Further, divergent mental models, shaped by vibe coders' expertise and reliance on AI, influence prompting strategies, evaluation practices, and levels of trust. These findings open new directions for research on the future of software engineering and point to practical opportunities for tool design and education.",context,Provides insights into how vibe coders (humans) of varying expertise behave,
VFNJSZD9,core,80,Beyond SAST and DAST: a unified security testing architecture for autonomous coding agents,Michel Hjazeen,2026,journalArticle,ssrn,no,,,Security-testing architecture and vulnerability taxonomy for autonomous coding agentsÛÓdirectly operationalizes oversight of AI-generated code pipelines.,"Agentic AI systems invalidate both assumptions. / Vulnerability Taxonomy (AVT), classifying vulnerability classes unique to or amplified by agentic coding pipelines across five dimensions; (2) the Agentic Risk",,,
FWKYVQPD,core,80,Vibe coding and AI-led conversational programming: emerging trends in software development,Irfan Samsyudin,2025,journalArticle,ssrn,no,,,Directly on vibe coding with a three-pillar human-oversight framework for responsible adoption addressing trust and security.,"AI-assisted programming, evaluates its performance, investigates cognitive, trust, and security implications, and proposes a framework for responsible adoption / A three-pillar framework is proposed-hybrid integration, human oversight, and context-aware deployment-to guide responsible adoption. / Vibe Coding, Conversational Programming, Artificial Intelligence, Software Development Paradigms, Human-AI Collaboration, Code Quality, Responsible AI",,,
732VDKJD,core,78,"Vibe coding as a reconfiguration of intent mediation in software development: definition, implications, and research agenda",Meske; Hermanns; von der Weiden et al.,2025,journalArticle,wos,yes,10.1109/ACCESS.2025.3645466,,"Defines vibe coding and maps responsibility gaps, black-box risks, and org-centered oversight research agenda central to the RQ.","Software development is undergoing a fundamental transformation as vibe coding becomes widespread, with large portions of contemporary codebases now being generated by Artificial Intelligence (AI). The disconnect between rapid adoption and limited conceptual understanding highlights the need for an inquiry into this emerging paradigm. Drawing on an intent perspective and historical analysis, we define vibe coding as a software development paradigm where humans and Generative AI (GenAI) engage in collaborative flow to co-create software artifacts through natural language dialogue, shifting the mediation of developer intent from deterministic instruction to probabilistic inference. By intent mediation, we refer to the fundamental process through which developers translate their conceptual goals into representations that computational systems can execute. Our results show that vibe coding redistributes epistemic labor between humans and machines, shifting expertise from technical implementation toward collaborative orchestration. We identify key opportunities, including democratization, acceleration, and systemic leverage, alongside risks such as black-box codebases, responsibility gaps, and ecosystem bias. We conclude with a research agenda spanning human-, technology-, and organization-centered directions to guide future investigations of this paradigm.",context,Provides insights into how vibe coders (humans) of varying expertise behave,
J5TG9IQB,core,78,"From code-centric to intent-centric software engineering: a reflexive thematic analysis of generative AI, agentic systems, and engineering accountability",Cruz,2026,preprint,arxiv,yes,,2605.11027,"Thematic analysis centering governance, accountability, verification gates, and bounded autonomy in supervising AI-generated code.","Generative artificial intelligence (GenAI) and agentic systems are moving software engineering from code-centric production toward intent-centric human-agent work in which natural language, repository context, tools, tests, and governance shape delivery. Prior studies examine code generation, AI pair programming, and software engineering agents, but less is known about how public technical discourse and peer-reviewed evidence together frame the profession's near-term transition. This study addresses that gap through a reflexive thematic analysis (RTA) dominant and interpretative phenomenological analysis (IPA) informed public-discourse and document analysis. The corpus combines peer-reviewed software engineering and AI literature, technical benchmarks, public talks and interviews, essays, product-facing technical announcements, and X-originated discourse from prominent AI and software engineering voices. Sources were organized through a corpus register, codebook, coding matrix, theme-to-source traceability table, DOI/reference audit, and reproducibility protocol. The analysis shows that GenAI lowers the cost of producing plausible code while increasing the importance of intent specification, context curation, architecture knowledge, verification, security, provenance, governance, and accountable human judgment. The findings indicate that software engineering is becoming less about isolated code authorship and more about supervising, validating, and governing socio-technical systems of humans, agents, tools, and evidence gates. This matters because speed-focused adoption can accumulate hidden technical debt and accountability gaps, whereas bounded autonomy can preserve quality, security, maintainability, and trust.",context,Discussion of how software engineering is changing with introduciton of AI,
7C3MCTVH,core,78,Understanding dominant themes in reviewing agentic AI-authored code,Haider; Zimmermann,2026,preprint,arxiv,yes,,2601.19287,"Large-scale empirical taxonomy of how reviewers respond to agent-authored PRs, explicitly identifying where targeted human review oversight remains needed.","While prior work has examined the generation capabilities of Agentic AI systems, little is known about how reviewers respond to AI-authored code in practice. In this paper, we present a large-scale empirical study of code review dynamics in agent-generated PRs. Using a curated subset of the AIDev dataset, we analyze 19,450 inline review comments spanning 3,177 agent-authored PRs from real-world GitHub repositories. We first derive a taxonomy of 12 review comment themes using topic modeling combined with large language model (LLM)-assisted semantic clustering and consolidation. According to this taxonomy, we then investigate whether zero-shot prompts to LLM can reliably annotate review comments. Our evaluation against human annotations shows that open-source LLM achieves reasonably high exact match (78.63%), macro F1 score (0.78), and substantial agreement with human annotators at the review comment level. At the PR level, the LLM also correctly identifies the dominant review theme with 78% Top-1 accuracy and achieves an average Jaccard similarity of 0.76, indicating strong alignment with human judgments. Applying this annotation pipeline at scale, we find that apart from functional correctness and logical changes, reviews of agent-authored PRs predominantly focus on documentation gaps, refactoring needs, styling and formatting issues, with testing and security-related concerns. These findings suggest that while AI agents can accelerate code production, there remain gaps requiring targeted human review oversight.",context,investigation of accuracy of AI code reviews.,
6NTZ85CW,core,78,Multi-agent penetration testing AI for the web,David; Gervais,2025,preprint,arxiv,yes,,2508.20816,Directly frames the scalability crisis of auditing vulnerability-laden AI-generated code and offers an adversarial multi-agent security-oversight mechanism with empirical results.,"AI-powered development platforms are making software creation accessible to a broader audience, but this democratization has triggered a scalability crisis in security auditing. With studies showing that up to 40% of AI-generated code contains vulnerabilities, the pace of development now vastly outstrips the capacity for thorough security assessment. We present MAPTA, a multi-agent system for autonomous web application security assessment that combines large language model orchestration with tool-grounded execution and end-to-end exploit validation. On the 104-challenge XBOW benchmark, MAPTA achieves 76.9% overall success with perfect performance on SSRF and misconfiguration vulnerabilities, 83% success on broken authorization, and strong results on injection attacks including server-side template injection (85%) and SQL injection (83%). Cross-site scripting (57%) and blind SQL injection (0%) remain challenging. Our comprehensive cost analysis across all challenges totals $21.38 with a median cost of $0.073 for successful attempts versus $0.357 for failures. Success correlates strongly with resource efficiency, enabling practical early-stopping thresholds at approximately 40 tool calls or $0.30 per challenge. MAPTA's real-world findings are impactful given both the popularity of the respective scanned GitHub repositories (8K-70K stars) and MAPTA's low average operating cost of $3.67 per open-source assessment: MAPTA discovered critical vulnerabilities including RCEs, command injections, secret exposure, and arbitrary file write vulnerabilities. Findings are responsibly disclosed, 10 findings are under CVE review.",,,
