item_key,opus_bin,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note,new tags
ZP7AKMBR,context,60,Investigating generative AI’s impact on software organizations’ security practices: a multi-case study using gioia methodology,Hein,2026,conferencePaper,scopus,yes,10.1007/978-3-032-14518-5_12,,"Empirical multi-case study of GenAI adoption in software orgs' security practices with trust/risk model, adjacent but security- not oversight-focused.","The integration of generative AI in software organizations presents promising opportunities for automating and enhancing security activities; however, its practical impact on the security practices of software organizations and associated risks remains underexplored. This study investigates how generative AI can enhance software security practices through a multi-case study involving five software organizations. By conducting semi-structured interviews with developers and managers, we identified four security practices where generative AI can support threat assessment, security testing, operational management, and education & guidance. At the same time, we uncover sociotechnical risks that may impede adoption, including concerns about inadequate data management of AI, inaccurate output, and a lack of trust. Guided by the OWASP SAMM framework and rooted in the Gioia methodological approach, our findings are synthesized into a theoretical model of generative AI adoption impacting security practices. This model highlights both the perceived benefits and the risks organizations encounter. Our work provides insights for software organizations looking to adopt generative AI into security-related workflows and contributes a foundational understanding of how such tools are perceived in practice. The paper emphasizes the importance of balancing innovation with caution as software organizations increasingly incorporate generative AI within secure development. © The Author(s) 2026.",,,
5H6KQCJM,context,60,Will it survive? Deciphering the fate of AI-generated code in open source,Rahman; Shihab,2026,preprint,coursework,yes,10.48550/arXiv.2601.16809,2601.16809,"Empirical survival analysis of AI-code framing organizational practices as the maintenance bottleneck, transferable but not an oversight mechanism per se.","The integration of AI agents as coding assistants into software development has raised questions about the long-term viability of AI agent-generated code. A prevailing hypothesis within the software engineering community suggests this code is ""disposable"", meaning it is merged quickly but discarded shortly thereafter. If true, organizations risk shifting maintenance burden from generation to post-deployment remediation. We investigate this hypothesis through survival analysis of 201 open-source projects, tracking over 200,000 code units authored by AI agents versus humans. Contrary to the disposable code narrative, agent-authored code survives significantly longer: at the line level, it exhibits a 15.8 percentage-point lower modification rate and 16% lower hazard of modification (HR = 0.842, p < 0.001). However, modification profiles differ. Agent-authored code shows modestly elevated corrective rates (26.3% vs. 23.0%), while human code shows higher adaptive rates. However, the effect sizes are small (Cramér's V = 0.116), and per-agent variation exceeds the agent-human gap. Turning to prediction, textual features can identify modification-prone code (AUC-ROC = 0.671), but predicting when modifications occur remains challenging (Macro F1 = 0.285), suggesting timing depends on external organizational dynamics. The bottleneck for agent-generated code may not be generation quality, but the organizational practices that govern its long-term evolution.",,,
2VYT4B7G,context,60,Artificial intelligence risk management framework (AI RMF 1.0),National Institute Of Standards And Technology,2023,report,coursework,yes,10.6028/NIST.AI.100-1,,"NIST AI RMF is an operationalizable org-level AI risk-governance framework, transferable non-code-specific regulatory anchor.","As directed by the National Artificial Intelligence Initiative Act of 2020 (P.L. 116-283), the goal of the AI RMF is to offer a resource to the organizations designing, developing, deploying, or using AI systems to help manage the many risks of AI and promote trustworthy and responsible development and use of AI systems. The Framework is intended to be voluntary, rights-preserving, non-sector specific, and use-case agnostic, providing flexibility to organizations of all sizes and in all sectors and throughout society to implement the approaches in the Framework.   The AI RMF is intended to be practical, to adapt to the AI landscape as AI technologies continue to develop, and to be operationalized by organizations in varying degrees and capacities so society can benefit from AI while also being protected from its potential harms.",,,
ZPAZL9I7,context,60,Trustworthiness of large language models for code,D. Khati,2025,conferencePaper,ieee,no,10.1109/ICSE-Companion66252.2025.00063,,"Dissertation proposing a trustworthiness evaluation framework for code LLMs, relevant to oversight metrics but proposal-stage without validated findings.","In recent years, Large Language Models for code (LLMc) have transformed the landscape of software engineering (SE), demonstrating significant efficacy in tasks such as code completion, summarization, review, tracing, translation, test case generation, clone detection, and bug fixing. Notably, GitHub Copilot and Google's CodeBot exemplify how LLMc contributes to substantial time and effort savings in software development. However, the widespread application of these models has raised critical concerns regarding their trustworthiness. The lack of well-defined trust metrics beyond mere accuracy poses significant risks, including potential security vulnerabilities and compromised data integrity. This dissertation proposes solving this pressing need by developing a comprehensive framework to evaluate LLMc's trustworthiness. We aim to establish contextualized definitions of trust, distrust, and trustworthiness specific to LLMc, identify key influencing factors, and create a standardized evaluation framework encompassing both model-based attributes and human-centric considerations. We will validate the framework's effectiveness through rigorous empirical studies and user evaluations and provide insights for targeted improvements in LLMc development. This dissertation seeks to enhance the reliability and transparency of LLMc, fostering their responsible integration into software engineering practices and paving the way for more trustworthy AI-assisted code generation.",,,
D84PYEZM,context,60,"Invisible risks, visible code: a vision for understanding ethical debt in AI-based coding",D. Salah,2025,conferencePaper,ieee,no,10.1109/ESEM64174.2025.00074,,"Directly on-topic framework for ethical debt/accountability of AI-generated code across developers and orgs, but a vision paper without an evidence base.","Background: AI-based coding assistants such as GitHub Copilot, ChatGPT, and Amazon CodeWhisperer are transforming software development by automating tasks, generating code, and supporting prototyping. While these tools enhance productivity, they also pose ethical risks, including copyright violations, insecure code, and ambiguous accountability. Such risks may remain hidden during development but emerge later as legal, social, or technical liabilities. Existing constructs, such as technical debt, are insufficient to capture these challenges. Aims: This paper introduces and formalizes the concept of ethical debt—the accumulation of unresolved ethical risks in AI assisted software development. The objective is to conceptualize ethical debt as a distinct construct, identify its causes and consequences, and establish a research agenda for addressing it. Method: Inspired by the metaphor of technical debt, the paper develops a framework for ethical debt that defines its sources, manifestations, and outcomes. The proposed research program involves theorizing its dimensions, mapping accountability across developers, AI systems, and organizations, and designing empirical approaches for its detection and mitigation. Results: Illustrative cases and a structured research agenda demonstrate how ethical risks, typically invisible in early development, can be systematically surfaced and addressed. Conclusions: By framing hidden ethical risks as a form of debt, this work provides both a theoretical foundation and a practical pathway for responsible AI-enhanced software engineering. Ethical debt makes intangible risks visible and actionable, offering guidance for researchers, practitioners, and organizations to integrate ethical responsibility into modern software development.",,,
2MPUZHQL,context,60,Asleep at the keyboard? Assessing the security of GitHub copilot’s code contributions,H. Pearce; B. Ahmad; B. Tan et al.,2022,conferencePaper,ieee,no,10.1109/SP46214.2022.9833571,,"Foundational empirical evidence that ~40% of Copilot code is vulnerable, central risk-recognition basis motivating AI-code oversight.","There is burgeoning interest in designing AI-based systems to assist humans in designing computing systems, including tools that automatically generate computer code. The most notable of these comes in the form of the first self-described ‘AI pair programmer’, GitHub Copilot, which is a language model trained over open-source GitHub code. However, code often contains bugs—and so, given the vast quantity of unvetted code that Copilot has processed, it is certain that the language model will have learned from exploitable, buggy code. This raises concerns on the security of Copilot’s code contributions. In this work, we systematically investigate the prevalence and conditions that can cause GitHub Copilot to recommend insecure code. To perform this analysis we prompt Copilot to generate code in scenarios relevant to high-risk cybersecurity weaknesses, e.g. those from MITRE’s “Top 25” Common Weakness Enumeration (CWE) list. We explore Copilot’s performance on three distinct code generation axes—examining how it performs given diversity of weaknesses, diversity of prompts, and diversity of domains. In total, we produce 89 different scenarios for Copilot to complete, producing 1,689 programs. Of these, we found approximately 40% to be vulnerable.",,,
UJL4BZZ9,context,60,Application of large language models in software development: review of the current state and development perspectives,B. Radenkovic; S. Prokhorov; M. Radenkovic et al.,2025,conferencePaper,ieee,no,10.1109/EnT68818.2025.11245717,,"Broad LLMOps/DevOps review with an org-readiness framework and safe-deployment best practices, transferable but not code-oversight-specific.","Large Language Models (LLMs) are rapidly transforming software engineering by automating tasks such as code generation, test creation, debugging, and documentation. Their integration across the software development lifecycle, from requirements analysis to deployment, introduces both unprecedented opportunities and serious challenges. This paper offers a comprehensive review of LLM applications in software engineering, contextualized within the frameworks of LLMOps and DevOps. It examines how specialized models and autonomous agents are reshaping workflows and proposes a framework for assessing organizational readiness for LLM adoption. In addition to technical capabilities, we discuss limitations such as hallucinations, context constraints, and the lack of explainability, as well as broader concerns around licensing, security, and developer deskilling. Drawing from recent research and tooling ecosystems, we synthesize the emerging best practices for safely deploying LLMs in production environments. This article aims to equip practitioners and researchers with a structured understanding of the current state and future direction of LLM-assisted software development.",,,
5F7E92UD,context,60,Is vibe coding the future? An empirical assessment of LLM generated codes for construction safety,Uddin,2026,preprint,arxiv,yes,,2604.12311,"Empirically quantifies silent-failure risk of vibe-coded scripts and argues for governance/deterministic wrappers, though situated in the construction-safety domain.","The emergence of vibe coding, a paradigm where non-technical users instruct Large Language Models (LLMs) to generate executable codes via natural language, presents both significant opportunities and severe risks for the construction industry. While empowering construction personnel such as the safety managers, foremen, and workers to develop tools and software, the probabilistic nature of LLMs introduces the threat of silent failures, wherein generated code compiles perfectly but executes flawed mathematical safety logic. This study empirically evaluates the reliability, software architecture, and domain-specific safety fidelity of 450 vibe-coded Python scripts generated by three frontier models, Claude 3.5 Haiku, GPT-4o-Mini, and Gemini 2.5 Flash. Utilizing a persona-driven prompt dataset (n=150) and a bifurcated evaluation pipeline comprising isolated dynamic sandboxing and an LLM-as-a-Judge, the research quantifies the severe limits of zero-shot vibe codes for construction safety. The findings reveal a highly significant relationship between user persona and data hallucination, demonstrating that less formal prompts drastically increase the AI's propensity to invent missing safety variables. Furthermore, while the models demonstrated high foundational execution viability (~85%), this syntactic reliability actively masked logic deficits and a severe lack of defensive programming. Among successfully executed scripts, the study identified an alarming ~45% overall Silent Failure Rate, with GPT-4o-Mini generating mathematically inaccurate outputs in ~56% of its functional code. The results demonstrate that current LLMs lack the deterministic rigor required for standalone safety engineering, necessitating the adoption of deterministic AI wrappers and strict governance for cyber-physical deployments.",,,
GD3RMX4R,context,60,On integrating resilience and human oversight into LLM-assisted modeling workflows for digital twins,P; Karanjkar,2026,preprint,arxiv,yes,,2603.25898,"Concrete design principles for integrating human oversight into LLM code-generation workflows with error characterization, but framed in digital-twin/simulation domain.","LLM-assisted modeling holds the potential to rapidly build executable Digital Twins of complex systems from only coarse descriptions and sensor data. However, resilience to LLM hallucination, human oversight, and real-time model adaptability remain challenging and often mutually conflicting requirements. We present three critical design principles for integrating resilience and oversight into such workflows, derived from insights gained through our work on FactoryFlow - an open-source LLM-assisted framework for building simulation-based Digital Twins of manufacturing systems. First, orthogonalize structural modeling and parameter fitting. Structural descriptions (components, interconnections) are LLM-translated from coarse natural language to an intermediate representation (IR) with human visualization and validation, which is algorithmically converted to the final model. Parameter inference, in contrast, operates continuously on sensor data streams with expert-tunable controls. Second, restrict the model IR to interconnections of parameterized, pre-validated library components rather than monolithic simulation code, enabling interpretability and error-resilience. Third, and most important, is to use a density-preserving IR. When IR descriptions expand dramatically from compact inputs hallucination errors accumulate proportionally. We present the case for Python as a density-preserving IR : loops express regularity compactly, classes capture hierarchy and composition, and the result remains highly readable while exploiting LLMs strong code generation capabilities. A key contribution is detailed characterization of LLM-induced errors across model descriptions of varying detail and complexity, revealing how IR choice critically impacts error rates. These insights provide actionable guidance for building resilient and transparent LLM-assisted simulation automation workflows.",,,
B56YY529,context,60,Algorithmic accountability of low-code/No-code artificial intelligence: a literature review,Somer,2025,conferencePaper,scopus,no,,,"SLR on accountability/governance frameworks for low-code/no-code AI where direct oversight is diminished, closely adjacent and transferable.","Algorithmic Accountability of Low-Code/No-Code Artificial Intelligence (LCNC AI) presents a significant challenge, as these platforms democratize AI development while diminishing direct oversight. Unlike traditional AI systems, applications built with LCNC AI tools often lack governance structures, increasing risks of bias, opacity, and regulatory non-compliance. Organizations struggle to implement accountability mechanisms as non-technical users deploy AI without comprehensive validation frameworks. This study conducts a Structured Literature Review (SLR) to analyze existing research on algorithmic accountability in LCNC AI. The findings highlight critical risks, governance approaches, and accountability frameworks essential for mitigating ethical and compliance concerns. The study emphasizes the necessity of hybrid governance approaches, integrating organizational oversight with user-driven compliance measures. To bridge research gaps, this study proposes a research agenda aimed at refining ethical and regulatory frameworks for LCNC AI. By providing concrete governance strategies, this study offers practical recommendations for organizations to ensure accountable and responsible LCNC AI deployment. © (2025) by Association for Information Systems (AIS) All rights reserved.",,,lit-review
93672HBY,context,60,“You’re on a bicycle with a little motor”: benefits and challenges of using AI code assistants,W. Mendes; S. Souza; C. R. B. De Souza,2024,conferencePaper,ieee,no,,,Interview study of developer experiences and coping strategies with AI code assistants; relevant over-reliance/oversight angle but not framed as governance.,"AI code assistants, such as Tabnine, GitHub CoPilot, and ChatGPT, employ Large Language Models (LLMs) trained on extensive source code and other documents. They receive prompts and generate code suggestions aimed to facilitate programming tasks. Previous research in this field has explored the correctness, complexity, quality, and security of the code suggestions. Software developers’ experiences have been studied in the context of controlled experiments. Based on 14 interviews with software developers, this paper describes the developers’ daily and continuous experiences with AI code assistants, presenting benefits and challenges grounded in actual development work, along with strategies to address these challenges.",,,
2CBE8X9X,context,60,Prompting as governance: behavioral gaps and control system failures in AI-assisted infrastructure operations,Piyoosh Rai,2026,journalArticle,ssrn,no,,,"Empirical (570 experiments) test of whether prompting works as a governance control in AI-assisted infrastructure ops, methodologically strong and transferable to code oversight.","This paper examines whether prompt engineering can function as a reliable governance control mechanism in AI-assisted infrastructure operations. / Through 570 controlled experiments using GPT-4 and Claude Sonnet 4 across 90 infrastructure scenarios, we evaluate governance quality under four prompting / infrastructure automation, large language models, governance controls, human factors, prompt engineering, operational reliability, control systems",,,
ACPKFPNE,context,60,Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,Prashant Saurabh Singh,2026,journalArticle,ssrn,no,,,"Operational five-step HITL governance framework for generative AI with guardrails—core oversight mechanism, transferable from banking.","While the industry seeks to leverage Large Language Models (LLMs) for efficiency, strict regulatory frameworks (e.g., NYDFS Part 500, EU AI Act) demand / This paper proposes a novel, operational governance framework: The TRUST Model (Triage, Review, Underwrite, Strengthen, Track). / Shadow AI, Banking, Human-in-the-Loop, AI Governance, Risk Management, LLM Guardrails, Generative AI Banking, AI Guardrails, NIST AI RMF, AI Risk Management",,,
5RLPIA3K,context,60,Adversarial verification as reference architecture for EU AI act article 14 compliance in employment AI,Eric Swidey,2026,journalArticle,ssrn,no,,,Adversarial-verification oversight architecture tied to EU AI Act Article 14 and automation bias; mechanism transferable though employment-AI domain.,"Article 14 establishes specific requirements: humans must understand AI capabilities and limitations, remain aware of automation bias, correctly interpret / Workday, class certified May 2025) documented AI systems rejecting candidates at 1:00 AM without human review, illustrating the failure mode Article 14",core,"Might cover scaling human oversight, leveraging adversarial agents.",
X6P3XIKC,context,60,Corrective: a causal taxonomy of human runtime involvement in AI systems,Kevin Baum; Johann Laux,2026,journalArticle,ssrn,no,,,"Causal taxonomy clarifying HITL/HOTL/oversight during AI runtime — a conceptual framework central to defining human oversight, though not code-specific.","As AI systems increasingly permeate high-stakes decisionmaking, the terminology regarding human involvement-Human-in-the-Loop (HITL), Human-on-the-Loop / We propose a clarification grounded in causal structure, focused on human involvement during the runtime of AI systems. / Human-in-the-Loop, Human-on-the-Loop, Human Oversight, Human-AI Interaction, AI Regulation, AI Governance",,,
GMKAC37M,context,60,A systematic review of watermarking and attribution for AI generated code,Istiaq Ahmed Fahad; Mridha Md. Nafis Fuad,2026,journalArticle,ssrn,no,,,"SLR on watermarking/attribution for AI-generated code is code-specific provenance/detection, adjacent to but not human oversight of quality.","Issues related to intellectual property (IP), academic integrity, and software supply chain security are becoming more common. / At the same time, AI-generated code is increasingly hard to distinguish from human-written code. / large language models, AI-Generated Code, Code Watermarking, Authorship Attribution, Software Provenance, Systematic Literature Review",,,
NH5MSAQ4,context,60,A fully automated agent for end-to-end code translation and validation,Erer; Bozanta; Aytac et al.,2025,conferencePaper,scopus,no,10.1109/CASCON66301.2025.00128,,"AI code-translation agent with automated unit-test validation and human-in-the-loop recommendation, oversight present but secondary to a capability demo.","Migration of software across programming languages is a critical yet labor-intensive task, often requiring deep code understanding and manual intervention. In this study, we develop a fully automated agent for end-to-end code translation and validation. First, we generate code comments from Java source code using various large language models (LLMs) to enhance code comprehension and facilitate cross-language translation. Second, leveraging these AI-generated comments, we automatically generate equivalent C# code, demonstrating the potential of AI in software migration and interoperability. Third, we complete both Java and generated C# code and prepare them to execute. Fourth, we apply automated unit testing to assess functional correctness and ensure the reliability of AI-generated code. Our results show that a fully automated LLM agent may be effective in bridging programming languages with human-in-the-loop. This approach opens new possibilities for scalable, AIdriven software modernization and cross-platform development. We recommend that such an LLM agent should be used in tandem with human experts during the generation of a reliable and correct code. © 2025 IEEE.",,,
EB49Q8QM,context,60,The rationality of automation bias in security operation centers,Tilbury; Flowerday,2024,journalArticle,scopus,no,,,"Automation-bias study on alert-volume triage in SOCs with a concrete four-factor human-in-the-loop mitigation framework, strongly transferable to AI-code volume/oversight.","Security Operation Centers (SOCs) comprise people, processes, and technology and are responsible for protecting their respective organizations against any form of cyber incident. These teams consist of SOC analysts, ranging from Tier 1 to Tier 3. In defending against cyber-attacks, SOCs monitor and respond to alert traffic from numerous sources. However, a commonly discussed challenge is the volume of alerts that need to be assessed. To aid SOC analysts in the alert triage process, SOCs integrate automation and automated decision aids (ADAs). Research in the human-automation field has demonstrated that automation has the potential of cognitive skill degradation. This is because human operators can become over-reliant on automated systems despite the presence of contradictory information. This cognitive bias is known as automation bias. The result of this study is the development of four critical success factors (CSFs) for the adoption of automation within SOCs in an attempt to mitigate automation bias: (1) Task-based Automation; (2) Process-based Automation; (3) Automation Performance Appraisal; and (4) SOC Analyst Training of Automated Systems. In applying these CSFs, a beneficial balance between the SOC analyst and the use of automation is achieved. This study promotes the human-in-the-loop approach whereby experienced and cognitively aware SOC analysts remain at the core of SOC processes. © 2024, Information Institute. All rights reserved.",core,Tackles some of the issues of humans ability to scale.,
EHEQPUT7,context,58,"The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools",Kuehnert; Kim; Forlizzi et al.,2025,conferencePaper,scopus,yes,10.1145/3715275.3732191,,"Systematic review/meta-analysis of 220+ responsible-AI governance tools by actor/lifecycle stage; strong transferable governance evidence, not code-specific.","The implementation of responsible Artificial Intelligence (AI) in an organization is inherently complex due to the involvement of multiple stakeholders, each with their unique set of goals and responsibilities across the entire AI lifecycle. These responsibilities are often ambiguously defined and assigned, leading to confusion, miscommunication, and inefficiencies. Even when responsibilities are clearly defined and assigned to specific roles, the corresponding AI actors lack effective tools to support their execution. Toward closing these gaps, we present a systematic review and comprehensive meta-analysis of the current state of responsible AI tools, focusing on their alignment with specific stakeholder roles and their responsibilities in various AI lifecycle stages. We categorize over 220 tools according to AI actors and stages they address. Our findings reveal significant imbalances across the stakeholder roles and lifecycle stages addressed. The vast majority of available tools have been created to support AI designers and developers specifically during data-centric and statistical modeling stages while neglecting other roles such as organizational leaders, deployers, end-users, and impacted communities, and stages such as value proposition and deployment. This uneven distribution highlights critical gaps that currently exist in responsible AI governance research and practice. Our analysis reveals that despite the myriad of frameworks and tools for responsible AI, it remains unclear who within an organization and when in the AI lifecycle a tool applies. Furthermore, existing tools are rarely validated, leaving critical gaps in their usability and effectiveness. These gaps provide a starting point for researchers and practitioners to create more effective and holistic approaches to responsible AI development and governance.  © 2025 Copyright held by the owner/author(s).",,,lit-review
KLVCD5PJ,context,58,Governing citizen development to address low-code platform challenges,Viljoen; Radić; Hein et al.,2024,journalArticle,scopus,no,10.17705/2msqe.00100,,"Empirical governance guidance for citizen/low-code development quality risks, a strong analog for overseeing non-expert-produced code volume.","Low-code development platforms empower citizen developers to develop software quickly and with minimal technical expertise. However, entrusting software development to novices risks substandard software quality, shadow IT and technical debt. Drawing from 30 interviews with citizen developers and low-code platform experts, we offer guidance for governing citizen development to address these challenges. We emphasize the crucial roles of technical experts and platform-specific functionalities in governing citizen development and demonstrate how citizen development governance diverges from conventional software development governance.1, 2 © 2024 University of Minnesota",,,
MDUDAMYC,context,58,"From shadow it to shadow AI–threats, risks and opportunities for organizations",Silic; Silic; Kind-Trüller,2025,journalArticle,scopus,no,10.1002/jsc.2682,,"Mixed-methods study of Shadow AI governance drift and unchecked AI outputs, strong empirical governance-gap evidence transferable to AI-code oversight.","The proliferation of artificial intelligence (AI) tools in organizations has given rise to “Shadow AI”—the unsanctioned use of AI systems outside approved governance frameworks. While Shadow AI shares roots with Shadow IT, its generative, opaque, and autonomous nature introduces novel risks related to data privacy, algorithmic bias, hallucination, and governance drift. This study investigates Shadow AI through a mixed-methods design, combining survey responses from 140 professionals with in-depth interviews of 10 executives. We examine how employees perceive and justify Shadow AI, what risks it introduces in practice, and how organizational structures fail to regulate its spread. Findings reveal that while AI is widely seen as a productivity tool, governance frameworks often lag behind employee practices, leading to a “governance drift zone” where formal policies exist but lack real-world traction. Shadow AI also exposes responsibility gaps in high-risk functions such as HR and legal, where AI-generated outputs may go unchecked. The study contributes to organizational and cybersecurity literature by conceptualizing Shadow AI as a sociotechnical governance failure. We propose practical strategies—such as AI tool registries, role-specific training, internal audits, and escalation protocols—to help organizations shift from restriction to controlled enablement, allowing them to leverage AI's benefits while managing its evolving risks. © 2025 John Wiley & Sons Ltd.",,,
BD6EVT65,context,58,On the complexities of testing for compliance with human oversight requirements in AI regulation,Langer; Lazar; Baum,2025,conferencePaper,coursework,yes,10.1007/978-3-032-07132-3_11,,"Analyzes compliance testing for human-oversight requirements under the EU AI Act—strong governance framing, transferable but not code-specific.","Human oversight requirements are a core component of the European AI Act and in AI governance. In this paper, we highlight key challenges in testing for compliance with these requirements. A central difficulty lies in balancing simple, but potentially ineffective checklist-based approaches with resource-intensive and context-sensitive empirical testing of the effectiveness of human oversight of AI. Questions regarding when to update compliance testing, the context-dependent nature of human oversight requirements, and difficult-to-operationalize standards further complicate compliance testing. We argue that these challenges illustrate broader challenges in the future of sociotechnical AI governance, i.e. a future that shifts from ensuring “good” technological products to “good” sociotechnical systems.",,,
YJECSBHW,context,58,Towards automated governance: a DSL for human-agent collaboration in software projects,A. Ait; G. Jouneaux; J. L. Cánovas Izquierdo et al.,2025,conferencePaper,ieee,yes,10.1109/ASE63991.2025.00337,,"Vision for a DSL to define/enforce governance over human-agent collaboration in software projects, an oversight mechanism but foundational-concept stage without evidence.","The stakeholders involved in software development are becoming increasingly diverse, with both human contributors from varied backgrounds and AI-powered agents collaborating together in the process. This situation presents unique governance challenges, particularly in Open-Source Software (OSS) projects, where explicit policies are often lacking or unclear. This paper presents the vision and foundational concepts for a novel Domain-Specific Language (DSL) designed to define and enforce rich governance policies in systems involving diverse stakeholders, including agents. This DSL offers a pathway towards more robust, adaptable, and ultimately automated governance, paving the way for more effective collaboration in software projects, especially OSS ones.",,,
N7E3MR2V,context,58,SDLC AutoPilot AI: agentic automation of software development life cycle,P. R. P; T. M; C. Q. Jaslin,2025,conferencePaper,ieee,no,10.1109/ICOIICS67115.2025.11390299,,"Agentic SDLC automation architecture with explicit human-approval guardrails, audit trails, and anti-hallucination safeguards, relevant to oversight but a proposed design without empirical results.","The Software Development Life Cycle (SDLC) remains one of the most resource-intensive processes in modern engineering, requiring continuous coordination across requirement gathering, planning, team formation, testing, and deployment. Despite the availability of advanced automation tools, much of this process still depends on manual oversight, which often results in delays, misaligned requirements, and costly rework. To address these challenges, we propose SDLC AutoPilot AI, an intelligent agentic system designed to orchestrate the entire SDLC in an end-to-end manner. Beginning from a high-level project brief, the system leverages large language models and retrieval-augmented pipelines to transform unstructured inputs into well-structured requirements. It then prepares project plans and budget estimates, quantifying uncertainty ranges to improve transparency in forecasting. Using automated reasoning and supervised models, the system performs role assignment, forms collaborative teams within enterprise platforms, and provisions the necessary infrastructure for execution. Furthermore, SDLC AutoPilot AI integrates tightly with collaboration tools, version control platforms, and CI/CD pipelines to support automated verification, test case generation, and staged deployments. Preview environments are provisioned dynamically, enabling early client validation and reducing downstream rework. To ensure accountability and resilience, the system includes governance guardrails for human approval, observability features such as decision logs and audit trails, and safeguards against hallucination and misclassification. This paper presents the architectural design of the system, details the algorithms used for estimation and role allocation, and outlines the integration pathways with enterprise ecosystems. An evaluation framework is also proposed to assess its effectiveness in terms of delivery speed, reduction in rework, defect density, and stakeholder satisfaction. Finally, we reflect on the broader implications of introducing agentic automation into software engineering workflows, with particular attention to governance, reliability, and ethical considerations.",core,Appears to have concept of escalation to humans and comprehensive system to manage oversight.,
SHFHRTUL,context,58,iCodeReviewer: improving secure code review with mixture of prompts,Y. Peng; K. Kim; L. Meng et al.,2025,conferencePaper,ieee,no,10.1109/ASE63991.2025.00264,,"LLM-as-reviewer secure-code-review mechanism deployed in production with acceptance metrics, transferable to scaling AI-code oversight though not human-in-loop.","Code review is an essential process to ensure the quality of software that identifies potential software issues at an early stage of software development. Among all software issues, security issues are the most important to identify, as they can easily lead to severe software crashes and service disruptions. Recent research efforts have been devoted to automated approaches to reduce the manual efforts required in the secure code review process. Despite the progress, current automated approaches on secure code review, including static analysis, deep learning models, and prompting approaches, still face the challenges of limited precision and coverage, and a lack of comprehensive evaluation.To mitigate these challenges, we propose iCodeReviewer, which is an automated secure code review approach based on large language models (LLMs). iCodeReviewer leverages a novel mixture-of-prompts architecture that incorporates many prompt experts to improve the coverage of security issues. Each prompt expert is a dynamic prompt pipeline to check the existence of a specific security issue. iCodeReviewer also implements an effective routing algorithm to activate only necessary prompt experts based on the code features in the input program, reducing the false positives induced by LLM hallucination. Experiment results in our internal dataset demonstrate the effectiveness of iCodeReviewer in security issue identification and localization with an F1 of 63.98%. The review comments generated by iCodeReviewer also achieve a high acceptance rate up to 84% when it is deployed in production environments.",,,
I7X7LTNR,context,58,A preliminary study on large language models self-negotiation in software engineering,C. Tao; H. Shu; M. Kondo et al.,2025,conferencePaper,ieee,no,10.1109/ICSME64153.2025.00088,,"Multi-LLM self-negotiation/debate is an adversarial-agent cross-checking mechanism transferable to automated oversight, though evaluated for task performance not oversight scaling.","Large Language Models (LLMs) have shown great potential in code-related software engineering tasks, including code generation, classification, and understanding. While current research primarily focuses on direct inference with single LLMs, this approach may fall short for complex tasks due to ambiguous instructions. To address this limitation, we propose LLM selfnegotiation, where multiple LLMs collaborate and debate to reach consensus on code-related tasks. This approach aims to better handle unclear instructions and improve overall effectiveness. We evaluated LLM self-negotiation in three key software engineering domains: Equivalent Mutant Detection (EMD), Automated Vulnerability Detection (AVD), and Automated Program Repair (APR). These domains represent distinct aspects of coderelated tasks: functionality understanding, code classification, and code generation, respectively. Our experimental results revealed varying effectiveness across domains. In EMD, LLM self-negotiation demonstrated remarkable improvements, with most models showing performance gains between 114.72 % and 351.01% (though CodeLlama experienced a minor 4.5% decrease in F1-score). For APR tasks, self-negotiation performed comparably to single LLM implementations. However, in AVD, the results were mixed - while Vicuna showed improved F1-scores, most models exhibited lower recall rates. These findings indicate that LLM self-negotiation is particularly promising for functionality understanding tasks, while its application to code classification and generation requires further research and refinement.",,,
ADV48DKV,context,58,The stability trap: evaluating the reliability of LLM-based instruction adherence auditing,Shergadwala,2026,preprint,arxiv,no,,2601.11783,"LLM-as-judge reliability auditing is a core oversight mechanism, but studied in the HR governance domain and only transferable to AI-code oversight.","The enterprise governance of Generative AI (GenAI) in regulated sectors, such as Human Resources (HR), demands scalable yet reproducible auditing mechanisms. While Large Language Model (LLM)-as-a-Judge approaches offer scalability, their reliability in evaluating adherence of different types of system instructions remains unverified. This study asks: To what extent does the instruction type of an Application Under Test (AUT) influence the stability of judge evaluations? To address this, we introduce the Scoped Instruction Decomposition Framework to classify AUT instructions into Objective and Subjective types, isolating the factors that drive judge instability. We applied this framework to two representative HR GenAI applications, evaluating the stability of four judge architectures over variable runs. Our results reveal a ``Stability Trap'' characterized by a divergence between Verdict Stability and Reasoning Stability. While judges achieved near-perfect verdict agreement ($>99\%$) for both objective and subjective evaluations, their accompanying justification traces diverged significantly. Objective instructions requiring quantitative analysis, such as word counting, exhibited reasoning stability as low as $\approx19\%$, driven by variances in numeric justifications. Similarly, reasoning stability for subjective instructions varied widely ($35\%$--$83\%$) based on evidence granularity, with feature-specific checks failing to reproduce consistent rationale. Conversely, objective instructions focusing on discrete entity extraction achieved high reasoning stability ($>90\%$). These findings demonstrate that high verdict stability can mask fragile reasoning. Thus, we suggest that auditors scope automated evaluation protocols strictly: delegate all deterministically verifiable logic to code, while reserving LLM judges for complex semantic evaluation.",,,
