item_key,cocite,decision,confidence,rationale,title
WZSA9VGX,1,discard,medium,"Technical OOD-detection method for SE ML models generally, with no organizational governance or AI-code-oversight framing",Towards more trustworthy deep code models by enabling out-of-distribution detection
7CNS8N9X,1,keep,high,"Provides a concrete, quantified formal-verification mechanism for checking LLM-generated code against intent, directly operationalizable",Towards formal verification of LLM-generated code from natural language prompts
7MNEJBD4,1,maybe,medium,Proposes an assurance/compliance framework tied to EU AI Act and adversarial robustness but does not clearly anchor to software/code-specific engineering contexts,Towards assuring EU AI act compliance and adversarial robustness of LLMs
JSRBRWIZ,1,keep,high,Identifies and quantifies a concrete risk pattern (GenAI-induced technical debt admissions) directly actionable as a detection signal for AI code oversight,"""TODO: fix the mess gemini created"": towards understanding GenAI-induced self-admitted technical debt"
CJ78UHQ2,1,keep,medium,Validated trust-in-automation questionnaire is a generalizable measurement instrument transferable to developer trust in AI code assistants,Theoretical considerations and development of a questionnaire to measure trust in automation
H4NWPBAV,1,maybe,medium,Reliance-intervention findings on generic reasoning/estimation tasks are plausibly transferable to code-suggestion reliance but require domain argument,To rely or not to rely? Evaluating interventions for appropriate reliance on large language models
936KKG88,1,discard,high,Studies algorithm-in-the-loop decisions in pretrial/financial-lending domains with no structural connection to software code review,The principles and limits of algorithm-in-the-loop decision making
FW6PPDAC,1,keep,medium,Argues modularity as an operationalizable quality criterion for evaluating maintainability of AI-generated code beyond test-based accuracy,The modular imperative: rethinking LLMs for maintainable software
4J4VK52E,1,keep,high,Empirical survey quantifies how AI code quality degrades with problem complexity and points to problem decomposition as an actionable organizational mitigation,The impact of AI-generated solutions on software architecture and productivity: results from a survey study
U28SBWRD,1,keep,high,"Provides reproducible intrinsic metrics (perplexity) as a proxy signal for hallucination/correctness risk across languages and models, directly usable for risk triage",The fools are certain; the wise are doubtful: exploring LLM confidence in code completion
NIXXPQMA,1,keep,high,"Documents a shift toward review-heavy developer workload under AI code generation, directly informing oversight capacity planning",Taking flight with copilot
89RPGV3W,1,keep,high,Gray literature review synthesizes practitioner challenges and proposed solutions for code review specifically in the generative AI era,Tales from the trenches: expectations and challenges from practice for code review in the generative AI era
4GUASQUC,1,discard,high,Industrial case study on automated acceptance test generation is a productivity/tooling paper with no code-risk or oversight-governance angle,Streamlining acceptance test generation for mobile applications through large language models: an industrial case study
2AN9W759,1,keep,high,"Reviewer agent produces confidence signals on patches, an explicit trust-calibration mechanism for developer oversight of AI-generated fixes",SpecRover: code intent extraction via LLMs
CTGGMIX9,1,keep,high,"Deployed industrial framework grounds LLM code review in specifications with measured developer adoption, directly operationalizable",SGCR: a specification-grounded framework for trustworthy LLM code review
ZG8IURI3,1,discard,medium,"Describes automated end-to-end repair deployed at scale but reports no oversight, review-gate, or governance mechanism, reading as an automation capability paper",SapFix: automated end-to-end repair at scale
DJ3BTG3I,1,keep,medium,"Proposes multi-dimensional metrics for test-suite thoroughness as a reproducible quality-detection method, though framed mainly for RL training rather than org governance",Rethinking verification for LLM code generation: from generation to testing
M9MM4RFU,1,discard,high,"Curated catalogue of FMware challenges is descriptive with only envisioned future directions, no concrete measurement or mechanism",Rethinking software engineering in the era of foundation models: a curated catalogue of challenges in the development of trustworthy FMware
M2WWTNR8,1,keep,high,"Introduces FMArts, a deployed end-to-end platform for engineering trustworthy FMware, an operationalizable governance framework",Rethinking software engineering in the foundation model era: a curated catalogue of challenges in the development of trustworthy FMware
54SD2PSQ,1,keep,high,ML system resolving code review comments at Google directly addresses reviewer workload/throughput with quantified time savings,Resolving code review comments with machine learning
U5N2DH9G,1,keep,high,"Autonomous auditing agent detects real bugs at reported precision and cost, an operationalizable detection mechanism for code review at scale",RepoAudit: an autonomous LLM-agent for repository-level code auditing
KA9R89NX,1,discard,medium,"Taxonomy of programmer-Copilot interactions is a productivity/UX study without a risk, oversight, or governance mechanism",Reading between the lines: modeling user behavior and costs in AI-assisted programming
7M35NQTK,1,keep,high,"Quantifies ChatGPT-generated code quality and security issues and measures how much developers modify code before merging, reproducible methodology",Quality assessment of ChatGPT generated code and their use by developers
TS33UPQN,1,maybe,medium,"Representations aid user verification and agency during conversational programming, a plausible trust-calibration mechanism but primarily a usability study not framed as governance",PwR: exploring the role of representations in conversational programming
PCBDDDKZ,1,discard,medium,Proposes a lifecycle methodology for engineering prompts themselves rather than a mechanism for governing or overseeing AI-generated code output,Promptware engineering: software engineering for prompt-enabled systems
4KFWN6EU,1,keep,high,Quantifies reduction in security vulnerabilities via prompt optimization with reproducible experiments across languages and models,PromSec: prompt optimization for secure generation of functional source code with large language models (LLMs)
NSWZUQV2,1,keep,high,"Large-scale behavioral study reveals how developers delegate, verify, and constrain AI autonomy in real IDE sessions, directly informing oversight practice","Programming by chat: a large-scale behavioral analysis of 11,579 real-world AI-assisted IDE sessions"
87HHABFC,1,keep,high,Systematically quantifies reduction in code security weaknesses across prompting techniques and LLMs with reproducible methodology,Prompting techniques for secure code generation: a systematic investigation
7IRGFBAZ,1,discard,medium,Conceptual position paper defining a cognitive-comprehension threshold for general AI oversight with no software/code focus and no concrete measurement or governance mechanism offered,Position: human-centric AI requires a minimum viable level of human understanding
EAKQKA2V,1,keep,high,Empirically-derived Trustworthy AI framework spanning the full SDLC with actionable guidance validated via industrial case study and 34 practitioner interviews,POLARIS: a framework to guide the development of trustworthy AI systems
76ZR7FSB,1,keep,medium,"Systematic taxonomy of LM4Code pitfalls across data, design, evaluation, and deployment with existing solutions gives orgs an actionable risk classification scheme",Pitfalls in language models for code intelligence: a taxonomy and survey
A8WP2QCH,1,keep,high,Empirical reliability/explainability study of 8 LLMs on program generation with reproducible methodology quantifying overoptimistic evaluation and robustness limits,On the reliability and explainability of language models for program generation
U3NTE9TV,1,keep,high,Empirical robustness study of Copilot quantifying how semantic-preserving prompt changes alter generated code correctness with reproducible methodology,On the robustness of code generation techniques: an empirical study on GitHub copilot
TW4I6DU6,1,keep,medium,"Interdisciplinary human-oversight effectiveness framework explicitly analyzed against EU AI Act Article 14, matching the stated Article 14 keep criterion despite non-software framing",On the quest for effectiveness in human oversight: interdisciplinary perspectives
K69UH656,1,keep,high,Empirical study of LLM-as-judge reliability for code generation/summarization directly informs automated review mechanisms for scaling oversight,On the effectiveness of LLM-as-a-judge for code generation and summarization
JI6A6MSX,1,keep,high,"Introduces a benchmark quantifying API hallucination rates by frequency and a mitigation method (DAG), giving a measurable detection/mitigation mechanism",On mitigating code LLM hallucinations with API documentation
59KP8GTP,1,keep,high,"Empirical study of AI-co-authored PR review practices in OSS directly addresses review throughput, guideline gaps, and oversight scaling for AI-generated code",On autopilot? An empirical study of human-AI teaming and review practices in open source
XAUTBGAT,1,discard,medium,"Establishes indirect prompt injection as an attack vector against LLM-integrated apps including code completion but offers no governance response or detection mechanism, only descriptive risk",Not what you've signed up for: compromising real-world LLM-integrated applications with indirect prompt injection
BU73N7PC,1,keep,high,Meta's diff risk score models operationalize risk-based gating of code changes at scale with quantified SEV-capture performance across model types,Moving faster and reducing risk: using LLMs in release deployment
RNDPW7VA,1,keep,medium,Scalable oversight experimental methodology (human+AI vs AI alone) has direct structural parallel to code review oversight scaling despite non-code QA tasks,Measuring progress on scalable oversight for large language models
XBBJPEPN,1,keep,high,"MCTS-based LLM-judge framework for code correctness evaluation is a concrete, quantified detection mechanism usable in automated review pipelines",MCTS-judge: test-time scaling in LLM-as-a-judge for code correctness evaluation
5NR2XWJV,1,discard,high,"Automated refactoring tool paper focused on code generation capability and compilability, with no governance, risk, or oversight angle",MANTRA: enhancing automated method-level refactoring with contextual RAG and multi-agent LLM collaboration
U9VZQXGI,1,keep,high,"Human-in-the-loop agentic system with concrete interaction mechanisms (co-planning, action guards) for overseeing AI agents performing software development tasks",Magentic-UI: towards human-in-the-loop agentic systems
NEWJB4QZ,1,keep,high,SecLLMHolmes benchmark quantifies LLM reliability at identifying security vulnerabilities across 228 code scenarios with reproducible methodology,"LLMs cannot reliably identify and reason about security vulnerabilities (yet?): a comprehensive evaluation, framework, and benchmarks"
P3N48KGQ,1,keep,high,Empirical study quantifies deprecated API usage rates in LLM code completion across libraries and proposes concrete fixing approaches,LLMs meet library evolution: evaluating deprecated API usage in LLM-based code completion
CSC9892Q,1,keep,medium,Survey provides a unified framework and actionable research/practice directions for LLM-based vulnerability detection despite lacking new empirical measurement,LLMs in software security: a survey of vulnerability detection techniques and insights
7ZTHZV6X,1,keep,high,"IRIS combines LLMs with static analysis for whole-repository vulnerability detection, quantified against CodeQL baseline on a validated benchmark",LLM-assisted static analysis for detecting security vulnerabilities
SC2JJK34,1,keep,high,LLMSecGuard is an open-source framework combining static analyzers and LLMs to give developers more secure code with a benchmarking capability,LLM security guard for code
NRVQT89E,1,keep,high,"Trains critic models that outperform human reviewers at catching code bugs, directly operationalizing scaled human oversight of AI-generated code",LLM critics help catch LLM bugs
B758Q4KP,1,discard,medium,"General LLM-based vulnerability detection framework not tied to AI-generated code or org-level governance, reads as a detection-tool capability paper",Let the trial begin: a mock-court approach to vulnerability detection using LLM-based agents
JQN8S47M,1,discard,high,Pure human code review process study on security mindset and checklists with no AI-generated code or oversight-scaling angle,Less is more: supporting developers in vulnerability detection during code review
Z37WZX38,1,keep,high,Quantified benchmark of LLMs vs static analyzers for vulnerability detection with an explicit hybrid-pipeline recommendation orgs can adopt for triage,Large language models versus static code analysis tools: a systematic benchmark for vulnerability detection
RC9RQQSM,1,discard,high,"Descriptive evaluation of code completion model accuracy with no governance, risk, or oversight mechanism",Language models for code completion: a practical evaluation
3VG5KTBQ,1,discard,medium,"Automated repair tool for LLM-generated bugs is a technical fix-generation technique, not an org governance or oversight mechanism",Knowledge-enhanced program repair for data science code
W3TDNHSE,1,keep,high,Line-level defect prediction model gives a concrete risk-prioritization mechanism for scaling commit review triage,"JITLine: a simpler, better, faster, finer-grained just-In-time defect prediction"
63U6SQ46,1,keep,high,Explainable defect-risk bot integrated into CI/CD pipelines that flags risky commits and mitigation plans is directly operationalizable for review triage,JITBot: an explainable just-In-time defect prediction bot
7ZZ845I6,1,keep,medium,Human-AI teaming optimization framework for accept/defer decisions generalizes to code review oversight but requires a transferability argument since the study isn't code-specific,Is the most accurate AI the best teammate? Optimizing AI for teamwork
JCR8MBZD,1,maybe,medium,"Quantifies how often developers overlook AI-generated misinformation which bears on oversight risk, but the study covers Q&A answers rather than code generation workflows",Is stack overflow obsolete? An empirical study of the characteristics of ChatGPT answers to stack overflow questions
SU8SWK9R,1,keep,high,Reproducible scenario-based code-smell measurement method comparing LLM output to reference code directly quantifies AI code quality risk,Investigating the smells of LLM generated code
DWVQAH2C,1,keep,medium,"Proposes explainability feature types for GenAI code tools derived from developer workshops, an actionable design framework though not a strict governance mechanism",Investigating explainability of generative AI for code through scenario-based design
CFMN3KID,1,keep,high,Quantifies readability and complexity metrics comparing AI-generated and human code with reproducible methodology,Investigates the impact of AI-generated code tools on software readability code quality factor
9534PST4,1,discard,medium,"Technique for automating code revision from reviewer comments is a productivity/generation tool, not a risk or oversight mechanism for AI-generated code",Intention is all you need: refining your code from your intention
GVU4Q3VK,1,keep,high,"Security-focused instruction tuning technique measurably reduces vulnerability rates in LLM-generated code, an actionable mitigation for orgs deploying such models",Instruction tuning for secure code generation
7EK8G7I4,1,keep,high,Identifies concrete factors driving developer trust and acceptance of AI code suggestions with design recommendations for oversight tooling,Identifying the factors that influence trust in AI code completion
G4I35RXW,1,keep,high,Large-scale reproducible comparison of AI vs human code defects and vulnerabilities using standard classification schemes,"Human-written vs. AI-generated code: a large-scale study of defects, vulnerabilities, and complexity"
SDTDSKQ2,1,keep,high,Multi-agent framework generating comprehensive automated code review comments directly addresses review throughput and comprehensiveness,Hydra-reviewer: a holistic multi-agent system for automatic code review comment generation
IMMWRWBW,1,keep,medium,Benchmark quantifying LLM vulnerability-detection performance vs deep learning and static tools is operationalizable for tool selection though evaluation-focused rather than governance-focused,How far have we gone in vulnerability detection using large language models
MUBJP95J,1,keep,medium,"Proposes a data-driven approach using LLM perplexity to flag code regions likely to confuse human reviewers, a plausible but not fully validated oversight-scaling signal",How do humans and LLMs process confusing code?
I77K5CXP,1,discard,high,"Presents a taxonomy of developer-AI interaction types and a research agenda without a measurable governance, risk, or oversight mechanism",How developers interact with AI: a taxonomy of human-AI collaboration in software engineering
HB3U5Q85,1,discard,high,Studies novice prompting struggles in an educational context with no organizational oversight or governance angle,How beginning programmers and code LLMs (mis)read each other
UZZ2VKUW,1,keep,high,Large-scale empirical characterization of how agentic PRs differ from human PRs on commit/file/description metrics gives orgs a baseline for triaging agent contributions,How AI coding agents modify code: a large-scale study of GitHub pull requests
N3F6CSST,1,maybe,medium,"GPT-assisted vulnerability detection for smart contracts is operationalizable but targets general contract auditing rather than AI-generated code oversight, so transferability requires argument",GPTScan: detecting logic vulnerabilities in smart contracts by combining GPT with program analysis
J4RVWCM2,1,keep,high,"Benchmarks maintainability metrics/tools against human judgment explicitly motivated by AI-driven code volume growth, giving orgs a validated quality-assessment method",Ghost echoes revealed: benchmarking maintainability metrics and machine learning predictions against human assessments
ZZ68G9HM,1,keep,high,"Empirically measures adoption, review-time impact, and developer override behavior for AI-generated PR descriptions, directly evidencing human oversight practice","Generative AI for pull request descriptions: adoption, impact, and developer interventions"
E5VWND22,1,keep,medium,"Benchmarks generation-based code review automation and introduces a new evaluation metric relevant to scaling review capacity, though it focuses on model comparison rather than organizational workload",Generation-based code review automation: how far are weƒ
AZXI4QI8,1,discard,high,Evaluates LLM-generated PLC control code reliability in a narrow industrial-automation domain with no organizational oversight or governance mechanism,Generating PLC code with universal large language models
ZBF86IJM,1,keep,high,"Mixed-methods study identifies which uncertainty-highlighting technique helps programmers catch AI code-completion errors faster, a directly adoptable oversight mechanism",Generation probabilities are not enough: uncertainty highlighting in AI code completions
K7IIAFNZ,1,discard,medium,"Introduces a commit-quality classifier for Python ML systems motivated by GenAI code volume, but the tool and dataset are not specific to AI-generated code oversight",From code changes to quality gains: an empirical study in python ML systems with PyQu
W4PCVP9E,1,maybe,medium,"Evaluates cybersecurity GRC frameworks for LLM commercialization risk, but the scope is general LLM governance rather than software-development-specific, leaving transferability unresolved","From COBIT to ISO 42001: evaluating cybersecurity frameworks for opportunities, risks, and regulatory compliance in commercializing large language models"
6GAP2CNJ,1,maybe,medium,"Finetunes an LLM for general Java vulnerability detection with strong methodology, but is not tied to AI-generated code oversight so its role in vibe-coding governance requires argument",Finetuning large language models for vulnerability detection
3RPWR2M2,1,keep,high,Benchmark showing agentic coders resolve only 11% of complex feature tasks versus 74% on simpler bug-fix benchmarks gives orgs a concrete risk signal for where AI-generated code needs oversight,FeatureBench: benchmarking agentic coding for complex feature development
A6A7X939,1,keep,high,"Proposes and evaluates a code review recommender balancing reviewer workload, expertise, and turnover risk, directly adoptable for scaling review capacity","Factoring expertise, workload, and turnover into code review recommendation"
XZ4DFQVR,1,keep,medium,"Proposes quantitative trust-calibration models including signal detection theory that the rubric explicitly identifies as generalizing to code review oversight, though the paper itself is domain-general","Extending three existing models to analysis of trust in automation: signal detection, statistical parameter estimation, and model-based control"
MCJSH7KQ,1,keep,high,"Quantifies LLM effectiveness and failure modes for real-world vulnerability repair, directly informing how much human oversight AI-assisted fixes require",Evaluating large language models for real-world vulnerability repair in C/C++ code
Z68S4MXX,1,keep,high,"Empirically evaluates AIGC detectors' ability to flag AI-generated code content, a direct detection mechanism for governance policies distinguishing AI from human code",Evaluating AIGC detectors on code content
3AQCGGT4,1,keep,high,Enterprise case study at Google quantifying agent-based bug-fix success rates provides a real organizational baseline for AI code reliability,Evaluating agent-based program repair at Google
SU3EW79D,1,keep,high,"Introduces vulnerability-constrained decoding that measurably reduces vulnerable code generated during auto-completion, an actionable mitigation mechanism",Efficient avoidance of vulnerabilities in auto-completed smart contract code using vulnerability-constrained decoding
9DEQZITR,1,keep,medium,"Interpretability framework and user study revealing AI code-generation reasoning is misaligned with developer reasoning supports trust-calibration for oversight, though the mechanism is exploratory","Enabling global, human-centered explanations for LLMs:from tokens to interpretable code and test generation"
RI27FZKX,1,keep,high,"Preregistered controlled experiment directly measures whether AI-co-developed code creates downstream maintainability burden for other developers, giving orgs reproducible quality evidence",Echoes of AI: investigating the downstream effects of AI assistants on software maintainability
74GE3TF7,1,keep,high,"Creation-time triage model predicts high-maintenance agent PRs with AUC 0.96, a directly deployable mechanism for scaling reviewer capacity against AI PR volume",Early-stage prediction of review effort in AI-generated pull requests
JZWRWQXC,1,discard,high,"Pure code-generation accuracy benchmark for data science tasks with no governance, risk, or oversight angle",DS-1000: a natural and reliable benchmark for data science code generation
K7TPCPVD,1,maybe,medium,"Empirical measurement of test inclusion in agentic PRs is operationalizable as a review-triage signal, but the paper is explicitly descriptive with no proposed governance mechanism",Do autonomous agents contribute test code? A study of tests in agentic pull requests
3T5ID5WD,1,discard,high,"Generic DL+LLM vulnerability detection framework for source code broadly, with no connection to AI-generated code or org-level governance",DLAP: a deep learning augmented large language model prompting framework for software vulnerability detection
5PGWCBD6,1,discard,medium,Whitebox equivalence-checking method mainly improves LLM code-gen benchmark reliability rather than providing an org-level risk or oversight mechanism,Disproving program equivalence with LLMs
CIR2H9GQ,1,discard,high,Evaluates generic DL-based vulnerability prediction tooling with no tie to AI-generated code or organizational governance,Deep learning based vulnerability detection: are we there yet?
JZ7VA9X5,1,keep,high,Reference-free evaluation framework for automated code review comments directly supports scaling review quality assessment as AI-generated review volume grows,DeepCRCEval: revisiting the evaluation of code review comment generation
ZH6QIU8A,1,keep,high,Directly targets human oversight of AI coding-agent decisions via an explicit decision-tracking and validation mechanism,Decision-oriented programming with aporia
WMJWMS9W,1,keep,medium,"RCT on developer trust and scrutiny practices toward AI-generated code offers workplace-level oversight insight, though findings center on beliefs rather than a concrete mechanism",Dear diary: a randomized controlled trial of generative AI coding tools in the workplace
9H6FWJME,1,keep,high,"Large-scale empirical study quantifies AI-introduced code smells, correctness, and security issues with reproducible static-analysis methodology across 300k+ commits",Debt behind the AI boom: a large-scale empirical study of AI-generated code in the wild
GTZZFXQJ,1,keep,high,Reference-free metric for code review comment quality is directly operationalizable for orgs scaling automated review assessment,CRScore: grounding automated evaluation of code review comments in code claims and smells
NN3ND3CW,1,keep,high,"White-box framework quantitatively predicts correctness of LLM-generated code using internal representations, a reproducible detection signal for QA gating",Correctness assessment of code generated by large language models using internal representations
8X3V5PQ3,1,keep,high,New benchmark and constrained-decoding mitigation jointly quantify and address the security/correctness tradeoff in LLM code generation,Constrained decoding for secure code generation
RQJFK6KC,1,keep,high,Empirical study of AGENTS.md adoption across 466 OSS projects examines organizational governance/context mechanisms for AI coding agents,Context engineering for AI agents in open-source software
8UZKQSXS,1,keep,medium,"Hybrid rule-based/learned method improves automated code review generation quality, relevant to scaling review capacity though framed mainly as a technical NLP contribution",Combining large language models with static analyzers for code review generation
7UZ5FCF4,1,keep,medium,"Benchmark reveals significant unreliability in LLM-as-judge for code tasks, an actionable caution for orgs considering automated review/oversight at scale",CodeJudgeBench: benchmarking LLM-as-a-judge for coding tasks
NUSB58H4,1,keep,medium,"RL-based repair method quantifies and mitigates LLM tendency to omit security measures during code repair, an operationalizable mitigation mechanism",Code security vulnerability repair using reinforcement learning with large language models
XFSR827I,1,discard,high,Code revert prediction case study is pure process improvement on human-authored commits with no AI-generation volume or oversight angle,Code revert prediction with graph neural networks: a case study at J.P. morgan chase
ENHD9TIS,1,keep,high,Robustness testing technique quantifies instruction-sensitivity inconsistencies in commercial AI code generators like Copilot and ChatGPT with reproducible methodology,COCO: testing code generation systems via concretized instructions
5GH2DGWN,1,discard,high,"Formal-verification benchmark for program synthesis with no governance, risk, or human-oversight angle",CLEVER: a curated benchmark for formally verified code generation
USFIBTVX,1,maybe,medium,"Benchmarks ChatGPT's vulnerability-detection capability rather than AI-generated code risk, but findings could inform automated review tooling decisions","ChatGPT for vulnerability detection, classification, and repair: how far are we?"
WAXACFZE,1,discard,high,"Pure capability comparison of test-generation tools without any risk, governance, or oversight framing",ChatGPT vs SBST: a comparative assessment of unit test suite generation
4Q2XRX8G,1,maybe,medium,"Sycophancy risk for LLM-as-judge is plausible for code-review oversight but the study is domain-general, not code-specific",Challenging the evaluator: LLM sycophancy under user rebuttal
DKEWDWQT,1,keep,high,"Empirically measures LLM-as-judge alignment with human evaluators on SE tasks, directly operationalizable for automating review",Can LLMs replace human evaluators? An empirical study of LLM-as-a-judge in software engineering
VTDG995V,1,keep,high,Provides a calibration framework explicitly tied to graduated review-effort decisions for generated code,Calibration and correctness of language models for code
8RXRQTUC,1,keep,medium,"Human-feedback calibration loop for code smell detection generalizes to code review triage, though not AI-generation specific",Calibrating deep learning-based code smell detection using human feedback
RVNBZFUE,1,keep,medium,HCAI governance framework with explicit team/org/industry recommendations grounded in software engineering practices,Bridging the gap between ethics and practice
8QI5S35F,1,keep,medium,"UI scaffolding mechanism supports developer oversight of LLM-generated code, though study context is novice tutorials not professional orgs",BISCUIT: scaffolding LLM-generated code with ephemeral UIs in computational notebooks
DPKKMXSA,1,keep,high,"Establishes a reproducible taxonomy of code hallucination types, causes, and mitigations directly actionable for governance",Beyond functional correctness: exploring hallucinations in LLM-generated code
7MVR5HTC,1,keep,medium,"Proposes a trust/usefulness framework for LLM usage in SE practice relevant to oversight, though not a review mechanism itself",Beyond code generation: an observational study of ChatGPT usage in software engineering practice
PZTTGTKA,1,keep,high,Reproducible benchmark quantifying both correctness and security exploitability of LLM-generated backend code,BaxBench: can LLMs generate correct and secure backends?
IXJUVF8N,1,keep,medium,"Taxonomy and classifier for code review comment quality supports review triage, though not explicitly AI-code-volume focused",Automated classification of human code review comments with large language models
TEG2HFQU,1,keep,high,Refinement-calculus framework verifies LLM-generated code correctness and directly targets trust/opacity concerns,Automated program refinement: guide and verify code large language model with refinement calculus
M92CB5JZ,1,keep,medium,"Comparative security assessment of AI code generators gives actionable guidance, though framed around student users rather than SE orgs",Assessing the effectiveness and security implications of AI code generators
E5SQKRH7,1,keep,high,"Uncertainty-estimation framework with abstention policy is a concrete, reproducible oversight mechanism for LLM code correctness",Assessing correctness in LLM-based code generation via uncertainty estimation
BDCPVQXX,1,keep,high,Reproducible benchmark evaluation of clone-detection tools against AI-generated code with actionable tool-selection guidance,Are classical clone detectors good enough for the AI era?
ZSTZT2KN,1,keep,high,Empirical study of ChatGPT code persistence in OSS projects with explicit oversight implication for pre-integration review,Analyzing developer use of ChatGPT generated code in open source GitHub projects
W49WX6KP,1,keep,high,"Demonstrates a backdoor attack evading vulnerability detection in code completion models, a critical actionable security risk",An LLM-assisted easy-to-trigger backdoor attack on code completion models: injecting disguised vulnerabilities against strong detection
DS9CXV4B,1,keep,high,Quantifies security API misuse rate in LLM-generated code via reproducible empirical methodology,An investigation into misuse of java security APIs by large language models
ANQUH7EW,1,discard,medium,"Focuses on training-data license infringement for LLM pretraining rather than organizational governance of deployed AI-generated code, though the code-specific licensing angle creates some tension with the liability criterion",An exploratory investigation into code license infringements in large language model training datasets
S4M9M4TM,1,keep,high,"Proposes a detect-and-reapply mitigation tactic (RefactoringMirror) that prevents unsafe LLM refactorings, a concrete risk-mitigation mechanism for AI-generated code",An empirical study on the potential of LLMs in automated software refactoring
HVDNR2MJ,1,keep,high,"Delivers a validated AI-generated-code detection model, a directly usable detection signal for governance of AI code provenance",An empirical study on automatically detecting AI-generated source code: how far are we?
BIKF288T,1,keep,high,"Quantifies Copilot code correctness and complexity via a reproducible benchmark methodology, fitting the AI code quality-measurement criterion",An empirical evaluation of GitHub copilot's code suggestions
KZ5N6ZV7,1,keep,high,"Case study in safety-critical domains proposing a concrete prompt-engineering method and new V-model lifecycle process to generate safe, complete code",An empirical study of the code generation of safety-critical software using LLMs
QD6WK49G,1,discard,medium,"Pure capability benchmark of ChatGPT's bug-fixing accuracy with no proposed detection, oversight, or governance mechanism",An analysis of the automatic bug fixing performance of ChatGPT
F93HNFF2,1,keep,high,Canonical human-oversight/automation-complacency framework whose design principles directly generalize to scaling human review of AI-generated code,Algorithmic decision-making and the control problem
4AP7J8SU,1,keep,high,"IDE-integrated tool for real-time vulnerability detection, classification, severity estimation, and repair, validated with a developer productivity user study","AIBugHunter: a practical tool for predicting, classifying and repairing software vulnerabilities"
29NBUJWT,1,keep,high,"Large-scale empirical mapping of developer AI-adoption patterns to Responsible AI priorities (reliability, security, transparency) across SE tasks","AI where it matters: where, why, and how developers want AI support in daily work"
3CNGHNXP,1,keep,high,"Proposes a governance-oriented development methodology for AI-agent teams with defined roles, human orchestration, and embedded responsible-AI principles",Agentsway - software development methodology for AI agents-based teams
H92HVS6A,1,keep,high,"First large-scale empirical study of coding-agent adoption and commit characteristics, providing measurement data motivating oversight needs at scale",Agentic much? Adoption of coding agents on GitHub
8VBH957K,1,keep,high,"Introduces agentic rubrics as a scalable, execution-free verification signal for SWE agent output correctness",Agentic rubrics as contextual verifiers for SWE agents
6ZC3H7AF,1,keep,high,Large-scale empirical security analysis of agentic AI extensions with a validated detection framework and vulnerability taxonomy directly actionable for governance,Agent skills in the wild: an empirical study of security vulnerabilities at scale
98Q8J4MC,1,keep,medium,"Benchmarks reasoning LLMs for vulnerability detection with quantified accuracy gains, though it reads closer to a capability comparison than an explicit org-level governance mechanism",Advancing software vulnerability detection with reasoning LLMs: DeepSeek-R1′s performance and insights
388P2MTC,1,keep,high,Automated tool for validated LLM-based technical debt remediation directly usable by engineering teams,ACE: automated technical debt remediation with validated large language model refactorings
39INTMHT,1,keep,high,"Repository-level benchmark for evaluating security of AI-generated code with reproducible methodology, directly informing model selection in practice",A.S.E: a repository-level benchmark for evaluating security in AI-generated code
4NKJQRDR,1,discard,medium,"Capability study of LLM vulnerability-repair accuracy across prompt contexts without a proposed detection, review, or governance mechanism",A study of vulnerability repair in JavaScript programs with large language models
AWV4RH68,1,keep,high,Empirical finding that ChatGPT's security outputs are too generic for practical industry use gives directly actionable guidance against unvalidated LLM reliance for security oracle tasks,A qualitative study on using ChatGPT for software security: perception vs. Practicality
SA2JF7S4,1,discard,high,"Pure runtime-efficiency comparison of LLM-generated code with no risk, defect-quality, or governance angle",A performance study of LLM-generated code on leetcode
PI2B8WJQ,1,keep,medium,"Provides an operationalizable taxonomy of LLM code-generation mistake categories and causes, though closer to error analysis than an explicit governance mechanism",A deep dive into large language model code generation mistakes: what and why?
35FHEVP7,1,discard,medium,"Four actionable properties for meaningful human control are philosophical/design principles illustrated only via autonomous vehicles and hiring, with no concrete software-engineering oversight mechanism",Meaningful human control: actionable properties for AI system development
KCARNBD6,1,maybe,medium,Generic automation-error-management framework could plausibly transfer to AI-code-review error detection/correction but requires argument since no software or code context is given,Understanding human management of automation errors
KAW7EMHG,1,maybe,medium,"Algorithm aversion review addresses trust in algorithmic decision aids broadly, and transfer to developer trust calibration for AI code suggestions is plausible but not established in the abstract",A systematic review of algorithm aversion in augmented decision making
7UB2MD8Z,1,keep,high,"Proposes and empirically validates an explanation-generating debugging technique shown to improve developer patch-correctness judgments, a direct oversight mechanism for AI-produced code",Explainable automated debugging via large language model-driven scientific debugging
NAKM4G77,1,keep,high,"Quantifies LLM smart-contract audit detection/false-positive rates against benchmark vulnerabilities, directly informing whether manual audit oversight remains necessary",Do you still need a manual smart contract audit?
SDQ3TZCN,1,keep,high,Empirically taxonomizes and measures LLM code-generation bug types with reproducible benchmarks and proposes a self-critique repair method,What is wrong with your code generated by large language models? An extensive study
45RNUJ97,1,maybe,medium,Trust/transparency/vigilance framework for human-AI teams is conceptually transferable to code-review oversight but is not software-specific and requires translation,How transparency modulates trust in artificial intelligence
A5WDGC7J,1,keep,high,Quantifies systematic LLM-reviewer overcorrection failures and proposes a Fix-guided Verification Filter as a concrete safeguard for automated review pipelines,Are LLMs reliable code reviewers? systematic overcorrection in requirement conformance judgement
