item_key,final,target_collection,reviewed,tags,title
MJKFY8UC,context,85JVIR9X,False,s3:opus:context,"Finance-grade assurance for agentic AI: verifiable governance, systemic risk mit"
Z2VYE325,context,85JVIR9X,False,s3:opus:context,"ZelC: a cybersecurity-native programming language for intent-gated, capability-s"
TF2C996H,context,85JVIR9X,False,s3:opus:context,Human-efficient annotation system via active semi supervised learning and select
WCXEVQ57,context,85JVIR9X,False,s3:opus:context,Real-time adaptive code analysis with a self-learning multi-agent framework: a r
ZQY67LDF,context,85JVIR9X,False,s3:opus:context,"Trust and transparency in AI: industry voices on data, ethics, and compliance"
27D36V3E,context,85JVIR9X,False,s3:opus:context,The ethical concerns raised using AI tools on software development systems
I46KFFJ3,context,85JVIR9X,False,s3:opus:context,Principles of AI governance and model risk management: master the techniques for
BNRUD6KT,context,85JVIR9X,False,s3:opus:context,Legal and regulatory frameworks governing generative AI for enterprises
2FLDI3TC,context,85JVIR9X,False,s3:opus:context,How can generative AI enhance software management? Is it better done than perfec
W4SE9AT7,context,85JVIR9X,False,s3:opus:context,Exploring the synergistic collaboration of human agentic-AI in enhancing the sec
24ZVGAAA,context,85JVIR9X,False,s3:opus:context,Embedding ethical AI risks in public sector risk management practice an explorat
JJCDT5DE,context,85JVIR9X,False,s3:opus:context,AI-augmented software engineering: revolutionizing or challenging software quali
R6JISKKW,context,85JVIR9X,False,s3:opus:context,"AI failures, hidden vulnerabilities, and forensic oversight in energy cybersecur"
4Y7AZ5YZ,context,85JVIR9X,False,s3:opus:context,A first-principles based risk assessment framework and the IEEE P3396 standard
7BU88K3Z,context,85JVIR9X,False,s3:opus:context,"Expectations, outcomes, and challenges of modern code review"
TLJPGLK9,context,85JVIR9X,False,s3:opus:context,AI CHAOS! 2nd workshop on the challenges for human oversight of AI systems
TI4RF68X,context,85JVIR9X,False,s3:opus:context,Towards the integration of large language models into the software development l
TLEX7FBP,context,85JVIR9X,False,s3:opus:context,"Security and quality in LLM-generated code: a multi-language, multi-model analys"
N32ITKU4,context,85JVIR9X,False,s3:opus:context,PwnPilot: reflections on trusting trust in the age of large language models and 
N8HSZ7BC,context,85JVIR9X,False,s3:opus:context,Licoeval: evaluating LLMs on license compliance in code generation
DUBFF52U,context,85JVIR9X,False,s3:opus:context,Liability in AI-enabled clinical decision support: toward a tiered responsibilit
49IHA2L9,context,85JVIR9X,False,s3:opus:context,How secure is AI-based coding?: a security analysis using STRIDE and data flow d
ZX2H4BUM,context,85JVIR9X,False,s3:opus:context,Enhancing security in industrial firmware code generation via structured prompt 
3TMPC3T8,context,85JVIR9X,False,s3:opus:context,Comparative analysis of loop-free function evaluation using ChatGPT and copilot 
ECBCGAGQ,context,85JVIR9X,False,s3:opus:context,Are we aligned? A preliminary investigation of the alignment of responsible AI v
GFCB367T,context,85JVIR9X,False,s3:opus:context,"AI - integrated DevSecOps for scalable, secure, and modern cloud architectures"
8L2G3J4Q,context,85JVIR9X,False,s3:opus:context,♪ with a little help from my (LLM) friends: enhancing static analysis with LLMs 
829FQPTJ,context,85JVIR9X,False,s3:opus:context,Code fingerprints: disentangled attribution of LLM-generated code
BP8HVTMW,context,85JVIR9X,False,s3:opus:context,Fingerprinting AI coding agents on GitHub
FD999VQE,context,85JVIR9X,False,s3:opus:context,Abductive vibe coding (extended abstract)
455MHPCI,context,85JVIR9X,False,s3:opus:context,A survey of generative AI adoption and perceived productivity among scientists w
53PNZE7Q,context,85JVIR9X,False,s3:opus:context,"Bring your own AI (BYOAI) in the workplace: patterns, pitfalls, and the BYOAI-go"
TX3W8A55,context,85JVIR9X,False,s3:opus:context,Agentic AI: an EU AI act paradigm shift?
E9N676RP,context,85JVIR9X,False,s3:opus:context,The execution control layer: a formal architectural boundary for agentic AI syst
WDAHJR8T,context,85JVIR9X,False,s3:opus:context,Silent drift: how extended AI conversations systematically degrade in quality -a
BRN6IZKL,context,85JVIR9X,False,s3:opus:context,The handshake protocol: protecting expert judgment in sustained human-AI collabo
CMB4FJZZ,context,85JVIR9X,False,s3:opus:context,Execution-witness binding: proof-carrying authorization for LLM agent runtimes
WRF2X8QE,context,85JVIR9X,False,s3:opus:context,Artificial intelligence systems in the European union: guidelines and architectu
TEFL3IWF,context,85JVIR9X,False,s3:opus:context,Spider vision: dual-level oversight for AI governance
8BLIERUP,context,85JVIR9X,False,s3:opus:context,Deterministic AI governance via post-processing constraint layers: the DELIA arc
8V6QGZL6,context,85JVIR9X,False,s3:opus:context,AI governance and the verification gap: a framework for law and policy under com
5GB3K5C2,context,85JVIR9X,False,s3:opus:context,TRACE: a governance-first execution framework providing architectural assurance 
RF4Z8MIE,context,85JVIR9X,False,s3:opus:context,The illusion of human oversight: a structural gap in the EU AI act
SI8QMR68,context,85JVIR9X,False,s3:opus:context,Compliant but unauthorized: why AI systems can follow oversight rules and still 
PJJNTMKB,context,85JVIR9X,False,s3:opus:context,Watching the watchmen: overseers’ algorithm aversion in AI arbitration
G3AYIXB2,context,85JVIR9X,False,s3:opus:context,"From ad hoc to optimised: maturity, adoption and the governance of AI-enabled as"
JAN7FV3A,context,85JVIR9X,False,s3:opus:context,End-to-end risk governance for organizational use of AI tools: a prevent-detect-
H59NQ796,context,85JVIR9X,False,s3:opus:context,Humans in the loop
3TL98CSA,context,85JVIR9X,False,s3:opus:context,"Enterprise large language models: knowledge characteristics, risks and organizat"
9U8PK4ZP,context,85JVIR9X,False,s3:opus:context,Responsible engagement: human–AI work system design for counteracting agency rev
D2ZIMQ95,context,85JVIR9X,False,s3:opus:context,"Evaluating agentic AI systems: a balanced framework for performance, robustness,"
CMW3AWRD,context,85JVIR9X,False,s3:opus:context,When LLMs hurt more than help: understanding decision failures under AI assistan
5EBI274G,context,85JVIR9X,False,s3:opus:context,Intrinsic participatory governance of autonomous agents: runtime oversight and o
PDU9YDGM,context,85JVIR9X,False,s3:opus:context,Decision design as judgment architecture structuring authority and accountabilit
6F5S59DR,context,85JVIR9X,False,s3:opus:context,The board's new observer: fiduciary duties and algorithmic agency under the 2026
JS58YQWN,context,85JVIR9X,False,s3:opus:context,Computable trust architecture: a formal framework for runtime AI governance
2F6I3J7E,context,85JVIR9X,False,s3:opus:context,Exploring article 14 of the EU AI proposal: accountability challenges of the hum
NKII6YDD,context,85JVIR9X,False,s3:opus:context,When to delegate to artificial intelligence: a constrained resource optimization
PH5NTI5G,context,85JVIR9X,False,s3:opus:context,Automation bias in the AI act: on the legal implications of attempting to de-bia
X2WIHJNW,context,85JVIR9X,False,s3:opus:context,Hybrid governance framework: governing human-AI decision authority in AI-enabled
685XDDE9,context,85JVIR9X,False,s3:opus:context,Pioneering ethical AI integration in enterprise workflows: a framework for scala
HKK5KQXB,context,85JVIR9X,False,s3:opus:context,VIRTSI: a novel trust dynamics model enhancing artificial intelligence collabora
BGH8KIK7,context,85JVIR9X,False,s3:opus:context,Transforming LLMs into domain experts: a case study of train trajectory evaluati
D62FTR38,context,85JVIR9X,False,s3:opus:context,"Stuck on suggestions: automation bias, the anchoring effect, and the factors tha"
NK5VHI9V,context,85JVIR9X,False,s3:opus:context,Human factors in AI-driven cybersecurity: cognitive biases and trust issues
MZZTVXIF,context,85JVIR9X,False,s3:opus:context,Exploring collaborative decision-making: a quasi-experimental study of human and
HWBR9AAF,context,85JVIR9X,False,s3:opus:context,Explainability does not mitigate the negative impact of incorrect AI advice in a
ZX8V7UJS,context,85JVIR9X,False,s3:opus:context,AIOps for reliability: evaluating large language models for automated root cause
V4EEV4PB,context,85JVIR9X,False,s3:opus:context,Prompt governance in financial AI: comparative performance of structured framewo
CMICJSPL,context,85JVIR9X,False,s3:opus:context,Building feedback loops between human expertise and large language model systems
XTJ7LEZ8,context,85JVIR9X,False,s3:opus:context,Benchmarking prompt engineering techniques for secure code generation with GPT m
VVSDJXJC,context,85JVIR9X,False,s3:opus:context,A framework for the adoption and integration of generative AI in midsize organiz
7TIXFDC9,context,85JVIR9X,False,s3:opus:context,AutoReview: an LLM-based multi-agent system for security issue-oriented code rev
KNEMNE5W,context,85JVIR9X,False,s3:opus:context,Social bias in LLM-generated code: benchmark and mitigation
BBEZB8IP,context,85JVIR9X,False,s3:opus:context,RepoReviewer: a local-first multi-agent architecture for repository-level code r
PZI2IMW6,context,85JVIR9X,False,s3:opus:context,Beyond task completion: an assessment framework for evaluating agentic AI system
QNHBEIHD,context,85JVIR9X,False,s3:opus:context,LLMs in web development: evaluating LLM-generated PHP code unveiling vulnerabili
9BA5E3CA,context,85JVIR9X,False,s3:opus:context,How to build an AI governance framework with data governance
9PSY7JAR,context,85JVIR9X,False,s3:opus:context,Hooked on artificial agents: a systems thinking perspective
FWFK2V9M,context,85JVIR9X,False,s3:opus:context,Extending microsoft power platform with responsible AI: a model for trustworthy 
72YYXQXX,context,85JVIR9X,False,s3:opus:context,Epistemic gain in M-space: a metric for AI governance in complex systems
UU8XQFGB,context,85JVIR9X,False,s3:opus:context,Agent trajectory explorer: visualizing and providing feedback on agent trajector
GPL5G889,context,85JVIR9X,False,s3:opus:context,A model for types and levels of human interaction with automation
WANIXQUJ,context,85JVIR9X,False,s3:opus:context,SCCA: a multi-agent code security analysis framework for AI-assisted code genera
CAXNTRJF,context,85JVIR9X,False,s3:opus:context,Machine learning solutions to automated governance and code analysis to complian
U7KVI9E2,context,85JVIR9X,False,s3:opus:context,"Large language models and simple, stupid bugs"
UXBQBMKF,context,85JVIR9X,False,s3:opus:context,Exploring the challenges and opportunities of AI-assisted codebase generation
TAM6DHLU,context,85JVIR9X,False,s3:opus:context,Automatic program repair as semantic suggestions: an empirical study
QA6MIBD8,context,85JVIR9X,False,s3:opus:context,Artificially insecure: examining GitHub copilot’s AI-based vulnerability prevent
P3SQKC4R,context,85JVIR9X,False,s3:opus:context,On large language models in mission-critical IT governance: are we ready yet?
3C8C2BTA,context,85JVIR9X,False,s3:opus:context,Agentic explainability at scale: between corporate fears and XAI needs
NVE5885K,context,85JVIR9X,False,s3:opus:context,"Vibe coding: don't kill the vibe, govern it"
ED5CRW7K,context,85JVIR9X,False,s3:opus:context,An approach to satisfying regulatory compliance of software services in DevOps e
VGPYSTQT,context,85JVIR9X,False,s3:opus:context,Is vibe coding ready for prime time
28R6AMDI,context,85JVIR9X,False,s3:opus:context,"Bring your own ai (byoai) in the workplace: patterns, pitfalls, and the byoai-go"
QSBIJ5ZJ,context,85JVIR9X,False,s3:opus:context,From standards to system:  implementing trust-bounded agentic AI with governance
5HT7MJV3,context,85JVIR9X,False,s3:opus:context,Agentic workflow drift and agentic workflow subversion: a new risk taxonomy for 
TTVANKQL,context,85JVIR9X,False,s3:opus:context,Established governance in agentic AI: closing the gap between policy and enforce
YAJNA2AL,context,85JVIR9X,False,s3:opus:context,AI act high-risk AI compliance challenge and industry impact: a multiple case st
XLAP67HC,context,85JVIR9X,False,s3:opus:context,"Who audits the auditors? Towards automated, third-party AI model audits with pub"
LQK5PZ9M,context,85JVIR9X,False,s3:opus:context,Assurance-throughput in layered AI systems: a technical theory of evidence flow 
EPHPTBA2,context,85JVIR9X,False,s3:opus:context,Protocol-mediated execution governance for LLM agent systems
RS3CEVLJ,context,85JVIR9X,False,s3:opus:context,Addressing automation bias through verifiability
HQIXPITB,context,85JVIR9X,False,s3:opus:context,Preposition salad: making sense of human-in/on/over-the-loop control for AI syst
Y5LGJ7L7,context,85JVIR9X,False,s3:opus:context,Human discernment of algorithmic errors: a case study in child welfare
L4P3ZFKV,context,85JVIR9X,False,s3:opus:context,Judgment assurance: governing institutional judgment in AI-mediated decision-mak
INU3M3BG,context,85JVIR9X,False,s3:opus:context,Designing accountable human–AI teaming in industrial production: a governance fr
6MJW28T3,context,85JVIR9X,False,s3:opus:context,Institutionalised distrust and human oversight of artificial intelligence: towar
XXRRYDKZ,context,85JVIR9X,False,s3:opus:context,"AI will replace functions, not persons: a function-level framework for AI integr"
PFC45HM7,context,85JVIR9X,False,s3:opus:context,A blueprint for auditing generative AI
AH5N3JDT,context,85JVIR9X,False,s3:opus:context,"Short-term gain, long-term fragility: AI labor substitution and the erosion of s"
Q5RS3ZXV,context,85JVIR9X,False,s3:opus:context,Understanding the effects of AI-assisted critical thinking on human-AI decision 
JS8VQXPH,context,85JVIR9X,False,s3:opus:context,AI ROI analysis: evidence from 200 B2B deployments(2022-2025)
IJNY72YE,context,85JVIR9X,False,s3:opus:context,Toward a taxonomy of generative AI use cases in business contexts: integrating c
RAR7XA8R,context,85JVIR9X,False,s3:opus:context,Challenges and opportunities for artificial intelligence in auditing: evidence f
QTGLKKZH,context,85JVIR9X,False,s3:opus:context,Accountable AI: it takes two to tango
3U3EL7YY,context,85JVIR9X,False,s3:opus:context,Make a feint to the east while attacking in the west: blinding LLM-based code au
7VX3AC43,context,85JVIR9X,False,s3:opus:context,Ethical AI-powered regression test selection
MDTMMWQY,context,85JVIR9X,False,s3:opus:context,Bugs in AI-generated code - understanding bug patterns and possible fix strategi
H38TX28S,context,85JVIR9X,False,s3:opus:context,Balancing security and correctness in code generation: an empirical study on com
ERTUKFH8,context,85JVIR9X,False,s3:opus:context,From law to gherkin: a human-centred quasi-experiment on the quality of LLM-gene
4D4DBZ3R,context,85JVIR9X,False,s3:opus:context,Guardian angel: a last-mile virtue-ethics guardrail for decentralized agentic AI
9WMDVVD3,context,85JVIR9X,False,s3:opus:context,Challenges and best practices in corporate AI governance: lessons from the bioph
M26KA89J,context,85JVIR9X,False,s3:opus:context,"Cyborgs, centaurs and self-automators: the three modes of human-GenAI knowledge "
WXBMMVX9,context,85JVIR9X,False,s3:opus:context,Agentic AI governance in private equity: a behavioral framework for autonomous d
2HCPY9LB,context,85JVIR9X,False,s3:opus:context,Taking training seriously: human guidance and management-based regulation of art
MJQHCCGP,context,85JVIR9X,False,s3:opus:context,Human oversight under article 14 of the EU AI act
B4JWDAMV,context,85JVIR9X,False,s3:opus:context,"Shadow AI: governance, risk, and organisational resilience"
2SRQ7Z6N,context,85JVIR9X,False,s3:opus:context,The “code” of ethics: a holistic audit of AI code generators
HNNBPV7H,context,85JVIR9X,False,s3:opus:context,AI-augmented risk mitigation framework for legacy healthcare applications lackin
TEZEBSJE,context,85JVIR9X,False,s3:opus:context,LLMs + security = trouble
VFE9BX2T,context,85JVIR9X,False,s3:opus:context,"Deployability-centric infrastructure-as-code generation: fail, learn, refine, an"
FQAC4B33,context,85JVIR9X,False,s3:opus:context,Ensuring human agency: a design pathway to human-AI interaction
C94WKDFM,context,85JVIR9X,False,s3:opus:context,The governance gap: a systematic analysis of architectural deficiencies in AI ag
68K56AUX,context,85JVIR9X,False,s3:opus:context,Transparent real-time governance of agentic AI systems
7EWHNZ3N,context,85JVIR9X,False,s3:opus:context,Execution-boundary interlocks: a governance framework for high-autonomy AI syste
VD3TILL3,context,85JVIR9X,False,s3:opus:context,Defense-in-depth AI governance combining pre-inference and post-inference detect
SLLGXI2Z,context,85JVIR9X,False,s3:opus:context,Cognitive twins: from digital representation to governed action
SD744UB3,context,85JVIR9X,False,s3:opus:context,Are organisations ready for ai security compliance: a cross-sector survey
ADV5GQEV,context,85JVIR9X,False,s3:opus:context,RegOps as an agile response to regulatory pressure
9FHIK5BN,context,85JVIR9X,False,s3:opus:context,Governing autonomous AI agents with policy-as-code: a multi-layer architecture f
KUZABXUP,context,85JVIR9X,False,s3:opus:context,Default-No: contract-gated execution as structural governance for autonomous AI 
8HASIK73,context,85JVIR9X,False,s3:opus:context,Inference-time governance for quiet failure mitigation in large language model s
9K45FHAG,context,85JVIR9X,False,s3:opus:context,Human-in-command: governing agentic AI in customer service
LSRZTVZW,context,85JVIR9X,False,s3:opus:context,Runtime policy enforcement for mitigating risks in LLM-generated programs author
YHXNQBEB,context,85JVIR9X,False,s3:opus:context,AI-driven output checking for official statistics: leveraging LLMs and workflow 
TS4PHRZN,context,85JVIR9X,False,s3:opus:context,Can AI agents generate microservices? How far are we?
8C5IVFCD,context,85JVIR9X,False,s3:opus:context,Comment and control: hijacking agentic workflows via context-grounded evolution
QEH6TN67,context,85JVIR9X,False,s3:opus:context,QASecClaw: a multi-agent LLM approach for false positive reduction in static app
HRUQ2NGR,context,85JVIR9X,False,s3:opus:context,"AI agentic programming: a survey of techniques, challenges, and opportunities"
XKEY3YYF,context,85JVIR9X,False,s3:opus:context,Evaluating human-language model interaction
RX5DWQM9,context,85JVIR9X,False,s3:opus:context,Unveiling the enigma of shadow: ethical difficulties in the field of AI
466PYXQJ,context,85JVIR9X,False,s3:opus:context,Translating code with large language models and human-in-the-loop feedback
8EEKFTQL,context,85JVIR9X,False,s3:opus:context,Is your machine better than you? You may never know
B5LIQ844,context,85JVIR9X,False,s3:opus:context,Generative AI cybersecurity and resilience
W6UA7CNM,context,85JVIR9X,False,s3:opus:context,"Current AI-based software engineering, strengths and weaknesses - results from a"
Z2EYJP79,context,85JVIR9X,False,s3:opus:context,AI risk and governance in startups: a study of implementation gaps and founder j
VLUNYII6,context,85JVIR9X,False,s3:opus:context,Test vs mutant: adversarial LLM agents for robust unit test generation
HNVJS7HS,context,85JVIR9X,False,s3:opus:context,The role of generative AI in strengthening secure software coding practices: a s
H4T2XV9V,context,85JVIR9X,False,s3:opus:context,How are we doing with using AI-based programming assistants for privacy-related 
QVRZ4GP5,context,85JVIR9X,False,s3:opus:context,SecureFixAgent: a hybrid LLM agent for automated python static vulnerability rep
QYT8RRWL,context,85JVIR9X,False,s3:opus:context,Methods and techniques of agentic software engineering: a systematic literature 
W8238NKU,context,85JVIR9X,False,s3:opus:context,LLMSecEval: a dataset of natural language prompts for security evaluations
73ZSD8IX,context,85JVIR9X,False,s3:opus:context,How does ChatGPT make assumptions when creating erroneous programs?
ZKKBHG9W,context,85JVIR9X,False,s3:opus:context,Evaluating transparency in artificial intelligence systems with the Z-inspection
FGDURPWN,context,85JVIR9X,False,s3:opus:context,Assessing the performance of AI-generated code: a case study on GitHub copilot
SWUDMFQ4,context,85JVIR9X,False,s3:opus:context,An insight into the impact of generative artificial intelligence tools on softwa
QLD7RE8T,context,85JVIR9X,False,s3:opus:context,An empirical evaluation of LLM-based approaches for code vulnerability detection
3HVIJ28X,context,85JVIR9X,False,s3:opus:context,WebTestBench: evaluating computer-use agents towards end-to-end automated web te
IEKZGF9W,context,85JVIR9X,False,s3:opus:context,Artificial intelligence-augmented decision-making: examining the interplay betwe
F2YCSILS,context,85JVIR9X,False,s3:opus:context,Obstacles to human-AI collaboration
DICCFNNX,context,85JVIR9X,False,s3:opus:context,Digital shadow risk theory (DART): assessing organizational risks of AI in the w
CJ6UBWCX,context,85JVIR9X,False,s3:opus:context,The authorization boundary: why MCP and AI gateways are necessary—but not suffic
6APBHHDU,context,85JVIR9X,False,s3:opus:context,From prompt to pipeline: why and how AI-assisted workflows harden into determini
3SCFGVCX,context,85JVIR9X,False,s3:opus:context,Agentic AI risk-management standards profile
QZVN4MKK,context,85JVIR9X,False,s3:opus:context,Scalable runtime governance for agentic AI in financial services
8X8VFCWY,context,85JVIR9X,False,s3:opus:context,"Leashes, not guardrails: a management-based approach to artificial intelligence "
LL3MSMUB,context,85JVIR9X,False,s3:opus:context,Technical AI assurance for trustworthy systems in the age of regulation: a frame
YNLTLC5L,context,85JVIR9X,False,s3:opus:context,A unified governance architecture for agentic AI: integrating microsoft azure AI
62S6DFXY,context,85JVIR9X,False,s3:opus:context,Computable design space exploration via governance frameworks: joint optimisatio
3DPZK2P7,context,85JVIR9X,False,s3:opus:context,AI governance as safety management: a pre execution control architecture for AI 
VM2W93QL,context,85JVIR9X,False,s3:opus:context,A CISO’s guide to AI cyber stewardship: where agentic AI meets GRC
ML88MC4H,context,85JVIR9X,False,s3:opus:context,"A taxonomy of AI governance approaches: distinguishing visibility, alignment, an"
FWH4AVHN,context,85JVIR9X,False,s3:opus:context,A sector-agnostic contextual validation architecture for AI reliability in high-
FSFCECQ6,context,85JVIR9X,False,s3:opus:context,GOPEL infrastructure specification and HAIA-RECCLIN operational model for AI pro
FSEZW5LL,context,85JVIR9X,False,s3:opus:context,The authorization threshold: defining the standard for governance in AI systems
RMRMXUT4,context,85JVIR9X,False,s3:opus:context,Skill poisoning: attack taxonomies and defense architectures for composable agen
DIZ9FQTG,context,85JVIR9X,False,s3:opus:context,Moral crumple zones: cautionary tales in human-robot interaction (pre-print)
VNQ2E7HF,context,85JVIR9X,False,s3:opus:context,Embedding ethical principles into generative AI workflows for project teams
QULWS3JL,context,85JVIR9X,False,s3:opus:context,Interactive and dynamic internal controls for data security a GenAI-enabled fram
XBK7KB3E,context,85JVIR9X,False,s3:opus:context,From annotation to oversight: a pipeline approach to generative AI evaluation
KL8U6H5Z,context,85JVIR9X,False,s3:opus:context,Symbolic governance for probabilistic intelligence: why governable AI requires s
QIV7DL7L,context,85JVIR9X,False,s3:opus:context,Mitigating mode errors and automation surprise in human-in-the-loop expert syste
92WHF5PM,context,85JVIR9X,False,s3:opus:context,AI based pentesting of AI systems: recursive security failures (when AI attacks 
T54432DN,context,85JVIR9X,False,s3:opus:context,Regulation and cyborgs
E26FSKPQ,context,85JVIR9X,False,s3:opus:context,Runtime legitimacy in autonomous AI systems: a cyber law framework for dynamic a
THHEU8EI,context,85JVIR9X,False,s3:opus:context,The LLM red team: when AI hallucinates your attack surface
YL2JD5B6,context,85JVIR9X,False,s3:opus:context,Human oversight of artificial intelligence and technical standardisation
BN7JHVQU,context,85JVIR9X,False,s3:opus:context,Shadow AI governance failures in regulated industries: a privacy and risk manage
RWS79ASE,context,85JVIR9X,False,s3:opus:context,The cost of always answering: governance costs of generative AI in operational e
HLMH49XE,context,85JVIR9X,False,s3:opus:context,Sociotechnical perspectives on balancing human judgment and AI in content modera
37FEWW5S,context,85JVIR9X,False,s3:opus:context,Securing agentic AI in IoT systems
Y9RT3GUE,context,85JVIR9X,False,s3:opus:context,Quantifying uncertainty in answers from any language model and enhancing their t
4LCRC3BZ,context,85JVIR9X,False,s3:opus:context,Designing for meaningful oversight: human and organisational agency in multimoda
S9PIS4IB,context,85JVIR9X,False,s3:opus:context,ChainBuddy: an AI agent system for generating LLM pipelines
YFR3REDU,context,85JVIR9X,False,s3:opus:context,"Responsible AI governance roadmap in investment firms from zero AI to scalable, "
3IH4PUPA,context,85JVIR9X,False,s3:opus:context,Evaluating the impact of explainable artificial intelligence (XAI) techniques on
AGW96VF5,context,85JVIR9X,False,s3:opus:context,MPAC: a multi-principal agent coordination protocol for interoperable multi-agen
Q7BTCV3S,context,85JVIR9X,False,s3:opus:context,Ethical considerations in AI-driven software development life cycle
2HGZLDKC,context,85JVIR9X,False,s3:opus:context,"De-skilling, cognitive offloading, and misplaced responsibilities: potential iro"
T9RTE66C,context,85JVIR9X,False,s3:opus:context,"A2A routing service with MCP integration: bridging security, auditability, and g"
V7FNIB6B,context,85JVIR9X,False,s3:opus:context,Secure code generation with open source generative AI models
UN88XLZ6,context,85JVIR9X,False,s3:opus:context,Look before you leap: an exploratory study of uncertainty analysis for large lan
4FZBPUWM,context,85JVIR9X,False,s3:opus:context,FPDetection: false positives detection in static code analysis with deep learnin
AYGMC9Y4,context,85JVIR9X,False,s3:opus:context,"Analyzing the impact of prompt engineering on efficiency, code quality, and secu"
KPCQUEL2,context,85JVIR9X,False,s3:opus:context,CodeIPPrompt: intellectual property infringement assessment of code language mod
RNSNBXYH,context,85JVIR9X,False,s3:opus:context,"Institutions, organizations, and the bounded agency imperative; rethinking gover"
6XZVRIW2,context,85JVIR9X,False,s3:opus:context,The autonomy accountability framework: a governance standard for autonomous AI a
Z6RB7NDA,context,85JVIR9X,False,s3:opus:context,Secure tool integration patterns for agentic AI systems: a software supply chain
PKN9D6XZ,context,85JVIR9X,False,s3:opus:context,Dual-use of generative AI in cybersecurity: balancing offensive threats and defe
LLV7KNM2,context,85JVIR9X,False,s3:opus:context,Designing accountability: ethical frameworks for reintroducing responsibility in
CRB3MXRC,context,85JVIR9X,False,s3:opus:context,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceabl
H7ZEP6FZ,context,85JVIR9X,False,s3:opus:context,"Navigating the AI regulatory labyrinth: a comparative analysis of legal, technic"
L28YKLVD,context,85JVIR9X,False,s3:opus:context,Artifact authenticity governance
TW9IB9DE,context,85JVIR9X,False,s3:opus:context,The AI governance gap: quantifying enterprise AI risk through the janus protocol
4TYKTMN4,context,85JVIR9X,False,s3:opus:context,Governing AI without killing value: KEV - a defensibility-first governance frame
BC33U2MU,context,85JVIR9X,False,s3:opus:context,AI audit trails and the architecture of accountability
PQ9JED2I,context,85JVIR9X,False,s3:opus:context,"Risks of AI-driven vulnerability identification, exploitation, and code exposure"
FYS3UNC6,context,85JVIR9X,False,s3:opus:context,The deskilling dilemma: tacit knowledge erosion in AI-augmented banking supervis
J3RQGUUD,context,85JVIR9X,False,s3:opus:context,Establishing structural execution boundaries for irreversible AI actions: the WR
YXKHSW6S,context,85JVIR9X,False,s3:opus:context,Meaningful human control to detect algorithmic errors
7VIJQWBF,context,85JVIR9X,False,s3:opus:context,Observability is not enforcement: a doctrinal and architectural framework for di
X4WH2HG2,context,85JVIR9X,False,s3:opus:context,Does agentic AI require new policy frameworks?
K9A8Z32M,context,85JVIR9X,False,s3:opus:context,Generative AI for requirements engineering: a systematic literature review
CKAHXH58,context,85JVIR9X,False,s3:opus:context,From hazard identification to controller design: proactive and LLM-supported saf
VPAPF53G,context,85JVIR9X,False,s3:opus:context,A scientific human-agent reproduction pipeline
BKK2ICKX,context,85JVIR9X,False,s3:opus:context,Vibe coding: intention instead of implementation
BATXSK84,context,85JVIR9X,False,s3:opus:context,Shadow user innovation: governing covert generative-AI use for dynamic-capabilit
3JHLWGV3,context,85JVIR9X,False,s3:opus:context,Justified evidence collection for argument-based AI fairness assurance
58KUUUE9,context,85JVIR9X,False,s3:opus:context,Conceptualizing responsible adoption of artificial agents in the workplace: a sy
82N4MFN7,context,85JVIR9X,False,s3:opus:context,A situation awareness perspective on human-agent collaboration: tensions and opp
9BM7AKRI,context,85JVIR9X,False,s3:opus:context,"SE perspective on LLMs: biases in code generation, code interpretability, and co"
PA68SM3U,context,85JVIR9X,False,s3:opus:context,A research roadmap for augmenting software engineering processes and software pr
3XL8EKLJ,context,85JVIR9X,False,s3:opus:context,Research status and analysis of LLM-based methods for code audit
HMHZ7I89,context,85JVIR9X,False,s3:opus:context,QAID: a comprehensive framework for evaluating AI coding assistants beyond vendo
TA8IPAW4,context,85JVIR9X,False,s3:opus:context,Finding trojan triggers in code LLMs: an occlusion-based human-in-the-loop appro
H8NKQ7B8,context,85JVIR9X,False,s3:opus:context,Exploring the potential of large language models in fine-grained review comment 
NHSTF6EL,context,85JVIR9X,False,s3:opus:context,An empirical study of code smells in transformer-based code generation technique
KGAV77U3,context,85JVIR9X,False,s3:opus:context,VIBEPASS: can vibe coders really pass the vibe check?
QKWS7WF4,context,85JVIR9X,False,s3:opus:context,Occlusion-based detection of trojan-triggering inputs in large language models o
JVBZNVW8,context,85JVIR9X,False,s3:opus:context,AI for software engineering: from probable to provable
ZJYYPLA7,context,85JVIR9X,False,s3:opus:context,Copilot-in-the-loop: fixing code smells in copilot-generated python code using c
7ECA3PNE,context,85JVIR9X,False,s3:opus:context,MCP guardian: a security-first layer for safeguarding MCP-based AI system
JKLSQ57B,context,85JVIR9X,False,s3:opus:context,No skin in the game: why agentic AI requires principal-agent governance
DDTFFM9K,context,85JVIR9X,False,s3:opus:context,Propagation of ambiguity-bearing outputs across interconnected systems environme
RQI8NXJL,context,85JVIR9X,False,s3:opus:context,Identity-aware governance for autonomous AI agents: a framework for enterprise a
KR8RVD9G,context,85JVIR9X,False,s3:opus:context,Policy provenance as a prerequisite for responsible agentic AI
T5GJ5VZU,context,85JVIR9X,False,s3:opus:context,Governing the agentic enterprise guardrails for autonomous AI agents in B2B
