item_key,title,abstract,authors,year,item_type,sources,source_queue
GSZ94QNV,CORE: automating review recommendation for code changes,"Code review is a common process that is used by developers, in which a reviewer provides useful comments or points out defects in the submitted source code changes via pull request. Code review has been widely used for both industry and open-source projects due to its capacity in early defect identification, project maintenance, and code improvement. With rapid updates on project developments, code review becomes a non-trivial and labor-intensive task for reviewers. Thus, an automated code review engine can be beneficial and useful for project development in practice. Although there exist prior studies on automating the code review process by adopting static analysis tools or deep learning techniques, they often require external sources such as partial or full source code for accurate review suggestion. In this paper, we aim at automating the code review process only based on code changes and the corresponding reviews but with better performance. The hinge of accurate code review suggestion is to learn good representations for both code changes and reviews. To achieve this with limited source, we design a multi-level embedding (i.e., word embedding and character embedding) approachto represent the semantics provided by code changes and reviews. The embeddings are then well trained through a proposed attentional deep learning model, as a whole named CORE. We evaluate the effectiveness of CORE on code changes and reviews collected from 19 popular Java projects hosted on Github. Experimental results show that our model CORE can achieve significantly better performance than the state-of-the-art model (DeepMem), with an increase of 131.03% in terms of Recall@10 and 150.69% in terms of Mean Reciprocal Rank. Qualitative general word analysis among project developers also demonstrates the performance of CORE in automating code review.",J. K. Siow; C. Gao; L. Fan; S. Chen; Y. Liu,2020,conferencePaper,ieee,keep_queue
GVGUURW9,CWEval: outcome-driven evaluation on functionality and security of LLM code generation,"Large Language Models (LLMs) have significantly aided developers by generating or assisting in code writing, enhancing productivity across various tasks. While identifying incorrect code is often straightforward, detecting vulnerabilities in code is more challenging, especially for developers with limited security knowledge, which poses considerable security risks of using LLM-generated code and underscores the need for robust evaluation benchmarks that assess both functional correctness and security. Current security evaluation benchmarks like CyberSecEval and SecurityEval are hindered by unclear and impractical specifications, failing to assess both functionality and security accurately. To tackle these deficiencies, we introduce CWEval, a novel outcome-driven evaluation framework designed to enhance the evaluation of secure code generation by LLMs. This framework not only assesses code functionality but also its security simultaneously with high-quality task specifications and outcome-driven test oracles which provides high accuracy. Coupled with CWEval-bench, a multilingual, security-critical coding benchmark, CWEval provides a rigorous empirical security evaluation on LLM-generated code, overcoming the shortcomings of previous benchmarks. Through our evaluations, CWEval reveals a notable portion of functional but insecure code generated by LLMs, and shows a serious inaccuracy of previous evaluations, ultimately contributing significantly to the field of secure code generation. We open-source our artifact at: https://github.com/Co1lin/CWEval.",J. Peng; L. Cui; K. Huang; J. Yang; B. Ray,2025,conferencePaper,ieee,keep_queue
CEH5R5W7,Cracks in the stack: hidden vulnerabilities and licensing risks in LLM pre-training datasets,"A critical part of creating code suggestion systems is the pre-training of Large Language Models (LLMs) on vast amounts of source code and natural language text, often of questionable origin, quality, or compliance. This may contribute to the presence of bugs and vulnerabilities in code generated by LLMs. While efforts to identify bugs at or after code generation exist, it is preferable to pre-train or fine-tune LLMs on curated, high-quality, and compliant datasets. The need for vast amounts of training data necessitates that such curation be automated, minimizing human intervention.We propose an automated source code autocuration technique that leverages the complete version history of open-source software (OSS) projects to improve the quality of training data. The proposed approach leverages the version history of all OSS projects to: (1) identify training data samples that have ever been modified, (2) detect samples that have undergone changes in at least one OSS project, and (3) pinpoint a subset of samples that include fixes for bugs or vulnerabilities. We evaluate this method using ""The Stack"" v2 dataset, comprising almost 600M code samples, and find that 17% of the code versions in the dataset have newer versions, with 17% of those representing bug fixes, including 2.36% addressing known CVEs. The clean, deduplicated version of Stack v2 still includes blobs vulnerable to 6,947 known CVEs. Furthermore, 58% of the blobs in the dataset were never modified after creation, suggesting they likely represent software with minimal or no use. Misidentified blob origins present an additional challenge, as they lead to the inclusion of non-permissively licensed code, raising serious compliance concerns.By deploying these fixes and addressing compliance issues, the training of new models can avoid perpetuating buggy code patterns or license violations. We expect our results to inspire process improvements for automated data curation, a critical component of AI engineering, with the potential to significantly enhance the quality and reliability of outputs generated by AI tools.",M. Jahanshahi; A. Mockus,2025,conferencePaper,ieee,keep_queue
2EL3FTRF,DDD-enforcer: an AI-powered multi-agent system for real-time domain-driven design enforcement,"Domain Model Degradation increases architectural technical debt by violating ubiquitous language and bounded contexts. This paper presents DDD-Enforcer, a VS Code extension that enforces DDD principles through real-time analysis combining Abstract Syntax Tree (AST) inspection with Large Language Models (LLMs). The system employs a four-stage multi-agent architecture to extract domain models from SRS-related documents and integrates a Retrieval-Augmented Generation (RAG) pipeline for requirement traceability. Experiments demonstrate 100% detection accuracy across 15 violation cases with an average latency of 4.49 seconds. The RAG component achieves 76.8% Top-1 accuracy, remaining robust under noisy conditions. Additionally, preliminary results for the MVC Test Orchestrator suggest potential for automated testing workflows. These findings confirm that hybrid LLM-static analysis effectively maintains DDD compliance.",A. B. Dinçoğuz; A. Kendir; M. Karakaya,2026,conferencePaper,ieee,keep_queue
EBA5MX7G,Deep learning-driven vulnerability detection models for software security,"Software vulnerability detection is essential for system security, but traditional methods lack efficiency and accuracy. This study proposes a deep learning model combining CNN-BiLSTM-Attention architecture to analyze code structure and semantics, along with multi-dimensional feature extraction. Testing on 93,476 samples achieved 94.2% accuracy, 0.936 F1 score, and 82ms average detection time. The model demonstrated 93.2% effectiveness in enterprise-level validation. This automated approach significantly improves detection efficiency and reduces manual code review workload.",X. Xiao; X. Zhu,2025,conferencePaper,ieee,keep_queue
CDJ5CGEV,Deep learning-based code reviews: a paradigm shift or a double-edged sword?,"Several techniques have been proposed to (partially) automate code review. Early support consisted in recommending the most suited reviewer for a given change or in prioritizing the review tasks. With the advent of deep learning in software engineering, the level of automation has been pushed to new heights, with approaches able to provide feedback on source code in natural language as a human reviewer would do. Also, recent work documented open source projects adopting Large Language Models (LLMs) as co-reviewers. Although the research in this field is very active, little is known about the actual impact of including automatically generated code reviews in the code review process. While there are many aspects worth investigating (e.g., is knowledge transfer between developers affected?), in this work we focus on three of them: (i) review quality, i.e., the reviewer's ability to identify issues in the code; (ii) review cost, i.e., the time spent reviewing the code; and (iii) reviewer's confidence, i.e., how confident is the reviewer about the provided feedback. We run a controlled experiment with 29 professional developers who reviewed different programs with/without the support of an automatically generated code review. During the experiment we monitored the reviewers' activities, for over 50 hours of recorded code reviews. We show that reviewers consider valid most of the issues automatically identified by the LLM and that the availability of an automated review as a starting point strongly influences their behavior: Reviewers tend to focus on the code locations indicated by the LLM rather than searching for additional issues in other parts of the code. The reviewers who started from an automated review identified a higher number of low-severity issues while, however, not identifying more high-severity issues as compared to a completely manual process. Finally, the automated support did not result in saved time and did not increase the reviewers' confidence.",R. Tufano; A. Martin-Lopez; A. Tayeb; O. Dabić; S. Haiduc,2025,conferencePaper,ieee,keep_queue
PAZT6K56,"Deploy, but verify: analysing LLM generated code safety","The number of large language models for code generation is rising. However, comprehensive evaluations that focus on reliability and security remain sparse. This study evaluated the Python language code quality generated by five large language models. They are GPT-4-Turbo, DeepSeek-Coder-33B-Instruct, Gemini Pro 1.0, Codex and CodeLLama70 b -Instruct. The evaluation considered three diverse application domains with varying prompt lengths for fair comparison. We found GPT-4-Turbo generated (on average) 4.5% more secure code than a Python code developer with three years of experience.",R. Krebs; S. Mazumdar,2025,conferencePaper,ieee,keep_queue
YMXUXDFK,Detection of vulnerabilities in AI-generated java code using random forest algorithm,"The swift integration of AI-powered tools for code generation is transforming the software development process, yielding substantial productivity benefits. Nevertheless, the security of code produced by these Large Language Models (LLMs) poses a significant and escalating risk. This paper introduces a thorough machine learning framework for identifying vulnerabilities within AI-generated Java code. We assemble a balanced dataset comprising vulnerable code snippets and their corrected counterparts to train and assess five classical machine learning classifiers: Random Forest, Logistic Regression, Linear SVM, Decision Tree, and Naive Bayes. Our methodology outlines the complete workflow, covering data preparation, feature engineering with Term Frequency-Inverse Document Frequency (TF-IDF), and methodical hyperparameter optimization. The experimental outcomes confirm the high effectiveness of our strategy, with the Random Forest model showing top-tier performance, achieving 95% accuracy and an Area Under the ROC Curve (AUC) of 0.97. Further analysis of the model includes feature importance, statistical significance testing, a case study, and a review of validity threats. Our research indicates that classical ML models provide a potent and interpretable baseline for detecting common security flaws, offering a viable path for integration into developer workflows to fortify the AI-assisted software development lifecycle.",S. S. Kumakale; A. A; V. S. Badiger; Sheetal; A. D. Jacintha,2026,conferencePaper,ieee,keep_queue
8J9PZYEL,Dependable code repair with LLMs: AI-driven vulnerability detection and automated patching,"The rapid proliferation of software vulnerabilities has created an urgent need for intelligent, automated methods to detect and mitigate security flaws at scale. Traditional vulnerability analysis depends heavily on manual inspection and domain-specific expertise, which are increasingly inadequate in the era of generative AI-driven code development. This research proposes an AI-based automated vulnerability detection and secure code generation framework that leverages multi-modal datasets, including source code and binaries, to achieve end-to- end automation across the vulnerability lifecycle: detection, patch generation, and validation. The system integrates explainable AI (XAI)-based vulnerability cause analysis, generative patch synthesis, system-level defensive code generation, Rust-based memory safety transformation, and differential privacy mechanisms for model confidentiality. Developed through a Korea- U.S. joint research initiative, this project aims to establish an internationally deployable platform for trustworthy and privacy- preserving AI -driven software security. The proposed research contributes both foundational methods and operational tools toward self-healing, explainable, and secure-by-design software ecosystems.",S. Han; H. Kim; H. Lee; H. Moon; Y. Jeon,2025,conferencePaper,ieee,keep_queue
ETHYCZEC,Different by design: understanding human-AI collaboration through GitHub pull requests,"Autonomous Coding Agents (ACAs) such as GitHub Copilot, Claude Code, and Cursor are transitioning from assistive back-pocket tools to active contributor status in collaborative software engineering projects. Their growing foothold raises questions about generated code quality, pull request (PR) acceptance rates and influencing factors, and long-term project impact. Building on the AIDev dataset, we conduct an investigation of how AI-authored PRs compare against human-authored PRs. We take the original descriptive study a step further by augmenting the AIDev dataset, deriving additional structural and linguistic metrics, and performing statistical analyses. We report statistically significant differences in rejection rates across distinct agent types and outline efforts to manually label failure modes in rejected AI PR and to track different maintainability impacts. This project aims to bridge descriptive characterization with predictive and diagnostic insight, laying yet another layer on the foundation for advancing tomorrow's ACAs.",K. Gonzalez; M. El Mezouar,2025,conferencePaper,ieee,keep_queue
MABPHXLK,Disrupting test development with AI assistants,"Recent advancements in large language models, including GPT-4 and its variants, and Generative AI-assisted coding tools like GitHub Copilot, ChatGPT, and Tabnine, have significantly transformed software development. This paper analyzes how these innovations impact productivity and software test development metrics. These tools enable developers to generate complete software programs with minimal human intervention before deployment. However, thorough review and testing by developers are still crucial. Utilizing the Test Pyramid concept, which categorizes tests into unit, integration, and end-to-end tests, we evaluate three popular AI coding assistants by generating and comparing unit tests for open-source modules. Our findings show that AIgenerated tests are of equivalent quality to original tests, highlighting differences in usage and results among the tools. This research enhances the understanding and capabilities of AI-assistant tools in automated testing.",V. Joshi; I. Band,2025,conferencePaper,ieee,keep_queue
M74M3RFJ,Developing assurance cases for adversarial robustness and regulatory compliance in LLMs,"This paper presents an approach to developing assurance cases for adversarial robustness and regulatory compliance in large language models (LLMs). Focusing on both natural and code language tasks, we explore the vulnerabilities these models face, including adversarial attacks based on jailbreaking, heuristics, and randomization. We propose a layered framework incorporating guardrails at various stages of LLM deployment, aimed at mitigating these attacks and ensuring compliance with the EU AI Act. Our approach includes a meta-layer for dynamic risk management and reasoning, crucial for addressing the evolving nature of LLM vulnerabilities. We illustrate our method with two exemplary assurance cases, highlighting how different contexts demand tailored strategies to ensure robust and compliant AI systems.",T. B. Momcilovic; D. Balta; B. Buesser; G. Zizzo; M. Purcell,2024,conferencePaper,ieee,keep_queue
TK57I7DU,Don't complete it! Preventing unhelpful code completion for productive and sustainable neural code completion systems,"Currently, large pre-trained language models are widely applied in neural code completion systems. Though large code models significantly outperform their smaller counterparts, around 70% of displayed code completions from Copilot are not accepted by developers. Being reviewed but not accepted, their help to developer productivity is considerably limited. Even worse, considering the high cost of the large code models, it is a huge waste of computing resources and energy. To fill this significant gap, we propose an early-rejection mechanism to turn down low-return prompts by foretelling the code completion qualities without sending them to the code completion system. Furthermore, we propose a lightweight Transformer-based es-timator to demonstrate the feasibility of the mechanism. The experimental results show that the proposed estimator helps save 23.3% of computational cost measured in floating-point operations for the code completion systems, and 80.2% of rejected prompts lead to unhelpful completion.",Z. Sun; X. Du; F. Song; S. Wang; M. Ni,2023,conferencePaper,ieee,keep_queue
GRQGVTXF,Do generative AI tools change how developers comment and document code?,"Code comments and documentation are essential for software maintainability, facilitating code understanding, modification, and debugging. While generative artificial intelligence (AI) coding tools have reshaped development practices since 2022, their impact on commenting and documentation remains uncharted territory. This paper presents an empirical study examining documentation patterns in major open-source repositories before (2018-2021) and after (2022-2025) the rise of AI-assisted programming. We analyze commit histories from six repositories (pandas, scikit-learn, TensorFlow, Django, React, Node.js) across Python and JavaScript ecosystems, measuring documentation commit ratios, commit message quality, and documentation scope. Our findings reveal an 8.3 % decrease in documentation-focused commits and a 53.4 % increase in commit message detail between eras. We observe that commit messages in the post-AI era contain 56.8 % more words on average (34.8 vs 22.2 words), with statistical significance ($p$ i 0.0001). Documentation commits also show an 84.9 % reduction in scope (260.7 vs $1,721.1$ lines changed), though this change is not statistically significant. These patterns suggest that AI tools may be influencing how developers approach code documentation, with potential implications for long-term maintainability. This work provides empirical evidence to guide best practices for documentation in AI-assisted development and highlights the need for tooling that encourages comprehensive commenting across code-generation methods.",O. E. Ebiwonjumi; L. A. C. Ahakonye; D. -S. Kim,2026,conferencePaper,ieee,keep_queue
SNPQ9KQ8,Enhancing automated vulnerability repair through dependency embedding and pattern store,"In recent years, the proliferation of software vulnerabilities has significantly increased the complexities and costs associated with manual remediation efforts. Although AI-based methods for automated vulnerability repair are gaining traction, many existing approaches have two limitations: 1) treat code as a sequence of tokens, neglecting critical structural information like control flow and data flow, and 2) do not fully utilize the repair patterns of vulnerabilities. To address these limitations, we introduce FAVOR, an innovative tool that utilizes both the vulnerable function's code and its control flow graph (CFG) as inputs. FAVOR incorporates a dependency embedding module to capture structural and dependency information and leverages CodeT5, a state-of-the-art model pre-trained for code generation tasks. To further enhance the repair process, we introduce a pattern store that uses KNN search to retrieve similar past repair patterns, which helps guide the model toward generating more contextually accurate patches. In our experiments, FAVOR, trained on a dataset of 6548 faulty C/C++ functions, repaired 45 more vulnerabilities compared to VULREPAIR, demonstrating improved accuracy and efficiency in automated vulnerability repair.",Q. Dong; Y. Lin; H. Sun; X. Gao,2025,conferencePaper,ieee,keep_queue
EFJ9USXZ,Enhancing code generation via bidirectional comment-level mutual grounding,"Large Language Models (LLMs) have demonstrated unprecedented capability in code generation. However, LLM-generated code is still plagued with a wide range of functional errors, especially for complex programming tasks that LLMs have not seen before. Recent studies have shown that developers often struggle with inspecting and fixing incorrect code generated by LLMs, diminishing their productivity and trust in LLM-based code generation. Inspired by the mutual grounding theory in communication, we propose an interactive approach that leverages code comments as a medium for developers and LLMs to establish a shared understanding. Our approach facilitates iterative grounding by interleaving code generation, inline comment generation, and contextualized user feedback through editable comments to align generated code with developer intent. We evaluated our approach on two popular benchmarks and demonstrated that our approach significantly improved multiple state-of-the-art LLMs, e.g., 17.1% pass@1 improvement for code-davinci-002 on HumanEval. Furthermore, we conducted a user study with 12 participants in comparison to two baselines: (1) interacting with GitHub Copilot, and (2) interacting with a multi-step code generation paradigm called Multi-Turn Program Synthesis. Participants completed the given programming tasks 16.7% faster and with 10.5% improvement in task success rate when using our approach. Both results show that interactively refining code comments enables the collaborative establishment of mutual grounding, leading to more accurate code generation and higher developer confidence.",Y. Di; T. Zhang,2025,conferencePaper,ieee,keep_queue
63HRKWDI,Enhancing pull request reviews: leveraging large language models to detect inconsistencies between issues and pull requests,"Context: Efficient Pull Request (PR) review process is critical in software development. This process includes checking the alignment between PRs and their corresponding issues. The traditional manual PR review often struggles with identifying inconsistencies between the intended improvements or fixes outlined in issues and the actual changes proposed in PRs. This difference can lead to overlooked inconsistencies in the PR acceptance process.Objective: We aim to enhance the PR review process by leveraging modern LLMs to detect inconsistencies between issue descriptions and code changes in submitted PRs.Method: We manually labeled a statistically significant sample of PRs from the Transformers repository to assess their alignment with corresponding issue descriptions. Each PR was categorized into one of four groups: exact, missing, tangling, or missing and tangling. This labeled dataset served as the benchmark for evaluating the performance of four widely used models: Llama3.1-70B-Instruct, Llama-3.1-405B-Instruct, GPT-4o, and GPT-4o mini. The models were tested using three distinct prompts designed to capture different aspects of issues and PRs. Each model was tasked with identifying tangled and missing elements, and their outputs were compared against the manually labeled data to assess their accuracy and reliability.Results: The manual labeling process in the stratified-sampled Transformers repository revealed the following distribution of PR-issue pair alignments: 68.04% were exact, 16.5% were missing, 13.40% were tangling, and 2.06% exhibited both missing and tangling characteristics. A strong correlation was observed between PR merge status and exact alignment, with 75.46% of merged PRs classified as exact, compared to only 29.03% of unmerged PRs. These findings highlight opportunities for improving the current code review process. For automated classification, the most effective prompt configuration combined issue text, PR text, and PR diff, enabling better detection of alignment inconsistencies. Among the models tested, GPT-4o and Llama-3.1-405B-Instruct delivered the highest performance, achieving the best F1 weighted scores of 0.5948 and 0.6190, respectively.Conclusion: Despite a notable correlation between PR merge status and exact alignment, our analysis revealed that merged PRs can still contain inconsistencies, such as missing or tangling changes. While the tested LLMs showed potential in automating PR-issue alignment, their current performance is limited. This underscores the need for further refinement to enhance their accuracy and reliability. Improved LLM-based tools could streamline the PR review process, reducing manual effort and enhancing code quality.",A. T. Işık; H. Kübra Çağlar; E. Tüzün,2025,conferencePaper,ieee,keep_queue
ZX2H4BUM,Enhancing security in industrial firmware code generation via structured prompt engineering,"Large Language Models (LLMs) are increasingly used for industrial firmware code generation, yet the generated code often contains security vulnerabilities, posing serious risks in industrial firmware development. Prompt engineering offers a lightweight approach to improving code security; however, existing studies largely rely on vulnerability statistics and provide limited insight into why certain prompts are more effective, especially in resource-constrained and real-time firmware environments.In this paper, we examine how prompt design affects the security of LLM-generated industrial firmware code. We propose a structured prompt framework that decomposes security instructions into explicit, reusable components aligned with firmware-specific constraints. To quantify security risks, we introduce Risky Pattern Exposure (RPE), which measures the prevalence of security-sensitive coding patterns in generated code. Experiments on industrial firmware tasks across multiple LLMs show that structured security prompts significantly reduce security risks without compromising functional correctness. Our findings offer practical guidance for designing security-aware prompts in LLM-assisted firmware development.",Q. Lin; K. Yang; T. Li,2026,conferencePaper,ieee,keep_queue
7VX3AC43,Ethical AI-powered regression test selection,"Test automation is common in software development; often one tests repeatedly to identify regressions. If the amount of test cases is large, one may select a subset and only use the most important test cases. The regression test selection (RTS) could be automated and enhanced with Artificial Intelligence (AI-RTS). This however could introduce ethical challenges. While such challenges in AI are in general well studied, there is a gap with respect to ethical AI-RTS. By exploring the literature and learning from our experiences of developing an industry AI-RTS tool, we contribute to the literature by identifying three challenges (assigning responsibility, bias in decision-making and lack of participation) and three approaches (explicability, supervision and diversity). Additionally, we provide a checklist for ethical AI-RTS to help guide the decision-making of the stakeholders involved in the process.",P. E. Strandberg; M. Frasheri; E. P. Enoiu,2021,conferencePaper,ieee,keep_queue
94RE6GF2,Evaluating LLM performance on CWE identification and CVSS estimation,"Software vulnerabilities pose critical security risks, yet manual assessment of Common Weakness Enumeration (CWE) classifications and Common Vulnerability Scoring System (CVSS) scores requires specialized expertise and does not scale to modern vulnerability volumes. While Large Language Models (LLMs) demonstrate impressive code understanding capabilities, their effectiveness at vulnerability severity assessment from code patches remains unexplored. This paper presents a systematic empirical evaluation of nine state-of-the-art LLMs on vulnerability assessment tasks using 300 real-world CVEs from the BinPool dataset. We evaluate models on three tasks: CWE classification, CVSS score prediction, and categorical severity assessment. Our analysis reveals substantial performance variation across models, with Gemini-3-Flash-Preview achieving the best CVSS prediction accuracy (MAE: 1.197) and severity classification (59.7% accuracy). Surprisingly, general purpose models significantly outperformed the models specialized for coding across all metrics (CVSS: p < 0.001; Severity: p = 0.007; CWE: p < 0.001), suggesting domain-specific code training does not translate to improved vulnerability assessment. Analysis of class-level predictions reveals systematic bias toward HIGH and MEDIUM severity classifications, with models rarely identifying CRITICAL or LOW vulnerabilities (<2% of predictions). These findings highlight both the potential and fundamental limitations of current LLMs for automated vulnerability assessment, informing both the future development of security-focused language models and the safe deployment of LLM-based code generation systems, including agentic coding assistants.",M. A. Özer; S. Dündar,2026,conferencePaper,ieee,keep_queue
TSFK8UQJ,Enhancing software vulnerability analysis via large language models: a systematic review,"In the current era of AI advancement, large language models (LLMs) have achieved remarkable breakthroughs in natural language understanding and code generation, and have been rapidly adopted in the field of software security analysis. This paper presents a systematic review of the research advancements in applying LLMs to vulnerability analysis tasks such as binary code analysis, static and dynamic vulnerability detection, and vulnerability validation. Studies show that the strong contextual understanding capabilities of LLMs enable the identification of common vulnerability types across multiple programming languages. Moreover, LLMs can act as intelligent attack agents to perform end-to-end penetration testing. The integration of LLMs with traditional static analysis techniques—such as symbolic execution and taint analysis—also demonstrates significant potential for improving the accuracy of security analysis. However, the application of LLMs in software security still faces several challenges, including high false positive rates, severe hallucination issues, limited context modeling capacity, and substantial resource consumption. This survey aims to provide researchers with a comprehensive technical overview, summarizing the latest achievements in leveraging LLMs for software security analysis, discussing their strengths and limitations, and outlining future research directions.",L. Wang; J. Li; Z. Li; S. Lu; G. Yang,2025,conferencePaper,ieee,keep_queue
7B87ZZY9,Evaluating the effectiveness of LLMs in fixing maintainability issues in real-world projects,"Large Language Models (LLMs) have gained attention for addressing coding problems, but their effectiveness in fixing code maintainability remains unclear. This study evaluates LLMs capability to resolve 127 maintainability issues from 10 GitHub repositories. We use zero-shot prompting for Copilot Chat and Llama 3.1, and few-shot prompting with Llama only. The LLM-generated solutions are assessed for compilation errors, test failures, and new maintainability problems. Llama with few-shot prompting successfully fixed 44.9 % of the methods, while Copilot Chat and Llama zero-shot fixed 32.29 % and 30 %, respectively. However, most solutions introduced errors or new maintainability issues. We also conducted a human study with 45 participants to evaluate the readability of 51 LLM-generated solutions. The human study showed that 68.63 % of participants observed improved readability. Overall, while LLMs show potential for fixing maintainability issues, their introduction of errors highlights their current limitations.",H. Nunes; E. Figueiredo; L. Rocha; S. Nadi; F. Ferreira,2025,conferencePaper,ieee,keep_queue
NT8TBPDP,Evaluating the source code review performance of LLM-based AI chatbots,"Source code review plays a critical role in ensuring software quality by identifying bugs early in the development process. Although recent studies have explored the use of large language models (LLMs) for tasks such as vulnerability detection and automated code refinement, few studies have evaluated their performance against human reviewers during the review phase. In this study, we empirically evaluate the bug detection capabilities of several LLM-based AI chatbots using a benchmark C program containing 27 bugs, originally used in a prior human-based code review study. We tested AI chatbots including GPT-4o, Grok-3, and Claude 3.7 Sonnet, under varying conditions such as code granularity, specification document availability, and Chain-of-Thought (CoT) reasoning. Our results show that while chatbots achieve bug detection performance comparable to that of human reviewers, they do not yet surpass them. We further analyze how code granularity, specification availability, and CoT reasoning affect the performance, and discuss the challenges that need to be addressed for effective LLM-assisted code review automation.",T. Kakimoto; H. Inayoshi; H. Uwano; A. Monden,2025,conferencePaper,ieee,keep_queue
8WXH638R,Evaluating retrieval-augmented generation for LLM-based vulnerability detection: an empirical study on real-world java vulnerabilities,"Software vulnerabilities are growing as fast as the digital platforms and applications that contain them. Thus, the timely and effective detection of software vulnerabilities is becoming increasingly important. Another emerging trend is the widespread use of large language models (LLMs) for software engineering tasks such as source and test code generation, refactoring, and debugging. Finding security-related issues is crucial, but it is a very resource-intensive task. This work offers an empirical benchmark of the impact of retrieval-augmented prompts on LLM-based vulnerability detection, rather than proposing a new detection method. In this work, we explore the source code vulnerability detection capabilities of large language models (LLMs) in a realistic, language-specific setting. We investigate to what extent retrieval-augmented generation (RAG) improves their performance when applied to real-world Java vulnerabilities. We evaluated seven widely used LLMs (GPT-5, GPT-4o, Claude Sonnet 4, Gemini 2.5, LLaMa 4, DeepSeek 3.1, and Grok Code Fast) on Java source code. We used the Vul4J dataset, a manually curated benchmark of real-world vulnerabilities, comparing a basic zero-shot approach against a RAG-enhanced approach that provides up to three vulnerable and three secure code examples based on their semantic similarity to the code under analysis. To mitigate the non-deterministic nature of LLMs, each experiment was repeated three times and the results were averaged. We empirically found that RAG helps LLMs reduce false positives without significantly affecting recall, leading to improved MCC scores under specific conditions. However, retrieval was often sparse, and false positives remained common, limiting practical impact. Our study serves as an empirical evaluation rather than a deployment-ready methodology.",G. Antal; L. Értekes; N. Szolnoki; P. Hegedűs,2026,journalArticle,ieee,keep_queue
U32NRMDM,Examining software engineering practices in the pre-AI and post-AI ERA,"The rise of generative artificial intelligence (AI) coding tools such as GitHub Copilot and ChatGPT has reshaped software development, yet their impact on open-source software quality remains unclear. This study conducts a longitudinal analysis of code review and bug-fix patterns across six major Python and JavaScript repositories, pandas, scikit-learn, TensorFlow, Django, React, and Node.js, comparing the pre-AI (2018-2021) and post-AI (2022-2025) periods. Using GitHub pull request data, we examine changes in reviewer participation, review duration, and comment density, alongside post-merge bug-fix frequencies. Results show a mild decline in review intensity after widespread AI adoption, alongside stagnant or increased bug-fix activity, suggesting no corresponding improvement in software quality. These findings suggest potential overreliance on AI-generated code and highlight critical trade-offs between development speed and code robustness, offering empirical evidence for a more cautious, evidence-based integration of generative AI tools in software engineering practice.",O. Ebiwonjumi; L. A. C. Ahakonye; D. -S. Kim,2026,conferencePaper,ieee,keep_queue
JPX83RER,Evaluation of the code generated by large language models: the state of the art,"The rapid development of Large Language Models (LLMs), such as ChatGPT and DeepSeek, has revolutionized software development, particularly in the domain of automated code generation. These models, built on architectures like the Transformer, have demonstrated remarkable capabilities in generating human-like text and source code, significantly enhancing developer productivity and reducing development time. However, the widespread adoption of LLMs for code generation raises concerns regarding the reliability, quality, and potential risks associated with the generated code. This article illustrates and analyzes the state of the art in evaluating LLM-generated code, summarizing research findings, and application areas. This paper highlights the challenges in distinguishing between machine-generated and human-written code, as well as the potential for LLMs to introduce security vulnerabilities and maintainability issues. We discuss the implications of these findings for both researchers and practitioners, emphasizing the need for continued research in the evaluation of LLM-generated code. Finally, we identify gaps in the literature and propose future research directions, such as the development of more robust benchmarks and improved evaluation metrics. By providing a thorough overview of the current landscape, this paper provides a valuable resource for researchers and practitioners interested in LLM’s code generation capabilities and limitations. We also highlight the importance of ongoing evaluation and refinement of these models to ensure their safe and effective integration into software-development practices.",Z. Ying; D. Towey; Y. Zhang,2025,conferencePaper,ieee,keep_queue
ZKKBHG9W,Evaluating transparency in artificial intelligence systems with the Z-inspection® process for trustworthy assessment,"As artificial i ntelligence (AI) s ystems b ecome increasingly embedded in socio-technical contexts, ensuring transparency is both a regulatory imperative and a trust-building necessity. This paper addresses the challenge of operationalising transparency achievement and measurement by adapting the ZInspection ${ }^{(R)}$ process. Inspired by software development principles and transparency-related regulatory requirements, it proposes an artefact-based framework comprising four interlinked components: the Stakeholder Transparency Requirements Catalogue, the Transparency Artefact Registry (TAR), a YAML ${ }^{\text{TM}}$ Metadata Schema, and the Transparency Scorecard and Backlog. These components enable a systematic capture, assessment, and benchmarking of transparency artefacts during AI system development. By distinguishing between subject artefacts (e.g., model cards, explainability visualisations) and evaluation artefacts linked to stakeholder-defined $r$ equirements, $t$ he f ramework e nsures traceability, comparability, and contextual relevance. This contribution helps the practical integration of transparency into AI development and governance, offering a r eplicable m odel f or future socio-technical AI systems.",G. Karanxha; P. Ofem,2025,conferencePaper,ieee,keep_queue
XSTAPT9Y,Examining zero-shot vulnerability repair with large language models,"Human developers can produce code with cybersecurity bugs. Can emerging ‘smart’ code completion tools help repair those bugs? In this work, we examine the use of large language models (LLMs) for code (such as OpenAI’s Codex and AI21’s Jurassic J-1) for zero-shot vulnerability repair. We investigate challenges in the design of prompts that coax LLMs into generating repaired versions of insecure code. This is difficult due to the numerous ways to phrase key information— both semantically and syntactically—with natural languages. We perform a large scale study of five commercially available, black-box, ""off-the-shelf"" LLMs, as well as an open-source model and our own locally-trained model, on a mix of synthetic, hand-crafted, and real-world security bug scenarios. Our experiments demonstrate that while the approach has promise (the LLMs could collectively repair 100% of our synthetically generated and hand-crafted scenarios), a qualitative evaluation of the model’s performance over a corpus of historical real-world examples highlights challenges in generating functionally correct code.",H. Pearce; B. Tan; B. Ahmad; R. Karri; B. Dolan-Gavitt,2023,conferencePaper,ieee,keep_queue
