item_key,decision,confidence,rationale
QM23P2TQ,discard,medium,Human supervision and verification mechanisms appear as concluding recommendations rather than central contribution; the chapter surveys LCNC platforms without providing operationalizable governance mechanisms.
732VDKJD,keep,high,"Defines vibe coding and identifies operationally relevant risks (black-box codebases, responsibility gaps, ecosystem bias) that directly inform what governance mechanisms must address in software organizations."
3NJ2JT3B,discard,medium,Triadic coordination layer with HITL triggers is theoretically interesting but the thin abstract provides no evidence of software engineering domain applicability or implementation details.
S85B7LEF,keep,medium,HITL outperformance finding across cybersecurity domains with Explainable AI component provides evidence-based guidance for AI code security review design; the trust and responsible AI framing transfers to developer oversight contexts.
J94QSBDT,discard,high,"Abstract is poetic framing ('governance boundary,' 'theatre vs governance') without describing an operationalizable methodology; decision-reconstructability is conceptually relevant but no measurement or mechanism is presented"
JAQDTIWH,discard,high,Zero trust framework addresses AI infrastructure security (securing AI systems themselves) not oversight of AI-generated code; wrong type of governance for this SLR's scope
WEWQ9NTT,keep,medium,Multi-agent adversarial verification with hallucination detection is a transferable mechanism; employment/insurance domain but the verification architecture applies directly to code output validation without re-derivation
X3FX9DI2,discard,high,Abstract is empty (only DOI stub); cannot assess operationalizability without content describing methodology
ZVDJ5J88,keep,medium,Explicitly names software development automation as a target domain and proposes agentic RAI architecture for measuring AI impact at business-process level; measurement framework is operationalizable
TGXC3NVN,discard,high,No abstract available; cannot assess whether survey provides operationalizable detection methods versus descriptive taxonomy
8KRT655H,discard,medium,CCI-AI metric addresses corrigibility and human oversight but consciousness theory grounding requires substantial conceptual translation to apply coordination-capacity benchmarks to code review contexts
Q35G2TN5,discard,high,"Abstract is too thin ('We explore practical aspects...') with no description of specific mechanisms, frameworks, or findings; cannot confirm operationalizable contribution"
6EKVYBCD,keep,medium,CDR guidelines cover software provider perspective with governance mechanisms across development lifecycle phases; conversational agent domain but software development lifecycle governance structure transfers directly
BGH8KIK7,keep,high,HITL workflow validating LLM-generated code through automated execution and iterative human feedback is directly parallel to AI code review; railway domain is incidental to the transferable code validation mechanism
9ITXRLSL,discard,medium,Three-layer governance framework addresses bias/fairness rather than code quality or security; liability allocation structure is general but bias-specific concerns don't transfer to code governance priorities
25SNDLXV,keep,medium,"Quantified proportionality framework with specific coverage metrics (87.5% mitigation, regulatory coverage percentages) provides operationalizable risk-tiering mechanism transferable to software engineering governance"
8BLIERUP,keep,high,DELIA's deterministic post-processing constraints with cryptographic auditability and reproducibility guarantees are model-agnostic and structurally applicable to code governance pipelines; mechanism transfers without domain re-derivation
3MCSLDND,discard,medium,Observability-over-interpretability framing is promising but abstract is too thin to confirm operationalizable mechanisms; financial regulator focus without clear transfer pathway to SE organizations
8NMTYPQY,keep,medium,Traffic light authorization system based on operational risk provides directly transferable model for SE teams gating AI agent capabilities; legal framing requires minimal translation to engineering access control
IK7JA24D,discard,medium,"HITL framework for literature filtering has structural parallel to code review scaling but the filtering criteria, signals, and failure modes differ substantially; domain translation from paper relevance to code quality is non-trivial"
FP5F53AK,discard,high,No abstract available; cannot assess whether AI manager agent risks and oversight mechanisms address code governance
LZJCNS47,discard,medium,Mesh topology and federated governance for agentic AI addresses enterprise LLM vulnerabilities but abstract lacks specifics on how this applies to code oversight; transferability unclear
UPQ83E9W,discard,high,Insider threat detection and forensic readiness address security governance but not code quality oversight; defense-industrial-base domain and exfiltration focus are orthogonal to AI code review scaling
CRB3MXRC,keep,medium,Technical framework operationalizing EU AI Act Articles 9-15 with immutable audit logs and accountability architecture; human oversight mandate implementation transfers to software engineering compliance contexts
FRVGRNQA,discard,high,No abstract provided; cannot verify any operationalizable contribution exists. 'Preliminary review' title suggests descriptive content without actionable mechanisms.
LBWH5PTC,discard,medium,Abstract is essentially keywords with no substantive content describing what MEG actually contains; cannot verify operationalizable governance mechanisms exist despite promising terms.
NZ36ZISH,discard,medium,"Generic organizational decision-making framework for forecasting and data analysis; code review has specific characteristics (deterministic verification, test suites) requiring substantial re-derivation rather than direct adoption."
E8ZDG9MY,discard,medium,"Finance-specific governance layers (CFO leadership, financial controls, audit) have different risk profiles and approval chains than code; substantial domain translation required to derive what triggers escalation and boundaries mean for code contexts."
BAQXVTG8,keep,medium,"Source-code taxonomy provides actionable 12-dimension framework for evaluating coding agent architectures on governance-relevant factors (tool isolation, context compaction, state management); identifies where intervention points could be designed."
MCP8IBR2,discard,medium,Zero-autonomous-decision principle is interesting architectural concept but paper is not grounded in software engineering context; 'dynamic code generation' is mentioned but not as primary focus or application domain.
X7FVXLCR,keep,medium,"LGAIM regulatory framework with layered obligations (minimum standards, high-risk, value chain) maps directly to AI coding tool deployment; transparency and risk management requirements operationalizable by teams as professional users."
TUFL384M,discard,medium,Indian jurisdiction limits generalizability; developer liability analysis addresses hallucinations generally without code-specific analysis that would make findings actionable for software engineering governance.
MVEPLDXY,discard,high,"Mathematical formalism (operator algebra, idempotent projectors, mesaoptimization) requires substantial derivation to produce actionable mechanisms; no software team could adopt this directly."
KHB3LUSH,discard,high,Abstract is entirely keywords with no substantive content; cannot assess whether proposed framework contains any operationalizable contribution despite promising terms.
SNUVSSCC,discard,medium,LLM assessing human-created architecture diagrams is inverted relationship from the SLR focus (humans reviewing LLM-generated code); finding that human oversight is indispensable doesn't transfer to code governance mechanisms.
4JWRL9DH,discard,medium,Paper's core contribution is dependency network risk quantification; AI-assisted coding observation is incidental finding without governance mechanism. Network analysis doesn't give teams AI code oversight tools.
5XSGMMPB,keep,high,Green/Yellow/Red prompt classification zones directly adoptable by software teams using AI coding tools without domain translation; EU AI Act Article 4 compliance guidance immediately operationalizable.
UYTMXP9Z,discard,medium,"Benchmark targets superhuman AI alignment problem (truth-telling vs deception in AI models); ASD metric and Debate protocol evaluation context is AI safety research, not practical code review scaling."
I2GKH6KF,discard,medium,LLM test generation methodology focuses on improving LLM capability (coverage metrics) not governing or overseeing AI-generated artifacts; productivity enhancement paper without oversight angle.
4KWVGZJB,discard,medium,Thin abstract prevents verification that operational mechanisms exist or that scope reaches code/software governance; keywords suggest relevance but no evidence of actionable contribution.
SE33EEZH,discard,medium,"Keyword-only abstract (strict liability, product liability, algorithmic accountability) provides no evidence of mechanisms or analysis applicable to code; cannot verify transferability claim."
7SXF8MGW,discard,medium,CAS framing for GenAI governance is conceptual; adaptive governance and HITL mentioned but without specific mechanisms described. Generic framework requires substantial domain translation for software teams.
9FSTG2PE,keep,medium,"Benchmark reveals specific code agent bottlenecks (cross-phase dependencies, quality degradation in end-to-end tasks) that inform where human oversight intervention should be designed; reproducible methodology for capability gap measurement."
B4NA66A4,discard,medium,"SagaLLM addresses LLM planning systems not coding agents; while Saga pattern concepts (rollback, validation) are transferable, paper doesn't establish code context and teams would need to re-derive the application."
JY4U3WZI,discard,medium,Proposes a meta-governance body structure (tripartite registry) rather than an engineering control; SE teams cannot adopt an institutional proposal as a practical mechanism
L5V2845I,keep,medium,Operational HITL data cycle with continuous monitoring and collaborative workflow provides structural mechanisms that transfer to code review governance; audit domain differs but the loop architecture is directly adoptable
3JHLWGV3,keep,high,Explicitly systems-engineering-driven framework with software tooling and continuous monitoring that gathers evidence from automated tests; mechanism transfers directly to AI code assurance without domain re-derivation
8JWA3A6P,keep,medium,Cost-sensitivity framework for HITL decisions under asymmetric error costs transfers trivially to code review triage — prioritizing reviews where undetected errors are most costly requires no domain re-derivation
GUE428AU,keep,medium,"Lists specific operational controls (threshold tuning, escalation pathways, audit logging) that are generic infrastructure patterns directly implementable in SE org governance regardless of health AI origin domain"
KKJKDCWS,discard,high,Abstract provides no evidence of specific mechanisms beyond 'comprehensive approach' and 'model governance' — these are descriptive labels not operationalizable methods; insufficient to assess actionability
A8XNV9RR,keep,medium,"Three-component audit framework (data, model, deployment) provides structural approach applicable to SE orgs adopting AI coding tools; the audit stages are generic enough to transfer without substantial re-derivation"
SLDGQI5F,keep,medium,Governance framework for autonomous AI agents with delegated authority directly addresses agentic coding assistants; the delegation and authority patterns are exactly the emerging governance challenge for SE orgs
GT8FQJ4K,discard,medium,Public administration decision-making context differs structurally from code review — government service decisions involve citizen rights and administrative law considerations that don't transfer; oversight-as-system-property is interesting but requires substantial re-derivation
455MHPCI,keep,medium,Empirical finding that limited code review practice correlates with higher perceived AI productivity is an actionable oversight signal; population differs from professional SE but the relationship between review practices and AI usage transfers
YJT8HS9Z,discard,medium,"Reliability-gated architecture is interesting but cyber-physical instantiation (sensor data, physical safety) requires substantial domain re-derivation for code review; forensic readiness patterns don't map cleanly to software artifacts"
TQGFG8YC,keep,medium,Benchmarking framework for AI-generated code evaluation with reproducible precision/recall/F1 metrics provides methodology transferable to general software contexts; the evaluation approach transfers even though forensic tasks differ
ZMASZZSG,discard,high,Legal/philosophical analysis of code IP paradox without operationalizable governance mechanism; SE orgs cannot act on theoretical IP regime analysis — they need specific controls not copyright theory
JEBKLJZ4,discard,medium,Abstract too thin to assess actionability; appears to be legal framework analysis of AI Act tensions rather than implementation guidance with engineering controls
PWB67TUT,discard,high,Mirror Effect is a theoretical framework describing a phenomenon (output quality severed from understanding) not an actionable mechanism; valuable insight but SE orgs cannot operationalize a diagnosis
3UCKY6L4,discard,high,"Abstract mentions only 'recommendations' with no visible methodology, measurement, or framework; insufficient evidence of operationalizable content"
RJC6SVR4,discard,medium,Legal analysis of GDPR/AI Act compliance requirements for LLMs remains at regulatory interpretation level without engineering-level controls; SE orgs need legal counsel not a legal analysis paper
BKFFQ8ZJ,discard,medium,US legislative analysis of Algorithmic Accountability Act without engineering-level mechanism; impact assessments mentioned but not operationalized into adoptable controls
2SDBF78T,keep,medium,HITL escalation protocols and immutable audit trails are directly operationalizable governance mechanisms; banking-to-software translation is trivial since the escalation/audit pattern transfers without re-derivation
R9J5U8IA,discard,high,"Theoretical synthesis of sycophancy literature without operational implementation — no mechanism, metric, or process a software team can adopt; fails operationalizability test"
2DGTDW4E,discard,medium,No abstract and 'high-level summary' framing indicates overview rather than operationalizable framework; cannot assess Article 14 or software provisions without content
UHWNFLT2,discard,medium,"Despite directly mentioning vibe coding, focus is labor market and role-reshaping implications — a software team cannot act on workforce trend analysis; no governance mechanism presented"
P7HEK487,keep,high,Benchmark quantifying verified-vs-vibe code generation success rates provides reproducible measurement methodology; teams can use this to assess AI code quality risk levels and set verification thresholds
5IZXVQS6,keep,medium,RCT findings on automation bias and trust miscalibration provide experimentally validated mechanisms (diverse AI perspectives improve judgment); trust calibration design transfers directly to code review
9V6RGZ9G,discard,medium,Legal analysis without evidence of actionable compliance framework for software teams; abstract confirms regulation focus but not operational mechanisms for engineering orgs
MIURMRB9,discard,high,No abstract; title indicates conceptual landscape overview — fails operationalizability test by being definitional without actionable contribution
SZKPQWCC,discard,medium,Cloud infrastructure governance mechanisms require substantial re-derivation to code review context; the domain gap (infrastructure provisioning vs code quality) is not trivial
UNRV995L,discard,medium,Abstract too thin to assess operationalizability; SOX-style concept is promising but no evidence of actionable framework or software focus
PMPV54J9,keep,medium,Organizational framework for AI agent integration with trust/liability distinctions provides structure software teams can adopt for deploying AI coding tools; hybrid team dynamics transfer directly
SSHGBPBL,discard,high,Single-sentence abstract about data commodification provides no evidence of operationalizable content; cannot assess without actual framework content
MJDUMWUX,keep,high,Clause-level compliance crosswalk is directly operationalizable — teams managing multi-framework AI compliance can reuse evidence artifacts; high alignment in human oversight creates actionable corridor
884ERQST,keep,medium,Developer/deployer/user responsibility allocation framework maps directly to software AI tool governance decisions; supply chain model provides actionable accountability structure
X3W5WKB5,discard,medium,Economic model of verification effort requires substantial re-derivation from economics to engineering practice; software teams cannot directly adopt market equilibrium analysis
7VXQ4CPI,keep,medium,Systematic prompt pattern catalog for mission-critical software provides standardizable mechanisms teams can adopt to control AI code generation interactions; directly operationalizable
XKEY3YYF,keep,medium,HALIE evaluation framework provides measurement methodology for human-LM interaction quality including code autocomplete; teams can use dimensions to assess AI coding tool effectiveness
C2IDS2XP,discard,medium,EU AI Act risk classification analysis for agentic AI lacks explicit software/DevSecOps scope; translation to code-generating agent governance requires substantial domain argument not present in abstract
YCIF3VGA,discard,high,AI ethics maturity model provides assessment checklist without operationalizable mechanism; no software/code-specific angle and maturity models require substantial domain adaptation to become actionable for code governance
NLW3HZN2,discard,high,Practice-based compliance framework grounded in Social Practice Theory is theoretical sociology requiring substantial re-derivation; no demonstrated applicability to software engineering organizations
XBK7KB3E,keep,medium,Pipeline methodology (evaluation-testing-rationale-oversight) with explicit HITL validation against gold-standard data provides transferable oversight structure; stage-based approach maps to code review workflow design with minimal adaptation
5HT7MJV3,keep,high,Agentic workflow drift and workflow subversion risk taxonomy directly applies to agentic coding tool governance; risks of AI agents executing against unintended definitions are domain-general despite financial services framing
JFIUWS9F,discard,high,"Descriptive identification of emerging AI governance roles (trust leads, risk specialists) without operational framework for how to structure or staff these roles; fails operationalizability test"
XF92TSIM,discard,medium,Identifies governance gap between output assurance and structural stability conceptually but provides no operationalizable detection mechanism or measurement methodology; descriptive without being actionable
9I8TTE85,discard,medium,Regulatory interpretation mapping EU AI Act to auditing terminology useful for policy understanding but provides no operational mechanisms for software teams to implement; exegesis rather than guidance
VEGZR3CP,discard,medium,Verification framework concept for computational claims is relevant but abstract too thin to assess whether transferable mechanism exists; domain translation from finance/clinical to code not demonstrated
9NA8TTTH,keep,medium,"Multi-framework synthesis integrating EU AI Act, NIST AI RMF, IEEE 7000, ISO/IEC 42001 with explicit oversight mechanisms provides actionable compliance integration for enterprise AI deployments including software organizations"
L244XDA5,discard,high,Training data provenance protocol addresses AI governance at training data layer not output/code layer; no applicability to oversight of AI-generated code outputs which is distinct problem domain
YUGG954N,discard,medium,Organizational theory framework using Viable System Model requires substantial domain re-derivation for software engineering; interesting concepts (Capability-Comprehension Gap) but no direct operational mechanism for code governance
37FEWW5S,keep,high,Goal-Plan-Step sentinel requiring plan publication and step-level justifications before agentic AI execution directly transfers to oversight of agentic coding tools; IoT implementation is incidental to the governance pattern
7VEK3RVR,keep,high,Human-Exception governance model demonstrating transition from HITL directly addresses oversight scaling challenge; governance tiering structure (humans review exceptions not every action) transfers to code review without re-derivation
4DA5ZQ6D,discard,medium,"Describes oversight failure modes (AI fabrications passing undetected, fragmented oversight, prompt injection) but provides no operationalizable detection or mitigation mechanisms; problem analysis without solution"
CTAMRMIV,discard,medium,SNA methodology for AI agent coordination addresses organizational structure analysis rather than oversight of code outputs; indirect relevance to code governance fails operationalizability test
ZTC5ZMK7,keep,medium,Real-time cognitive bias detection and intervention mechanism for human-AI collaboration directly addresses automation bias risk in code review; platform architecture provides operational framework for bias mitigation during AI-assisted decisions
ZS3KBZTP,discard,high,Framework addresses scalable oversight but superintelligence framing and category theory formalism require substantial re-derivation for software engineering teams; no structural parallel to code review workflows.
TYTD8HNL,discard,high,Abstract provides only keywords with no methodology or findings; cannot assess operationalizability without content describing what the framework actually produces.
BKSNXFDK,keep,medium,Risk scorecard mechanism for continuous compliance with NIST RMF alignment is directly transferable; software orgs managing AI tools face same GRC requirements as financial firms adopting AI.
I2J69IHM,keep,medium,Governance-to-production gap diagnostic concept transfers directly—software engineering organizations deploying AI coding tools face the same maturity-alignment problem; the framework structure generalizes beyond banking.
NL97MRGR,discard,high,UX/interface annotation standard for web agents; human oversight provisions are at the interface layer not the code review/governance layer—connection to reviewing AI-generated code requires substantial argument not present.
3NBKLXY3,discard,high,Abstract explicitly states AURA is 'an infrastructural reference layer rather than a governance' framework; pre-standard testbed status means not yet operationalizable by software teams.
X73CHPN8,discard,medium,"Liability decomposition framework is domain-locked to financial instruments (flash crashes, DeFi, DORA); the risk quantification methods don't transfer to code accountability without substantial re-derivation."
5XLKWKF4,discard,high,Paper is a critique ('Illusions of Control') proposing conceptual architecture; no evidence of concrete implementable mechanisms—descriptive of problems rather than operationalizable solutions.
9B8UDBZG,discard,medium,No abstract available; cannot apply operationalizability test or verify relevance to software code governance—title alone insufficient for inclusion in synthesis corpus.
INU3M3BG,keep,high,Explicitly addresses operationalization of accountability for agentic AI with tool-mediated execution—structurally parallel to AI coding assistants; addresses the exact gap (underspecified operationalization) this SLR targets.
5WLF2NZU,discard,medium,Negative finding (UI designs insufficient to correct misconceptions) on general users not developers; limited actionability for software teams—describes phenomenon without providing intervention mechanism.
P6F3MVBT,discard,medium,Automation bias causing reversed attributions is an interesting psychological finding but descriptive not prescriptive; no governance mechanism or process a software team could implement.
AG7UJKDE,keep,high,Survey synthesizes metamorphic testing methodologies for LLM code reliability and hallucination detection; MT provides oracle-independent quality assurance directly applicable to AI-generated code validation.
HFDFK4CN,discard,medium,Approval-tax and comprehension-tax concepts are compelling but military command hierarchy differs structurally from software team code review; transfer requires derivation work beyond scope of original framework.
W2ZVHTSQ,discard,medium,"No abstract available; cannot assess methodology, scope, or transferability—title alone insufficient to confirm operationalizable contribution."
CMICJSPL,keep,medium,Synchronous/asynchronous HITL review architectures and rubric-based expert capture mechanisms transfer with minimal adaptation to AI code review workflows; the structural parallel is direct.
NK5VHI9V,keep,high,Quantified automation bias (47%) and confirmation bias (37%) in technical analysts reviewing AI outputs; security analysts evaluating AI alerts is structurally parallel to developers reviewing AI code—XAI and trust calibration mitigations directly applicable.
4TYKTMN4,keep,medium,Verification debt concept for foundation model outputs addresses core challenge of AI code governance; defensibility-first framework provides decision architecture applicable to engineering organizations even without explicit software scope.
6N8BFFFK,discard,medium,Abstract provides only problem statement (governance and security challenges) without confirmed operationalizable findings; descriptive framing without methodology or mechanism.
TIFCAJQR,discard,high,Abstract consists only of keywords with no substantive content; cannot assess whether paper provides operationalizable contribution beyond topic labels
CYSJ3A27,discard,medium,HITL labor architecture addresses workforce configuration and certification pathways in labor markets; mechanism concerns job design not output validation — transfer to code review requires substantial domain re-derivation
THUAX4U7,keep,medium,CI/CD governance patterns and compliance frameworks for autonomous AI agents are directly applicable to software engineering pipelines; agentic AI deployment mechanisms transfer despite public administration primary domain
62S6DFXY,keep,medium,NIST AI RMF-aligned framework with computable permission boundaries and monitoring thresholds provides operationalizable governance-measurement-management loop; optimization methodology transfers to AI code governance
FGR7FN35,discard,medium,AI liability framework addresses products liability and oversight conceptually but abstract does not indicate operationalizable guidance an engineering org could implement; legal scholarship without compliance framework
G23UAFBT,discard,high,"Board-level risk materiality in financial terms (free cash flow, enterprise value) has no software engineering connection; framework serves directors and CFOs not engineering teams managing AI code"
I6FZ5GD2,keep,high,"Visual analytics system for examining LLM coding agent behaviors across code-level, process-level, and LLM-level analysis directly supports human oversight of AI code generation; mechanism is immediately applicable despite ML competition framing"
UGQ9DT5M,discard,medium,Legal scholarship analyzing existence of EU truth-related duties for LLMs; interpretive analysis without operational compliance framework or software-specific guidance
9YGXMUW3,discard,high,Forensic investigation framework recovers chat artifacts post-incident; mechanism is audit/forensics not governance of code generation during development
ZKKBHG9W,keep,medium,"Artefact-based transparency framework with YAML schema, Transparency Scorecard, and Registry provides operationalizable assessment methodology explicitly inspired by software development principles"
ZXLWTKRF,discard,high,Abstract contains only appendix references and keyword metadata; no substantive description of contribution to evaluate
ET5U88I7,keep,medium,Empirical finding that mechanistic interpretability fails to enable human oversight correction challenges core oversight assumption; negative result is actionable — don't rely on interpretability alone for safety-critical review
UCJ7LTG9,discard,medium,Behavioral experiment measuring algorithm appreciation provides weight-of-advice metrics; research contribution to trust calibration literature but no operational framework for software engineering adoption
4CR8GVNV,keep,medium,HITL drift detection and recalibration framework with defined evaluation metrics for persistent AI agents; mechanism transfers to long-running coding assistants that maintain context over sessions
RCRQT2RZ,keep,medium,Compliance-as-code for machine-readable regulation with explicit reference to generative tools in enterprise workflows; mechanism applies to automated compliance checking in software engineering pipelines
BFPEC3IK,discard,medium,Identifies interpretability gap in AI-assisted institutional decisions but abstract indicates diagnostic analysis of what's missing rather than prescriptive mechanisms to address it
6MTQV7V3,discard,high,Abstract corrupted with repeated placeholder text; no evaluable content despite potentially relevant keywords
PBFMRG3B,discard,high,No abstract available; hallucination classification topic cannot be assessed for operationalizability from title alone
MBS5C7LD,discard,medium,Four-factor oversight framework is meta-level (what shapes oversight) not mechanism-level; a software team would need to re-derive all factors for code review context which is substantial domain work not trivial translation
8B46YAHW,keep,medium,Dataset explicitly includes code generation task; HITL deployment framework with 85% detection accuracy provides methodology directly applicable to AI code provenance detection in software orgs
JXJQGBN8,discard,medium,High-level policy/standards analysis of NIST AI RMF and ISO/IEC 42001 without software engineering specificity; no DevSecOps or code-level operationalization present
HNQT56FM,discard,medium,No abstract prevents operationalizability assessment; title indicates AI alignment moral philosophy without apparent engineering mechanism
BE8U3QRR,discard,medium,Sparse abstract shows standards analysis focus; no software/code-specific implementation guidance despite 'technical' framing
MJKFY8UC,keep,medium,Policy-as-code and heterogeneity scoring to avoid monoculture are explicitly software engineering patterns; fail-close is a standard engineering practice — these transfer trivially despite financial framing
EVCJBNEU,discard,medium,AI failure detection and accountability records serve workforce preservation goal not code quality governance; mechanisms designed for different purpose than SLR scope
G9QRERTM,discard,medium,General AI innovation governance validated at org level; compliance measurement targets AIA generally not code review practices or AI code quality specifically
DYXBGHXH,discard,medium,Methodological note about thesis generation process rather than empirical research; lacks operationalizable methodology for measuring or addressing the HITL liability gap identified
CXEL968T,discard,medium,Near-empty abstract prevents assessment; legislative liability framework is policy not engineering practice
RBKZILQD,discard,medium,Insurance-as-governance requires organizational/legal mediation; software teams cannot directly adopt insurance frameworks as engineering practice
XLZVTNUC,discard,high,Legal scholarship analyzing judicial interpretation of AI liability; despite mentioning human oversight the contribution is for litigation not engineering practice
7CPZ358P,discard,high,Philosophical analysis of purposes behind human control rather than operational mechanisms; weapons systems domain has no structural parallel to code review
Z6I9JDFX,discard,medium,Cross-framework legal audit analysis identifies regulatory gaps but provides no engineering methodology; software teams don't directly adopt legal audit frameworks
SVPFXI3P,keep,medium,Pairwise comparison mechanism for LLM-assisted review scaling is domain-agnostic and transfers trivially to code review prioritization; empirically validated to outperform rating-based methods
J998BUDB,keep,medium,Metrics for measuring HITL scaling thresholds empirically validated on 100K decisions; data governance and code review are both high-volume decision processes with structural parallel
DUBFF52U,keep,medium,"Tiered liability model with measurable indices (developer culpability, oversight, explainability) and ready-to-use procurement scorecard; developer/tool/operator allocation transfers to software contexts"
V4EEV4PB,keep,medium,Structured prompt governance frameworks for reducing LLM hallucination transfer directly to AI code generation quality management; evaluation methodology (LLM-as-Judge) is domain-agnostic
E26FSKPQ,keep,medium,Dynamic authority decay and runtime legitimacy mechanisms for agentic AI are structurally transferable to AI coding agent permission management; legal framing wraps an operational pattern (time-limited authorizations requiring re-validation).
Z4A98575,keep,medium,Clarifies the compliance trigger point (when fine-tuning makes you a GPAI provider) that software orgs deploying modified coding models must operationally plan around; knowing WHEN obligations attach is itself actionable.
3PBQ3P2V,discard,high,"Regulatory strategy analysis arguing what approaches 'are unlikely to be strong candidates' — this is policy evaluation for regulators, not an operationalizable mechanism for software engineering organizations."
VCI7FSVP,keep,high,Technical transpilation of EU AI Act logging and human oversight duties into computable clauses is inherently software-oriented and directly operationalizable in compliance automation pipelines.
F4U3MQ7N,keep,medium,Compliance framework explicitly structured around development and deployment lifecycle phases is directly applicable to software engineering organizations building AI systems.
RGNB3BEL,discard,medium,"Gap analysis identifies what ISO/IEC 42001 and EU AI Act lack for agentic AI but provides no operational mechanisms to fill those gaps — diagnostic for policymakers, not prescriptive for engineering orgs."
TZFN9PMG,discard,high,"Paper explicitly states it is 'descriptive, not normative' and defers governance framework to a companion paper; evidence layer documentation without actionable guidance."
56GRVSR7,keep,medium,"Under/over-reliance patterns and trust calibration findings in AI-assisted coding transfer to AI code review; the human-AI collaboration dynamic (review suggestions, accept/reject/modify) is structurally parallel."
J692UWE5,discard,high,"Macro regulatory economics arguing automated compliance loosens innovation-regulation trade-offs 'under plausible assumptions' — theoretical argument, no implementation mechanism."
WAYM37U6,discard,high,Critical analysis of HITL as rhetorical shield in federal rulemaking; meta-commentary on policy discourse provides no operational mechanism for meaningful oversight.
FWH4AVHN,keep,medium,Explicitly sector-agnostic multi-layer validation architecture aligned with NIST AI RMF is designed for cross-domain transfer; software deployment in high-stakes environments fits the stated scope.
J8FP9HT5,discard,high,Research proposal ('This research aims to...') describing intended methodology for wearable cognitive load measurement; no completed findings or framework yet available to operationalize.
7AWJFRQ6,discard,medium,Legal copyright analysis establishing that code memorization creates IP risk; characterizes the problem but provides no detection methodology or governance mechanism software orgs can implement.
48A4LRHQ,keep,medium,Policy prototyping program explicitly addresses operationalizing EU AI Act human oversight requirements through experimental implementation with companies; practical compliance insights for regulatory planning.
9V2RFB2U,discard,high,No abstract available; title indicates general ethics guideline development without apparent operational mechanism for software engineering code governance.
Y7ZWF7GT,keep,medium,"Architectural patterns (tamper-evident decision ledgers, hallucination anchoring, attribute-based agent access control) are technical mechanisms transferable to software AI governance; financial domain is application context not the contribution."
PQK3T4XZ,discard,medium,"Editorial synthesizing existing literature on oversight feasibility (XAI, HITL, regulatory approaches) and their limitations; life sciences anchor and survey format yield no new operational methodology."
YFR3REDU,keep,medium,"HITL supervision, data lineage, and model-risk management patterns are governance mechanisms that transfer without substantial re-derivation; investment domain specificity is in examples not framework structure."
VLY55FLI,discard,medium,"Provenance graphs track AI bias emergence generally — mechanism is about bias attribution across AI platforms, not code review or oversight scaling; translation to software governance would require substantial re-derivation of what 'bias' means in code context"
9B2RUW73,discard,medium,"HITL patterns (override, confidence gating) are relevant but domain is industrial root-cause diagnosis in manufacturing/operations; applying to software debugging governance requires substantial re-derivation not demonstrated in abstract"
82JCG2LM,keep,high,Direct empirical finding: LLM-generated code for complex control systems requires human oversight and manual corrections to achieve working code — this is exactly the oversight signal software teams need; PLC domain is specialized but finding transfers directly
GZ5SIYRL,discard,medium,"Versioned audit trail pattern targets agentic AI but domain is enterprise business rules governance, not software pipeline; abstract too truncated to confirm transferable mechanism exists"
QF8E45VG,discard,high,"Empty abstract — cannot evaluate operationalizability, relevance, or methodology; title suggests philosophical critique rather than actionable framework"
F4G9XXBR,keep,high,"Benchmark embeds mandatory audit logs, drift detection, anti-leakage checks, and explicit human oversight requirements for LLM-generated code; governance mechanisms are directly transferable regardless of trading domain application context"
WXBIUBXG,discard,medium,"Certification as governance tool is plausible but abstract presents general case only — no specific mechanism, no software application demonstrated; descriptive rather than operationalizable"
5T4I8VCK,discard,medium,"Whitepaper argues organizational challenge thesis but lacks empirical grounding or specific operational framework; 'explains why initiatives stall' is analysis, not actionable mechanism for software teams"
R29ICVM3,discard,medium,Literature review in financial auditing domain; algorithm aversion parallels exist but paper synthesizes existing work rather than presenting transferable mechanism for code review contexts
LW8L9PT2,discard,medium,Behavioral profiling detects RLHF tension in model training — alignment research contribution without connection to code review governance or software engineering practice
I2T6JYHJ,discard,medium,"Delegation-accountability framing includes software in scope but STS approach examines rather than operationalizes; no mechanism provided, conceptual analysis only"
HRNE69MA,discard,medium,Products liability argument for LLMs is legal framework without demonstrated application to code — liability incentives are relevant to governance but paper doesn't provide operationalizable mechanism for software teams
HY22ES2P,keep,medium,"Identifies NIST AI RMF, ISO 42001, Singapore principal hierarchy as operationally convergent with measurable governance obligations — these frameworks are directly applicable to software engineering organizations despite board liability framing"
VPAPF53G,keep,medium,SHARP framework provides structured human oversight checkpoints for AI-generated code with evaluation along code quality and human-agent interaction axes — checkpoint mechanism transfers directly to code review governance
KV3Q92R8,discard,medium,MITRE ATLAS gap analysis is ICS/OT-specific; consequence-oriented approach could inform software AI risk but industrial control system security domain requires substantial re-derivation
2YXS7NDD,discard,medium,"Covers AI-generated malicious code as adversarial threat with defensive responses — domain is supply chain security against external attackers, not governance of your own AI code generation"
9K45FHAG,keep,medium,"Human oversight mechanisms (automation bias, cognitive load, human-machine teaming) are structurally transferable to code review — the customer service domain application doesn't limit the mechanism's applicability to SE contexts"
