item_key,decision,confidence,rationale
BEHYCBHD,discard,high,Copyright and ethics analysis for generative AI without software code governance angle
ZIKB5GG3,discard,high,Patent law analysis for AI-generated creativity — no software code governance angle
EGIZ2F3T,keep,high,"Empirical study documenting programmer trust calibration, over-reliance risks, and adoption barriers with AI coding assistants — directly operationalizable for software org governance of AI tools"
WQAIF54V,discard,medium,Industrial experience report on HITL anomaly detection validation in business settings — anomaly detection domain not transferable to AI code governance without substantial re-derivation
4QCTYXQH,discard,high,AI alignment debt concept paper for AI advisory systems — no direct software engineering or code governance operationalization
TN87MD63,discard,high,Game-theoretic policy evaluation of algorithmic regulation — no software engineering governance operationalization
HGZRASDJ,discard,medium,"Autonomous software issue resolution capability paper demonstrating agentless AI performance on SE benchmarks — lacks governance, oversight mechanism, or human control angle"
BQ63XS65,discard,high,Creative content copyright analysis (AI art/images) — no software code angle
HUJTKJ26,discard,high,Domain-specific to commercial interior design AI copyright perspectives — no software code governance angle
GJB8HUPD,discard,medium,General AI alignment and safety framework based on recursive coherent identity formation — no operational mechanism for software engineering code governance
8YPFT25U,keep,high,"Empirical study of developer perspectives on AI-generated code licensing and copyright governance — directly addresses how software engineering teams navigate AI code use, liability, and governance"
YR8N7UPP,discard,high,Compliance-as-a-service model for genomic AI equity — domain-specific to healthcare/genomics with no software engineering angle
9ZEWVXCE,keep,medium,CCV multi-model cross-verification governance protocol with mandatory human review operationalizes accountable AI decision-making — transferable to software engineering AI code validation governance
B9SCIW2Y,keep,high,Empirical evaluation demonstrating formal pre/postcondition constraints significantly improve LLM code generation accuracy — directly operationalizable for software engineering teams governing AI code quality
DVQATU3E,keep,high,"Mixed-methods empirical study of AI-first policy adoption in tech companies revealing validation burden, senior-role oversight responsibility, and workforce restructuring — directly operationalizable for software engineering org AI governance"
ES9ZIMH5,keep,medium,FRC framework for identifying LLM compliance theater in enterprise AI governance — transferable to software orgs auditing whether AI coding tools are substantively compliant or merely performing compliance
HBR7QZ2C,keep,high,"Formal policy engine with runtime enforcement, measurable risk quantification, and policy-as-code for governing agentic AI — directly applicable to software engineering DevSecOps AI agent governance"
EDCYRP5B,discard,high,Algorithmic fairness calibration framework applied to insurance risk modeling — no software code governance connection
BISE8375,keep,high,Industrial case study of agentic AI for agile regression test automation with quantitative throughput metrics and explicit human-AI governance findings — directly operationalizable for software engineering teams scaling AI-assisted testing
J3PL2KRL,discard,high,EU regulatory framework analysis for content moderation algorithmic bias — no software code governance angle
LH5MDR85,keep,medium,Reasoning Claim Token construct makes LLM reasoning inspectable for governance without asserting correctness — potentially transferable mechanism for auditing AI code generation reasoning in software oversight
3WKYWKUM,discard,high,Empirical EU AI Act extraterritorial compliance measurement study — no software engineering governance application
QAFZJK38,discard,high,Copyright reform analysis for GenAI in research and education — no software code governance angle
KT2MKLSQ,discard,medium,EU AI Act obligations analysis for GPAI model providers — regulatory compliance focus without software engineering org governance operationalization
TAF5JNUJ,discard,high,General AI corporate governance analysis focused on legal personality and liability debates — no software engineering or code governance specificity
FGDURPWN,keep,high,Empirical study quantifying performance regression root causes in GitHub Copilot-generated code across multiple benchmarks — directly operationalizable for software org AI code quality and risk assessment
LRG34Q9C,discard,medium,Formal Decision Traces mechanism for algorithmic accountability designed for public administration AI — requires substantial domain re-derivation to apply to software engineering code governance
Z55L463S,discard,high,Municipal AI governance action research for territorial digital inclusion — no software engineering or code governance angle
ZGUHQLCC,discard,high,Cognitive trait study of AI delegation in simulated triage — non-transferable domain with no software engineering connection
VRX5RZ7R,discard,high,General EU AI ethics and regulatory analysis without software development pipeline or code governance angle.
AJA57UWT,discard,high,Community-centric AI auditing in civic/public context with no software engineering or code angle.
I7PJE4PE,discard,high,AI regulatory analysis in arbitration domain without software engineering or code oversight angle.
9XBS93Q6,discard,high,2009 Lean/Agile book with no abstract and no AI-generated code angle predates the relevant problem entirely.
LBACUG6X,keep,medium,"Liability attribution framework for LLM-based agentic systems is directly applicable when those systems generate code, though primary framing is legal analysis rather than software engineering governance."
YCI6UCJY,discard,high,"Copyright authorship analysis focused on visual generative AI (Midjourney, DALL-E, Stable Diffusion) with no code generation angle."
KPLHA4MH,keep,high,"Automated CVSS severity prediction with quantified methodology (78% F1-score for CRITICAL vulnerabilities, 75%+ reduction in manual reviews) is directly operationalizable for AI code vulnerability risk scoring."
GEYX9585,discard,high,LLM-assisted formal property generation with HITL refinement is demonstrated in hardware RTL verification domain and does not transfer to software code governance context.
BY4PYE77,discard,high,AI regulation analysis in financial industry without software engineering or code development angle.
I3BSX824,discard,high,"Addresses data governance for ROT data under GenAI and GDPR, not governance of AI-generated code in engineering organizations."
VM2W93QL,keep,medium,"GRC implementation roadmap with baseline control set for agentic AI aligned to NIST AI RMF could directly inform DevSecOps governance, though the primary focus is enterprise CISO security rather than engineering team code oversight."
U4E6EJPD,discard,medium,Highly theoretical framework for non-delegable AI authority boundaries (ARC architecture) without demonstrated application to software engineering code governance.
9NAWKEUS,discard,high,Agile governance approach for EU AI Act ecosystem without software development or code angle.
EZRAL84I,discard,high,Comparative US/EU AI standardization analysis without software engineering or code governance angle.
TAIGMGX2,discard,high,General AI ethics and corporate social responsibility framework without software engineering angle or operational mechanism.
5NLD3UQW,discard,high,Consciousness measurement framework for AI governance is philosophical without operational mechanism for software engineering teams.
FD999VQE,keep,high,"Proposes framework for extracting semi-formal validation rationales for vibe-coded artifacts, directly addressing human engineer governance of AI-generated code with explicit focus on conditions for code adequacy."
D84PYEZM,keep,high,"Introduces ethical debt concept for AI-assisted coding with detection/mitigation research agenda that makes hidden AI code risks (copyright, insecurity, accountability) visible and actionable for engineering teams."
2KPHQ5IV,keep,high,"Proposes governable consensus layer for AI coding with auditability metrics (consensus entropy, intervention distance) and benchmark families specifically designed for scaling human oversight of vibe coding."
DVIFM2T2,discard,high,Soft law AI governance discussion without software engineering or code angle.
MPEYAD5C,discard,high,AI existential risk scenario analysis outside software engineering governance scope.
6U4SQ2L3,discard,high,International trade law and data ethics analysis without software engineering or code angle.
8T8SMFRN,discard,high,HITL regulatory framework for black-box AI in financial regulation without structural parallel to software code review oversight.
36G6QV4T,discard,high,Governance accountability gap analysis in investment management AI without transferable mechanism to software engineering org governance.
EDKZ6FZV,discard,high,"Expected value framework for cybersecurity investment in agentic AI security platforms addresses procurement decisions, not governance of AI-generated code."
MMTRDL99,discard,high,AI regulation compliance cost analysis in EU/China policy context without software engineering angle.
U74XYRDC,discard,high,Legal mapping of generative AI training data ownership issues without software engineering code governance angle.
C9GZ4LP2,discard,high,Copyright infringement judgment for generative AI in creative content domain with no code generation angle.
R7QRMF35,discard,high,AI in alternative dispute resolution (legal/ADR domain) without software engineering or code angle.
2BMWDN93,discard,high,AI governance focused on civic/community equity concerns without software engineering angle.
WKGD9SBR,discard,high,Empirical study of LLM feedback quality on academic research papers — transferability to code review requires significant domain re-derivation.
IQ7QNXQ2,discard,high,"Systematic review of GPT security/privacy techniques addresses deployment security for AI infrastructure, not governance of AI-generated code in software engineering workflows."
QZNURHZQ,keep,high,Identifies the evaluation paradox where agentic AI adoption causes cognitive atrophy in human oversight capability — directly operationalizable as a governance risk signal for software teams adopting agentic coding tools.
GUI2W2EU,discard,high,Clinical decision support HITL architecture in healthcare domain — non-software HITL with no structural parallel to code review oversight.
TPT6DD7N,keep,medium,"Proposes lifecycle-based uncertainty management framework for LLM multi-agent software systems with runtime governance mechanisms, claimed generalizable beyond the clinical echocardiography demonstration to other safety-critical software systems."
TN4358E5,keep,medium,"Operational verifiable AI framework with decision ledger, provenance tracking, and attestation provides structured auditability architecture applicable to AI code generation governance, though the abstract is thin."
G2C5J5JW,discard,high,ISO/IEC 42001 compliance analysis in education sector without software engineering angle.
NYFP7YX9,discard,high,Supervised intelligence governance framework for AI in legal practice without software engineering or code angle.
79JAXRME,keep,medium,"Conceptual framework for sycophancy-driven epistemic degradation in agentic AI via RLHF directly models a failure mode of code generation agents relevant to governance, though the paper is theoretical rather than empirical."
Y9UI4ZWM,discard,high,AI procurement governance for government contracts without software development team or code oversight angle.
CDYFBGRQ,discard,high,"Ethical framework for generative AI in legal profession addresses professional responsibility, not software engineering code governance."
ZR3U5DGI,discard,high,Human trust in AI review covers trust determinants across robot/virtual/embedded AI without software engineering context or operational code review mechanism.
UU8XQFGB,keep,high,Operational tool for visualizing and annotating agentic AI trajectories for human feedback directly enables developer oversight of code generation agent behavior.
AEKWYXSZ,discard,high,Election monitoring domain is too distant from software engineering for the human oversight framework to transfer without substantial re-derivation
DICCFNNX,keep,medium,"Organizational risk taxonomy for unregulated GenAI in workplaces is directly applicable to software engineering orgs managing AI coding tools, providing categorizable risk classes to act on"
3HNQXWEF,discard,high,"Survey of LLM/agent capabilities and benchmarks without governance, oversight, or risk measurement contribution — agentic AI as infrastructure pattern"
A88W99ZG,discard,high,EU AI Act analysis framed entirely through consumer protection law with no software engineering or code governance angle
28DU43BJ,discard,high,Comparative regulatory analysis of US/EU AI frameworks focused on algorithmic decision systems without software engineering or code governance angle
AWUGZ2YD,discard,high,GDPR and data protection legal analysis without software engineering or code governance angle
UDT3AA4A,keep,high,"Directly surveys latent risks of LLMs across SDL and DevSecOps, operationalizing governance needs, human-AI collaboration, and safe deployment practices for software engineering orgs"
QN5X6JCB,discard,medium,"Agile management framework for AI-era teams is productivity and leadership focused without AI-generated code risk, oversight, or governance angle"
KJQXR85M,discard,high,AI/ML governance framed exclusively in financial services domain with no software engineering or code governance angle
R4SH53M7,discard,high,"LLM explainability methodology without connection to code governance, oversight, or risk measurement in software engineering contexts"
KZGA8GX9,discard,high,Conceptual critique of AI safety taxonomy substitutes philosophical argument for operational mechanism — no actionable contribution for software engineering orgs
QXS3MZ5G,discard,high,Copyright analysis of EU Parliament generative AI reports focused on creative content with no code-specific angle
W49QBRWU,discard,high,EU AI Act global regulatory reach analysis without software engineering or code governance angle
VZ9H37V5,keep,high,"Direct vibe coding experience report identifying non-delegation zones, constraint specification burden, and enforcement auditing as production governance gaps — operationalizable for software teams"
IMG5R8EY,keep,medium,Conformity assessment procedure for AI systems per EU AI Act provides operationalizable governance tooling applicable to AI coding tool deployment in software engineering orgs
ZVBDJF8Z,discard,high,AI ethics in journalism domain — misinformation detection and bias concerns do not transfer to software code governance
5ZXJ4YPN,discard,high,LLM medical misinformation risk in healthcare domain with no software engineering or code governance angle
G3WAWYHB,discard,high,European AI governance policy futures analysis without software engineering focus or operationalizable contribution for software orgs
JJR7GU3L,discard,high,Generative AI copyright safety framework addresses text and image outputs with no code-specific angle
ZKMYAK8U,discard,high,"HITL pipelines for crowdsourced data annotation — the human-in-the-loop targets labeling quality control, not oversight of AI-generated code"
KLFPKBIJ,discard,high,DMA regulatory adaptation for agentic AI is legal/policy analysis without software engineering or code governance angle
WUIBEP42,discard,medium,"Descriptive evolutionary overview of vibe coding and AI-assisted programming without governance mechanism, risk measurement, or oversight contribution"
DJ7CYGWE,discard,high,AI in international judicial adjudication is a non-software HITL domain whose legitimacy concerns do not transfer to code review contexts
UJL4BZZ9,keep,high,"Comprehensive review of LLMs in software engineering addressing governance, security risks, developer deskilling, hallucinations, and safe deployment best practices — directly operationalizable"
JV6DRJ49,discard,high,Algorithmic accountability framed through civil rights and racial discrimination law with no software engineering or code governance angle
XXA3NI87,discard,medium,"Technology acceptance study of ChatGPT for software development focuses on adoption factors and performance expectancy without risk, oversight, or governance angle"
QZVN4MKK,keep,medium,Runtime governance mechanism for multi-step agentic AI in finance addresses trajectory-based accountability — the same challenge faced in agentic software engineering and CI/CD code generation pipelines
RNAD3IWQ,discard,high,"General AI ethics inquiry into bias, responsibility, and governance without operational mechanism or software engineering focus"
8MDVQP3F,keep,high,"Empirically measures prompt pattern effects on AI-generated code complexity using reproducible metrics (LOC, Cyclomatic, Halstead) — directly operationalizable for code quality governance"
6LDAICGD,discard,medium,"Structured in-IDE prompt management improves reuse and quality but addresses workflow efficiency without governance, oversight, or AI-generated code risk angle"
MIKA5DH7,discard,medium,"Compliance mappings to NIST/EU AI Act apply to automated employment decision tools (hiring evaluation), not to AI-generated code governance"
I8R2LX86,keep,medium,"Structural analysis of role drift, responsibility allocation, and human oversight conditions in AI-mediated sociotechnical systems transfers directly to developer oversight of AI-generated code"
IMQD4ZYX,discard,high,AI automation in SME financial operations is a domain-specific application with no transferable mechanism for software engineering code governance
BLUHZF4E,discard,high,Broad societal and legal impact survey of GPT adoption without operationalizable contribution for software engineering governance
R775N6KW,keep,high,Identifies systemic operational governance gap where organizations can reconstruct AI decisions but not human oversight interactions — directly actionable for AI code governance audit trail design
BCXSUMKG,discard,high,Conceptual human-AI co-adaptation framework without operational mechanism applicable to software engineering code governance
2HGZLDKC,keep,medium,"Empirical analysis linking AI-assisted design to automation de-skilling, cognitive offloading, and misplaced responsibility transfers directly to developer over-reliance risks in AI code generation"
6INNSU6P,discard,high,"HITL audit framework targets AI retrieval and search engine discoverability, not code generation governance"
RKXCWBL4,discard,high,Algorithmic oversight legislative framework for health insurance utilization management is domain-specific with no transferable mechanism for software code governance
XGCKP962,discard,high,Algorithmic fairness and health equity in healthcare domain with no software engineering or code governance angle
9RIF74QR,discard,high,Qualitative AI ethics analysis of GPT-4 in decision-making lacks operational mechanism and is not specific to software engineering or code governance
ZETTCZV8,discard,high,"Legal liability analysis of robots.txt and web scraping addresses data acquisition law, not software engineering code governance"
QYYPPJVE,discard,high,General AI regulation literature review without software engineering focus or novel operational contribution beyond synthesizing existing frameworks
6R2VHVJ9,discard,high,Geopolitical analysis of AI development and critical minerals with no software engineering or code governance angle
J4XAMJAE,discard,high,NIST AI RMF governance framework applied exclusively to U.S. public institutions with no software engineering or code-specific angle.
A6QYNZ5R,discard,medium,Safety Inversion concept is a descriptive/philosophical argument about oversight capacity degradation without an operationalizable mechanism for software engineering organizations.
TCKV3IKN,discard,high,"General survey of hallucination mitigation strategies (RAG, HITL) without a code-specific measurement method or operationalizable governance contribution."
32GIHF3E,discard,high,"Human-in-the-loop pipeline applies to physical building inspection (geometry, visual, hazard) — non-transferable loop with no structural parallel to code review."
MBKP4DCY,discard,medium,No abstract available and title indicates general societal LLM writing adoption with no code governance or oversight angle.
J6EK92AF,discard,high,Interdisciplinary AI ethics survey advocates for 'thoughtful responses' to generative AI concerns without an operationalizable governance mechanism.
7NMPU5Z8,discard,high,"Trade secret analysis addresses protecting AI model internals from disclosure, not governance or liability for AI-generated code outputs."
MDBC4DRK,discard,high,Super-intelligent AI risk and EU AI Act risk-category analysis is philosophical/legal without a software engineering or code governance contribution.
YFCXCC74,discard,high,Clinical AI liability paper proposes enterprise liability and explainability thresholds for medical decision-making — domain-specific and non-transferable to code governance.
LDVXFBJP,discard,high,Speculative neurosymbolic cybernetic framework targets healthcare and critical infrastructure compliance with no software development connection.
8J86V6HB,keep,high,Empirical analysis of 654 rejected agentic PRs across five coding agents identifies seven agent-specific rejection modes including distrust of AI code and provides heuristics for classifying rejection reasons — directly operationalizable for governing agentic code review.
ARVYM6AW,discard,medium,"General textbook survey of AI/ML in software development lacks reproducible methodology, measurement approach, or operationalizable governance contribution."
7GDFZE98,keep,high,Directly addresses security of AI-generated code by exploring security-aware training and reinforcement learning techniques to reduce vulnerability — operationalizable for organizations managing AI code risk.
DPGD7AMK,discard,high,US-China general-purpose AI governance comparison focused on geopolitical divergence with no software engineering or code-specific angle.
72W6R4JG,keep,high,Feedback-based automated verification framework for vibe-coded systems introduces Functional Constraints Logic for runtime failure detection without human inspection — directly operationalizable for governing AI-generated code correctness.
JNZKUT67,discard,high,Legal theory paper reframing black-box AI design as criminal recklessness provides no operationalizable detection or governance mechanism for software engineering teams.
WMRPGH6M,discard,high,GDPR and EU AI Act analysis focused on data protection and debiasing of high-risk AI systems with no software engineering or code-specific angle.
NNK3235L,discard,high,Labor economics analysis of cognitive automation decoupling effort from output with no governance or oversight mechanism applicable to software engineering organizations.
GRQGVTXF,keep,high,"Empirical study measuring documentation commit ratios, message quality, and scope changes before and after AI coding tools across six major OSS repositories provides reproducible methodology for quantifying AI impact on software maintainability."
VZ48KCF8,discard,medium,Liability framework analysis is specific to agentic payment and treasury systems; the structural parallel to software code governance is insufficient to warrant direct transfer without substantial re-derivation.
DMABM3PL,discard,high,AI regulatory interoperability analysis situated in Canadian digital government infrastructure studies with no software engineering or code governance connection.
88B8LXAI,discard,high,"Political sociology analysis of corporate quasi-sovereignty (SpaceX, Meta, OpenAI) without an operational mechanism for software engineering governance."
JFFKDXG8,keep,medium,"Grounded theory study of vibe coding identifies a spectrum of oversight behaviors (no code inspection to careful review), trust calibration patterns, and stochastic debugging strategies that are actionable for tool design and developer training."
B2LRHZ5X,discard,high,Geopolitical AI standard competition analysis with no software engineering or code governance angle.
TEKJFMFV,discard,high,Copyright fixation and volitional-control analysis of AI training data has no code governance or liability-for-AI-generated-software angle.
G42BSHU8,discard,medium,LLM code generation benchmarks are HRI-domain-specific and the human oversight mention is incidental rather than an operationalizable governance mechanism transferable to general software engineering.
2IVJJNA5,keep,high,Empirical vibe coding comparison of GPT-4o and Gemini for web development applies a mixed-method evaluation framework to measure code quality and identify distinct generation paradigms — operationalizable for teams selecting and governing AI coding tools.
YWP5VZD3,keep,medium,"Critiques the assumption that human oversight adequately addresses automation bias and proposes systemic accountability measures along the full AI pipeline, directly challenging software governance assumptions about human code review adequacy."
FWKYVQPD,keep,high,"Proposes and analyzes an actionable three-pillar framework (hybrid integration, human oversight, context-aware deployment) for responsible vibe coding adoption including security and trust implications."
Y2U3QCLF,discard,high,"Agentic AI productivity analysis for legal professionals with no software engineering, code governance, or oversight mechanism."
MHW66YRN,discard,high,"Policy framework for AI workforce integration focused on labor rights and employment without code governance, risk measurement, or oversight contribution."
99U3BCVV,discard,medium,"Institutional document analysis of trust calibration and risk perception gaps is situated in legal/administrative contexts rather than software engineering teams, failing the operationalizability test for this domain."
UGQJJH59,discard,high,Human-in-the-loop LLM workflow applies to bioinformatics pipeline optimization — domain-specific with no structural parallel to software code governance.
WZCULPXN,keep,high,"Proposes a concrete framework with specific methods (static code analysis, threat modeling, penetration testing, bias testing) for identifying and managing AI tool risks in web application development — directly operationalizable for software engineering organizations."
BUCP7LX6,discard,high,Benchmarking and governance guidance for generative AI in academic research workflows with no software engineering or code governance angle.
5UEYTWBK,discard,high,Fashion industry AI compliance analysis covering supply chain IP and regulatory obligations — domain-specific with no software engineering connection.
HKRGPU6F,discard,high,"Case study of GenAI resurrecting obsolete software is a practical demonstration without governance, oversight, or risk measurement contribution."
Q3ZXUYPF,discard,high,Philosophical constitutional framework for AI governance lacks operationalizable mechanism for software engineering organizations.
6PJJRCW8,discard,medium,"Psychological risk categories (emotional reliance, mental health framing) in AI safety evaluation address user well-being rather than code quality, governance, or oversight of AI-generated code."
R822FTPW,discard,high,AI adoption challenges for financial inclusion in developing economies are domain-specific with no software engineering code governance angle.
S7BJA4RD,keep,high,"Mixed-methods empirical study in a 36-person Fintech software team quantifies the validation burden of AI coding tools (output verification, architectural alignment, prompt formulation) through a DevEx framework — directly operationalizable for managing oversight costs of AI-assisted development."
DJMBHHZN,keep,high,"MOSAICO proposes an integrated platform for orchestration, governance, quality assessment, benchmarking, and expert intervention in AI-agent communities applied to software engineering use cases — directly operationalizable for managing multi-agent coding systems."
F5FMFG6G,discard,high,Global South AI governance analysis focused on cloud infrastructure processing locality and public procurement policy with no software engineering or code governance angle.
W88FSFYR,discard,high,Financial transaction monitoring domain with human oversight framing but no software engineering governance angle or transferable methodology.
8NQZFTC5,discard,medium,Regulatory gap analysis between agentic AI capabilities and legal frameworks lacks operational mechanisms that SE organizations could directly adopt.
LBBJ3LGD,keep,medium,"Evaluates AI-generated code quality using cyclomatic complexity metrics within a model-driven methodology, providing a reproducible measurement approach for AI code risk assessment."
MEX7QUCP,discard,high,Legal AI for consumer contract reading in a legal domain with no software engineering governance angle.
C4SRPCPW,discard,high,AI agent for academic paper replication — academic research reproducibility domain with no software engineering governance angle.
P8735HWN,discard,high,Theoretical AI safety philosophy about instrumental convergence with no operational mechanism for software engineering governance.
AVBN2W7Z,discard,high,"Algorithmic regulation framework for personalized law in the consumer/legal domain, not software engineering."
6IRWK3FW,discard,high,EU AI Act analysis applied exclusively to legal sector AI systems with no software engineering or code development angle.
27YULT5I,keep,high,Directly identifies accountability and transparency deficits in AI-generated code migration and proposes standardized ethical review processes — operationalizable for SE organizations governing LLM-generated code.
IGEYRPWX,discard,high,Korean national AI governance policy analysis with no software engineering or code-specific angle.
33HNWZ53,keep,high,"Presents a concrete human-in-the-loop review layer specifically for terminal AI coding agents (Codex, Claude Code) with structured oversight mechanisms for code generation and execution."
9VKHJQNV,discard,high,Digital Services Act systemic risk analysis for platform governance with no software development or code angle.
FWDEJLCT,discard,high,Economic speculation about AGI-era value domains without operational mechanisms for software engineering governance.
D87A4CAS,keep,high,"Case study quantifying LLM development outcomes (30–40% acceleration, 30% error reduction) while identifying human-in-the-loop oversight requirements for code quality and security — directly actionable for SE teams."
SGRXVCQA,discard,high,Copyright analysis for AI-generated creative works (music) with no code or software engineering angle.
BBV8NMZE,discard,high,AI model export controls focused on biosecurity and pathogen risk with no software engineering governance angle.
E7BLCAPK,discard,high,Comparative UK/EU AI regulation policy analysis without software development or code governance angle.
NBAYKIVD,discard,medium,"General AI governance compliance framework for data protection without explicit software engineering, DevSecOps, or code development angle."
DKJ3H42Z,discard,high,AI intellectual property and sustainable development analysis without software engineering governance mechanisms.
58L74AVY,discard,high,Tax authority algorithmic transparency analysis in a domain-specific fiscal/legal context with no software engineering transfer.
C88VGWMI,keep,high,"Directly addresses vibe coding security risks with a constitutional constraint methodology showing empirical 73% defect reduction — provides a reproducible, operationalizable framework for SE teams managing AI-generated code."
2FLDI3TC,keep,medium,Empirical experiment comparing human vs. GenAI performance on Agile software management tasks with explicit discussion of human oversight requirements — directly actionable for software teams adopting AI tools.
X3WEGC7V,discard,high,Deep learning in finance with regulatory framing — domain-specific financial AI with no software development or code governance angle.
CLT4BV2L,discard,high,Anticipatory AI governance case study in Basque Country focusing on urban AI and data sovereignty with no software engineering angle.
U46GPIIM,discard,high,Copyright analysis for generative AI outputs with no code or software engineering angle.
7SZA9YHD,discard,high,Descriptive survey of GenAI security and privacy concerns without operational detection methodology or governance framework for SE organizations.
GXM7YZLC,discard,high,GDPR/EU AI Act SCOT analysis applied to healthcare AI consent and autonomy — domain-specific with no software engineering transfer.
DSWX3MNN,discard,medium,Detection framework targets AI-generated textual content for misinformation use cases rather than code — no software engineering angle despite potential methodological parallels.
SLK8NFZ6,discard,high,Hybrid AI accountability framework in accounting domain with no software engineering governance angle.
TTEUEB9V,keep,high,NIST AI 600-1 is a foundational governance profile for generative AI directly applicable to software engineering organizations managing AI-generated code.
4VXJUF5I,keep,medium,Presents a layered operational model for enterprise GenAI including software development workflows with human-in-the-loop systems and governance/compliance structures — operationalizable for SE organizations scaling AI adoption.
28R6AMDI,keep,medium,BYOAI-GOV framework operationalizes governance postures for informal workplace AI tool adoption (including Copilot) with behavioral archetypes and risk-tiered controls — directly applicable to SE org governance of developer AI tool use.
WTMZQULB,discard,medium,Describes GenAI capabilities for web development with general ethical considerations but lacks operational governance or oversight methodology for SE organizations.
5Q3CGWB9,discard,high,Legal analysis of EU AI Act dual regulatory structure with no software development or code governance angle.
TBZNY4G6,discard,high,EU AI Act international regulatory reach and Brussels Effect analysis with no software engineering angle.
IPVN7YVV,discard,high,AI governance analysis for wearable device systems — domain-specific non-software with no SE transfer.
KE8F2VNM,discard,high,Philosophical analysis of AI trust erosion and democratic legitimacy without operational mechanism for software engineering governance.
6XXZJUW8,discard,high,AI arbitration governance analysis in legal domain with no software engineering angle.
3S6ZDXGW,discard,medium,Edge AI governance for banking supervision includes human-in-the-loop mechanisms but banking regulatory domain limits transfer to software engineering code oversight.
EHCPZI63,discard,high,Literature review on AI in strategic organizational decision-making without software engineering specificity or operational code governance mechanisms.
RFWY7U7L,discard,high,AI for legal due diligence in M&A — legal/corporate domain with no software engineering governance angle.
NHF4J3YZ,discard,high,"Descriptive taxonomy comparing AI paradigm types without a governance, measurement, or oversight mechanism applicable to software engineering."
DZYEZVFE,keep,high,"SLR synthesizing 90 studies surfaces actionable findings on verification overhead, security risks, over-reliance, and audit needs for AI-generated code in IDEs."
ZB3YIQXF,discard,medium,Federal AI governance framework targets government policy systems rather than software engineering organizations managing AI-generated code.
FLDAS7UC,keep,medium,'Friction-as-verification' and proxy collapse framework for AI-generated content at scale could directly transfer to code review governance under high AI volume conditions.
ZFIYX9FX,discard,medium,Normative survey chapter on ethical AI in software engineering lacks empirical findings or novel operational mechanism beyond existing guidance.
3IJKHGNN,discard,high,AI-generated image copyright analysis with no code angle — creative content copyright is a primary discard pattern.
VG6CIDQW,keep,high,Implements a transparent HITL mechanism giving developers visible control over AI context in code generation — directly operationalizable for oversight scaling.
AY6Q6ENG,discard,high,RAG-based HITL for climate policy document analysis is domain-specific with no structural parallel to code governance.
LJUAJUX9,discard,high,AGI architecture paper describing replication safeguards without software engineering governance angle — fits the agentic-AI-as-infrastructure discard pattern.
CNGP5KBB,keep,high,Empirical evaluation showing context-enriched LLM code review achieves 40%+ helpful comment rate provides a reproducible benchmark for automated code review quality.
I982RGGZ,discard,high,Agentic AI for banking fraud detection is domain-specific to financial services with no transferable code governance mechanism.
VE8L4FT2,discard,high,Children's rights and AI governance policy mapping — no software engineering or code angle.
3QUL87JY,keep,medium,"Governance framework for agentic AI systems targeting engineers and security architects in enterprise deployment overlaps with agentic code tool governance, though code-specific scope is unconfirmed in the abstract."
9CNWKK5M,discard,high,LLMs in higher education — education domain application with no code governance angle.
BP4QAI5B,discard,high,User sentiment analysis of ChatGPT reviews is descriptive with no governance or oversight mechanism.
THLYFHFP,discard,medium,Enterprise modernization methodology using agentic AI focuses on organizational change management rather than governing AI code generation risks.
3HV2L8GN,discard,high,Journalist remuneration framework for AI training data — creative content domain with no code angle.
E3E5YA2E,keep,medium,"Empirical phenomenological study documenting automation bias, hidden vulnerabilities, and organizational oversight gaps in AI-augmented software development provides operational baseline for intervention design."
CW7U56AL,discard,high,AI adoption framework for electric utilities — energy sector domain with no code governance angle.
KKKZVFAW,discard,medium,Synthesis of enterprise AI adoption failure patterns is management/organizational focused rather than providing an operationalizable code governance mechanism.
NLHXHWGH,discard,high,General responsible AI ethics review covering fairness and accountability without novel operational contribution for software engineering.
P6QS5HMN,discard,high,Scoping review of LLMs for legal advice — legal domain application with no code governance angle.
7QRAZHAC,discard,medium,Automated IoT code generation study maximizes autonomous deployment accuracy rather than governing or measuring human oversight of AI-generated code.
KME92EB9,discard,high,Deep learning time series forecasting framework — domain-specific with no code governance angle.
GFEEATIZ,discard,high,LLM feedback on academic research papers — peer review domain with no code governance angle.
XWRDVMR6,keep,high,Direct technical comparison of vibe coding platforms with enterprise governance and security analysis is core SLR subject matter with practitioner guidance.
AYMMTDV3,discard,high,Automated law enforcement analysis covering surveillance and profiling — non-transferable legal/administrative HITL domain.
5ZWK99FU,discard,high,AI ethics framed through spiritual philosophy and UNESCO/OECD policy is normative with no operational mechanism for code governance.
E8RZKWWI,discard,high,"Agentic AI data management infrastructure paper — no code governance angle, fits the agentic-AI-as-infrastructure discard pattern."
742V82BK,discard,medium,AI-enhanced zero trust security operations focus on access control and threat detection rather than governing AI-generated code.
6EVHXTCC,discard,high,Juror experiment on AI-assisted audit failure liability — legal/accounting domain with no software or code angle.
CWUPRIIQ,keep,high,"Industrial study measuring LLM automated code review impact across 4,335 PRs with quantified comment resolution rates and PR duration effects — directly operationalizable."
DIYY4PC6,discard,high,HR workforce transformation under agentic AI focuses on talent and productivity with no code governance mechanism.
3JUX3JPI,discard,medium,Synthetic data as EU AI Act compliance mechanism addresses data governance for high-risk systems without a software development or code-generation angle.
