item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
TF38UFMR,"Circular flow model for agentic AI: recursive risk, autonomy, and operational instability","As artificial intelligence shifts from static inference toward autonomous agency, traditional linear governance and risk frameworks are becoming increasingly / Agentic AI systems reason, plan, act, and learn within recursive decision loops, repeatedly ingesting the consequences of their own actions. / agentic AI, circular flow model, recursive risk, operational resilience, AI governance, executive accountability, autonomous systems",maybe,medium,"Recursive risk governance framework for agentic AI addresses operational resilience and executive accountability applicable to agentic coding tools, but abstract lacks explicit software or code connection",keep_queue
K9A8Z32M,Generative AI for requirements engineering: a systematic literature review,"Introduction: Requirements engineering (RE) faces challenges due to the handling of increasingly complex software systems. These challenges can be addressed using generative artificial intelligence (GenAI). Given that GenAI-based RE has not been systematically analyzed in detail, this review examines the related research, focusing on trends, methodologies, challenges, and future work directions.<br /> Methods: A systematic methodology for paper selection, data extraction, and feature analysis is used to comprehensively review 238 articles published from 2019 to 2025 and available from major academic databases.<br /> Results: Although generative pretrained transformer models dominate current applications (67.3% of studies), the research focus remains unevenly distributed across RE phases, with analysis (30.0%) and elicitation (22.1%) receiving the most attention and management (6.8%) remaining underexplored. Three core challenges-reproducibility (66.8%), hallucinations (63.4%), and interpretability (57.1%)-form a tightly interlinked triad affecting trust and consistency, and strong correlations (>= 35% co-occurrence) indicate that these challenges must be addressed holistically. Industrial adoption remains nascent, with > 90% of studies corre-sponding to early-stage development and only 1.3% reaching production-level integration. Evaluation practices show maturity gaps, limited tool/dataset availability, and fragmented benchmarking approaches.<br /> Conclusions: Despite the transformative potential of GenAI-based RE, several barriers hinder its practical adoption. The strong correlations among core challenges demand specialized architectures targeting interdependencies rather than isolated solutions. The limited real-world deployment reflects systemic bottlenecks in generalizability, data quality, and scalable evaluation methods. Successful adoption requires coordinated development across technical robustness, methodological maturity, and governance integration. A multiphase research roadmap emphasizing evaluation infrastructure strengthening, governance-aware development, and industrial-scale standardization is proposed.",maybe,medium,"SLR of 238 GenAI RE studies identifies reproducibility, hallucination, and interpretability as tightly interlinked core challenges with governance-aware development roadmap; adjacent to code generation governance but focused on requirements phase",maybe_queue
6F5S59DR,The board's new observer: fiduciary duties and algorithmic agency under the 2026 EU AI act,"By synthesizing the EU AI Act’s mandates for human oversight (Article 14) and AI literacy (Article 4), the paper identifies a new legal standard: ""Cognitive / It moves beyond ""Human-in-the-Loop"" fallacies to advocate for Real-Time Adversarial Auditing and the mandatory appointment of a Chief AI Oversight Officer / Agentic AI, EU AI Act, Fiduciary Duties, Corporate Governance, Duty of Care, Business Judgment Rule, Article 14 Oversight, Algorithmic Agency, Large Action / Models (LAMs), Caremark Doctrine, Shadow Directors, AI Liability Directive",maybe,medium,Proposes real-time adversarial auditing and Chief AI Oversight Officer role under EU AI Act Article 14; oversight mechanisms are transferable but paper is framed in corporate fiduciary/board context requiring re-derivation for engineering organizations,keep_queue
JXTFT642,Liability for copyright infringing output of generative AI systems -evolving the European reproduction right,"Generative AI systems can sometimes produce output that infringes copyrights. / As far as communication to the public is concerned, the CJEU has already established a flexible liability regime covering such secondary liability cases / Aritificial Intelligance, AI, AI output, copyright, reproduction, making available to the public, liability, primary liability, secondray liability, AI / user, AI provider, direct infringement, indirect infringement, copyright infringement, CJEU Ocilion, CJEU YouTube/Cyando, CJEU Cyando, duty of care",maybe,medium,"EU reproduction right liability framework for AI-generated outputs could generalize to AI-generated code licensing scenarios, but abstract's case law is drawn from media/streaming context without establishing code-specific applicability",keep_queue
KWTKFL8V,Navigating the European liability landscape of artificial intelligence: new proposals and ChatGPT,"producer’s liability for defective products as well as a novel directive focusing solely on the liability of AI. / In light of large generative AI models like Bard, Bing, or ChatGPT, it is crucial to recognize that the path taken by any legislator might be difficult / AI, Artificial Intelligence, ChatGPT, EU law, Large Language Models, liability, product defect, product liability, regulation, robots, tort law",maybe,medium,"EU liability framework for AI outputs from large generative models (explicitly including ChatGPT, Bard, Bing) could apply to AI-generated code defects, but abstract establishes product liability framework without code-specific angle",keep_queue
ZX8V7UJS,AIOps for reliability: evaluating large language models for automated root cause analysis in chaos engineering,"As modern IT infrastructures grow in complexity, root cause analysis (RCA) is becoming increasingly crucial for Site Reliability Engineering (SRE). Traditional RCA relies heavily on human expertise, making incident resolution time-consuming and error-prone. With the rise of AIOps (Artificial Intelligence for IT Operations), Large Language Models (LLMs) have emerged as potential tools for automating incident detection and diagnosis. This study evaluates the capability of GPT-4o, Gemini-1.5, and Mistral-small in diagnosing system failures purely from observability metrics within a chaos engineering framework. We simulate eight real-world failure scenarios in a controlled e-commerce environment and assess LLMs’ performance in zero-shot and few-shot settings compared with Site Reliability Engineers. While LLMs can identify common failure patterns, their accuracy is highly dependent on prompt engineering. In zero-shot settings, models achieve moderate accuracy (44–58%), often misattributing harmless load spikes as security threats. However, few-shot prompting improves performance (60–74% accuracy), suggesting that LLMs require structured guidance for reliable RCA. Despite their potential, LLMs are not yet ready to replace human SREs, who achieved over 80% accuracy due to hallucinations, misclassification biases, and lack of explainability. The findings highlight that LLMs can be co-pilots in incident response, but human oversight remains essential.GitHub with code and dataset: https://github.com/szandala/llms-chaos-engineering © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",maybe,medium,"Empirical quantification of LLM vs human SRE diagnostic accuracy (44-74% vs 80%+) in software operations demonstrates measurable human oversight necessity with transferable finding, but domain is IT incident response not code generation",maybe_queue
Z2VYE325,"ZelC: a cybersecurity-native programming language for intent-gated, capability-scoped, evidence-generating operations in the agentic AI era","General-purpose languages (GPLs) can automate these workflows, but they model security actuation as ordinary side effects of arbitrary code, leaving safety, governance / AI era. / incident response, policy-as-code, capability security, effect systems, information-flow control, tamper-evident logs, Merkle trees, proof-carrying code, agentic / AI safety, abstract interpretation, domain-specific languages, kinetic gate",maybe,medium,Proposes a DSL (ZelC) with policy-as-code and capability scoping for agentic AI — software governance mechanism is present but the tool is speculative/pre-release and adoption path for SE orgs is unclear from the abstract,maybe_queue
XIMJ3DHW,Explainable fairness in regulatory algorithmic auditing,The framework promotes algorithmic accountability and transparency by focusing on explainability to regulators and the public.,maybe,low,"Algorithmic accountability/explainability framework for regulatory auditing — abstract is a single sentence, leaving domain applicability and whether the mechanism transfers to SE contexts entirely unresolvable",keep_queue
W45LQPBM,The harm blindness framework: a practical application methodology for stakeholder harm prevention in technology development,"motivation-agnostic design addresses a significant limitation of existing ethical frameworks, which typically require ethical commitment as a precondition for adoption / stakeholder analysis, harm prevention, technology ethics, risk management, AI governance, development methodology",maybe,medium,"Motivation-agnostic harm blindness framework for stakeholder harm prevention in technology development — software-adjacent scope, but transferability to AI code governance specifically requires an argument not provided in the abstract",keep_queue
DYYFCXQD,Text and data mining of computer programs in the current EU copyright framework,"The proliferation of generative AI has steered the discussion about text and data mining (TDM) in copyright law towards the problem of generative models / However, generative AI is not the only case for TDM. / TDM, copyright, computer programs, AI, text and data mining, software",maybe,medium,"TDM copyright framework explicitly addresses computer programs as a distinct category — could apply to AI training on code, but abstract is unclear whether SE governance implications are developed or only legal classification is offered",maybe_queue
JCAQ3AHU,AI certification and assessment catalogues: practical use and challenges in the context of the European AI act,Our methodology involves leveraging the Fraunhofer AI Assessment Catalogue as a comprehensive tool to systematically assess an AI model’s compliance with,maybe,medium,Practical AI compliance assessment methodology using Fraunhofer catalogue for EU AI Act; abstract too thin to confirm whether assessment scope covers software development contexts specifically,keep_queue
VKJCRD4X,Position: aligning AI requires automating reasoning norms,"Despite growing interest in AI alignment, confusion remains about what alignment means and should mean.",discard,low,Position paper with a one-sentence abstract providing no evaluable content; alignment through automating reasoning norms is plausibly relevant but operationalizability cannot be assessed,keep_queue
JUYPVSIW,Who is using AI to code? Global diffusion and impact of generative AI,,keep,low,"No abstract available; title indicates empirical study of global AI coding tool diffusion and impact, which would be directly relevant to understanding AI code generation adoption at scale",keep_queue
89YLID37,The conflict of the engineering and the legal mindset in the artificial intelligence act,"This article argues that the product compliance regulations within the AI Act are inadequate for preventing violations of human rights. / By extending engineering logic to the protection of these nuanced concepts, the AI Act introduces potential confusion and challenges in its application",maybe,medium,"Substantive critique that EU AI Act product compliance framework misapplies engineering logic and is inadequate for human rights protection — raises governance design implications for software orgs navigating AI Act compliance, but primarily legal theory without operational mechanism",keep_queue
Y5IZ4RW6,"Coordinating risk-management in the AI value chain: fictions, frictions and predictions from the European approach","Effective governance of these risks must not only allocate responsibilities to the right actors in the chain, but also secure ongoing cooperation among / The EU AI Act offers one model in the way it seeks to govern High Risk AI Systems (HRAIS), and allocate some responsibilities between designated HRAIS / AI Act, value chain, coordination, contract, risk management",maybe,medium,"EU AI Act risk allocation framework across the AI value chain plausibly transfers to software development supply chains, but abstract does not explicitly address software engineering organizations or DevSecOps pipelines, leaving transferability unresolvable without full text.",keep_queue
H2F9R5RA,WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems,"AI governance does not fail because controls are absent. / Most organizations have governance policies, assigned roles, and documented oversight procedures. / Agentic AI, Ai Governance, Autonomous Agents, Human Oversight, Human Factors, Organizational Accountability, Governance Readiness., Cognitive Surrender",maybe,medium,Governance diagnostic framework for autonomous agentic system readiness addresses cognitive surrender and missing accountability structures; plausible transfer to SE organizations managing agentic coding tools but no explicit software connection in abstract.,keep_queue
B4DXPGDG,Future of Work with AI Agents: Auditing Automation and Augmentation Potential across the US Workforce,,discard,low,"Empty abstract prevents substantive evaluation; title suggests workforce automation audit at macro-economic level rather than software engineering code governance, but uncertainty is high.",maybe_queue
AVLEUGVB,The AI implementation paradox: organizational contradictions and the emergence of the AI-native organization,"This paper introduces the concept of the ""AI-native organization,"" defined as an organization structurally redesigned to integrate AI as an amplifier of / The framework contributes to the emerging literature on AI governance, human-AI collaboration, and organizational transformation by providing a structured / Artificial Intelligence, Human Resources, Organizational Design, AI Governance, Future of Work, Human-AI Collaboration, Automation, Decision Support Systems",maybe,medium,"AI-native organization framework includes AI governance and human-AI collaboration dimensions that could apply to software engineering organizations, but abstract frames the contribution around general organizational transformation rather than code-specific oversight.",keep_queue
JS8VQXPH,AI ROI analysis: evidence from 200 B2B deployments(2022-2025),"This challenges the assumption that bigger AI investments deliver better returns. / Human-in-the-Loop governance: 88.5% adoption rate, 4.3× reduction in critical incidents
2. / 2. / Artificial Intelligence, Return on Investment, B2B, Machine Learning, Business Intelligence, AI Adoption, Digital Transformation, France",maybe,medium,Empirical analysis of 200 B2B AI deployments reporting HITL governance achieves 4.3× critical incident reduction — quantitative oversight evidence is potentially operationalizable but broad B2B scope makes software-specific transferability unclear,maybe_queue
ACPKFPNE,Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,"While the industry seeks to leverage Large Language Models (LLMs) for efficiency, strict regulatory frameworks (e.g., NYDFS Part 500, EU AI Act) demand / This paper proposes a novel, operational governance framework: The TRUST Model (Triage, Review, Underwrite, Strengthen, Track). / Shadow AI, Banking, Human-in-the-Loop, AI Governance, Risk Management, LLM Guardrails, Generative AI Banking, AI Guardrails, NIST AI RMF, AI Risk Management",maybe,medium,"Five-step HITL TRUST Model (Triage, Review, Underwrite, Strengthen, Track) for generative AI governance in banking — concrete operational framework with plausible transferability to code review but banking regulatory context (NYDFS Part 500) may require re-derivation",keep_queue
F72TIGMC,Bounded agency: an ethical and institutional limit for autonomous AI systems,"Across financial systems, content platforms, healthcare AI, and enterprise automation, the absence of Bounded Agency appears systemic rather than exceptional / governance. / Bounded Agency, Bounded Agency Limit (BAL), AI Governance, Autonomous Systems, Algorithmic Decision-Making, Institutional Design, AI Ethics, System Complexity",maybe,medium,"Bounded Agency Limit (BAL) framework for constraining autonomous AI across enterprise automation contexts — concept is operationalizable and enterprise automation scope includes potential code tooling, but requires domain translation to software engineering",keep_queue
Z955M55A,Bummed about AI? What are you gonna do about it?,"automation bias, over-reliance, centaur systems, human judgment, technology and society, legal education, professional responsibility, decision making, AI governance / , AI regulation",maybe,medium,"Discusses automation bias, over-reliance, and centaur systems in AI-assisted professional practice — core Tier 2 human oversight concepts are directly relevant to code review, but legal education framing raises transferability questions not resolvable from abstract",keep_queue
3TL98CSA,"Enterprise large language models: knowledge characteristics, risks and organizational activities","Since the release of OpenAI’s ChatGPT, there has been substantial interest in and concern about generative AI systems. / This paper investigates some of the characteristics, risks and limitations with the enterprise use of generative AI systems. / Generative AI Systems (GAIS), Large Language Models (LLM), Expertise, Enterprise Generative AI, Generative AI Manipulation, Experimental / Analysis, Human-in-the-Loop, BARD, ChatGPT, BlenderBot,",maybe,medium,"Investigates risks, characteristics, and limitations of enterprise generative AI systems including HITL and manipulation risks — enterprise LLM risk analysis is potentially transferable to software governance but abstract does not establish code-specific applicability",keep_queue
BQKB8WTD,A more insecure ecosystem? ChatGPT’s influence on cybersecurity,"Regulatory efforts to manage AI’s risk to individuals, organizations, and society are well underway; however, these are still very much in their infancy / While there remain vocal detractors, AI researchers continue to develop more powerful models independent of regulatory oversight.",discard,low,Cybersecurity landscape analysis of ChatGPT's influence on the AI ecosystem — abstract too thin to confirm measurement methodology and appears descriptive-only without governance response,maybe_queue
RYXXXIFJ,Access to algorithms,"The law of access performs three critical functions in promoting algorithmic accountability and transparency. / algorithmic accountability, law and technology, transparency, automation",maybe,medium,Legal access framework for algorithmic accountability and transparency through law of access doctrine — transferability to software team audit requirements for AI systems is plausible but requires domain argument not resolvable from the abstract,maybe_queue
5257HHP3,"Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together","While T&S risk assessment often operates at a feature or content level, increasing adoption of AI suggests practitioners may benefit from lessons learned / This chapter explores increasing intersection points between T&S and Responsible AI, describing tools to equip T&S teams and other interested stakeholders / Trust & Safety, Responsible AI, AI Auditing, Auditing",maybe,medium,"Explores practical intersections of Trust & Safety risk assessment with responsible AI auditing and provides practitioner tools — transferability to software code governance depends on scope of auditing mechanisms discussed, unresolvable from the abstract",keep_queue
REIRCM24,Automated tax planning: who’s liable when AI gets it wrong?,"Forty percent of legal professionals use or plan to use generative AI, and 50 percent believe that generative AI will transform legal practice. / What do tax practitioners need to know before they dive into using generative AI in their daily work? / professional responsibility, tax, legal singularity, generative AI, professional liability",maybe,medium,Professional liability framework for generative AI in tax practice addressing practitioner responsibility — transferability to code liability questions is plausible but requires domain translation not resolvable from the abstract,maybe_queue
PQ4EJ94L,Beyond remediation: an irreversibility threshold for preventive AI governance,"Existing AI governance instruments provide essential foundations for oversight, with strong capabilities for harms that can be detected, bounded, attributed / Through comparative regulatory analysis of four core Euro-Atlantic frameworks (the EU AI Act, the NIST AI RMF, the UK White Paper, and the OECD incident-reporting / Al governance, EU AI Act, conformal prediction, labor displacement, model collapse, precautionary principle, systemic irreversibility",maybe,medium,"Proposes irreversibility threshold concept for preventive AI governance comparing EU AI Act, NIST AI RMF, UK White Paper, and OECD frameworks — transferability to software deployment governance is plausible but the paper focuses on societal-level systemic risks",keep_queue
NTJ4X4LE,The two faced lie: regulation of generative AI and watermarking,Generative AI refers to technology designed to generate new content in response to an adaptive user prompt trained on a broad set of data. / AI.,maybe,low,Generative AI watermarking regulation analysis — abstract is too thin to determine if a code-specific provenance tracking angle exists; transferability to AI code attribution governance is speculative,keep_queue
NH5MSAQ4,A fully automated agent for end-to-end code translation and validation,"Migration of software across programming languages is a critical yet labor-intensive task, often requiring deep code understanding and manual intervention. In this study, we develop a fully automated agent for end-to-end code translation and validation. First, we generate code comments from Java source code using various large language models (LLMs) to enhance code comprehension and facilitate cross-language translation. Second, leveraging these AI-generated comments, we automatically generate equivalent C# code, demonstrating the potential of AI in software migration and interoperability. Third, we complete both Java and generated C# code and prepare them to execute. Fourth, we apply automated unit testing to assess functional correctness and ensure the reliability of AI-generated code. Our results show that a fully automated LLM agent may be effective in bridging programming languages with human-in-the-loop. This approach opens new possibilities for scalable, AIdriven software modernization and cross-platform development. We recommend that such an LLM agent should be used in tandem with human experts during the generation of a reliable and correct code. © 2025 IEEE.",maybe,medium,"Presents AI code translation with automated unit test validation and human-expert collaboration recommendation, but primarily a capability paper with governance angle too peripheral to classify as a direct hit",maybe_queue
DQYFMUG9,AI agents' shadow principals,"provides around reasoning through when one entity acts on behalf of another as an intuitive and useful analytical framework for thinking through the governance / agentic AI, AI agents, AI regulation, artificial intelligence",maybe,medium,"Principal-agent analytical framework for governing agentic AI provides governance vocabulary transferable to software engineering oversight of AI coding agents, but lacks explicit code or SE application",keep_queue
8R9TKC2I,"In AI We Trust: Ethics, Artificial Intelligence, and Reliability",,discard,low,No abstract available; title suggests general AI ethics/reliability without identifiable software engineering governance contribution,maybe_queue
MDTBNGDC,A federated observability architecture pattern for reliable agentic AI software systems across the AI,"ContextMulti-agent agentic AI systems generate evolving, and non-deterministic telemetry that reflects reasoning, decision-making, adaptive workflows, / in agentic AI software systems. / Multi-Agent Systems, federated observability, data flow, schema normalisation, reliability, agentic AI, trustworthy AI, AI-driven architecture",maybe,medium,"Federated observability architecture for monitoring multi-agent agentic AI software systems could enable governance of AI coding agents, but the abstract does not explicitly connect to code generation or software engineering oversight",maybe_queue
9LSVAEIL,SAFEARC: a seven-pillar operational architecture for socio-technical AI governance,"SAFEARC integrates requirements from the EU AI Act, OECD AI Principles, NIST AI Risk Management Framework, and ISO/IEC 42001 into a unified workflow structured / The paper demonstrates that SAFEARC enhances auditability, improves internal coordination, and supports socio-technical readiness for emerging AI regulation / Socio-Technical Systems, AI Governance, Regulatory Convergence, Operational Architecture, Compliance, Risk Management, Organizational Capacity",maybe,medium,"Unified seven-pillar AI governance architecture integrating NIST, EU AI Act, and ISO/IEC 42001 with empirical auditability improvements — transferable to software org compliance workflows but lacks explicit code or SE focus",keep_queue
QGFVHN46,Managing GenAI's uneven performance: a governance framework for law firms,"Firm leaders circulate communications directing lawyers to ""please continue to incorporate AI into your practice."" / It is built around a principle that current law firm policies miss: the central governance question is not what AI is producing, but what AI is replacing / Generative AI, Law Firm Governance, AI Governance, Legal Technology, Jagged Frontier, Professional Responsibility",maybe,medium,Law firm GenAI governance framework centers on what AI replaces vs. produces — a transferable principle — but domain-specific framing and thin abstract prevent confident resolution of software engineering applicability.,keep_queue
8BPVBQ2H,"Bias-free and auto-evolving generative AI: design principles, architectures, and reinforcement integration","The increasing deployment of generative Artificial Intelligence (AI) systems, particularly large language and multimodal foundation models, presents unprecedented challenges in software engineering. Current development pipelines face issues such as bias propagation, evolving model integration, security vulnerabilities, and lack of explainability, especially in compliance with AI regulations. This paper presents a comprehensive framework for engineering bias-free and auto-evolving generative AI systems, addressing key technical and regulatory challenges through modular software design, hardware-aware optimisation, and human-in-the-loop reinforcement learning. We propose a reference architecture that integrates fairness-aware orchestration, explainability mechanisms, and resilience against prompt and dataset poisoning. © 2026 IEEE.",maybe,medium,"Reference architecture addressing software engineering pipeline challenges (bias propagation, security vulnerabilities) with HITL reinforcement, but it is unclear whether this governs AI-generated code or the engineering of AI systems themselves.",keep_queue
NGIH5T4C,The evolving landscape of code review: leveraging artificial intelligence for enhanced software quality and developer productivity,"This paper explores how artificial intelligence (AI) reshapes code review by enabling automation, improving accuracy, and promoting coding standardization / Case examples from leading tech firms underscore AI's transformative potential while emphasizing the need for ethical safeguards and human oversight.",maybe,medium,"Directly covers AI-enhanced code review with human oversight angle but abstract language (explores, case examples, emphasizing need) suggests descriptive survey rather than empirical operationalizable contribution.",keep_queue
3IH4PUPA,"Evaluating the impact of explainable artificial intelligence (XAI) techniques on trust, transparency, and decision-making accuracy in high-stakes machine learning applications","Explainable Artificial Intelligence (XAI) has emerged as a critical solution to address the opacity of complex models by providing human-interpretable / The findings highlight that while XAI can enhance transparency and foster informed human oversight, the effectiveness of explanations is highly context-dependent / Explainable Artificial Intelligence (XAI), Machine Learning Transparency, Algorithmic Trust, High-Stakes AI Systems, Decision-Making Accuracy, SHAP, LIME",maybe,medium,"Empirical evaluation of XAI techniques for human oversight trust in high-stakes ML provides measurement methodology with plausible transfer to code review oversight, but domain applicability is not resolvable from the abstract.",maybe_queue
KNX6AJCH,How audit readiness capability reshapes organisational knowledge credibility: a theoretical model based on full-volume lossless evidence graphs,"Against the backdrop of widespread generative AI adoption, proliferating synthetic content, and intensified data contamination and cross-platform dissemination / While transparency, accountability, and organizational learning research underscore the importance of disclosure, oversight, and error correction, they / Audit readiness capability, Knowledge credibility, Evidence chain, Evidence map, Traceability, Restorable, Accountability",maybe,medium,"Theoretical model for audit readiness using lossless evidence graphs in generative AI context has plausible application to code audit trails, but transfer from organizational knowledge credibility to code governance requires domain argument.",maybe_queue
778DRS29,"Governing the AI productivity promise organizational capital, governance quality, and the capture of AI-assisted development gains a working paper on AI governance as intangible capital","AI productivity, organizational capital, governance multiplier, agentic AI, intangible capital, software development, aao-methodology",maybe,low,Abstract too sparse to assess whether governance quality framework for AI-assisted software development presents a measurable mechanism or only conceptual argument about governance as organizational capital.,maybe_queue
K8PJIPQJ,Empirical validation of open bias architecture (OBA) in GPT models: a structural framework for bias detection and model-state diagnostics,"These findings position OBA as a practical, reproducible infrastructure for AI auditing, governance, and applied system design.",keep,low,"Claims reproducible AI auditing and governance infrastructure but single-sentence abstract prevents assessment of methodology, scope, or applicability to code contexts",maybe_queue
ZT2YAEN9,The probabilistic operating system (POS): governing living enterprises under uncertainty,"Yet modern AI systems continue to treat enterprise reality as: 
• Deterministic
• Independent / Yet modern AI systems continue to treat enterprise reality as: / • Deterministic / • Independent / We introduce the Probabilistic Operating System (POS) — the first AI governance architecture designed to govern living enterprises, not merely predict",maybe,low,Claims first enterprise AI governance architecture but abstract is too concept-heavy to assess whether the probabilistic framing operationalizes or transfers to software engineering contexts,maybe_queue
GBGN236Z,"An enterprise AI operating model for regulated pharmaceutical organizations: governance, risk, and scalable implementation","Artificial intelligence (AI) adoption in pharmaceutical organizations is rapidly moving beyond isolated pilot initiatives toward broader enterprise / Artificial intelligence (AI) adoption in pharmaceutical organizations is rapidly moving beyond isolated pilot initiatives toward broader enterprise / Instead, it positions governance as trust infrastructure: a reusable organizational capability that enables responsible AI scale while preserving the primacy / Artificial Intelligence, Pharmaceutical Governance, Regulated Organizations, Enterprise Operating Model, Risk Stratification, Lifecycle Assurance",maybe,medium,"Enterprise AI operating model positions governance as reusable organizational capability enabling responsible AI scale, but heavy pharmaceutical regulatory framing limits transferability without re-derivation",keep_queue
BE3RJELK,Entropy alignment: a framework for governing randomness in AI-enabled enterprise systems,"Existing AI governance frameworks emphasize ethics, transparency, and risk mitigation, yet often fail to provide a unifying technical principle that explains / The framework offers actionable guidance for enterprise AI governance, system design, and risk containment. / Human-AI Interaction, Cybernetics, Adaptive Systems, AI Governance, Enterprise Intelligence, Enterprise AI, Entropy",maybe,low,Claims actionable enterprise AI governance guidance using entropy/cybernetics framing but abstract is too thin to assess whether the framework operationalizes beyond metaphor,keep_queue
8I9VS22E,An institutional view of algorithmic impact assessments,This Article demonstrates how emerging research within the field of algorithmic accountability can also inform the shape of AIA regulation.,maybe,medium,Algorithmic impact assessment regulatory design could inform software org governance of AI coding tools but requires translation from policy context to engineering practice,keep_queue
SD744UB3,Are organisations ready for ai security compliance: a cross-sector survey,"There are already standards that govern AI security by ISO and NIST, and legislation like the EU AI Act and California laws. / Third, organisational compliance readiness is extremely low (19%).",maybe,medium,"Cross-sector empirical survey measuring compliance readiness (19%) for ISO/NIST/EU AI Act is operationalizable but does not distinguish software engineering organizations from other sectors, leaving transferability unresolved.",keep_queue
YBBKP9QC,Guardians of the grid: rethinking AI and data governance in the agentic era,"As organizations rapidly adopt generative and agentic AI systems, the foundation of trustworthy decision-making—data governance—faces unprecedented / Key pillars include trust-building, agent oversight, adaptive councils, and new AI-specific KPIs such as hallucination rate, task completion, and ethical",maybe,medium,"Proposes agentic AI governance KPIs (hallucination rate, task completion, ethical) that could apply to software organizations, but the abstract lacks empirical validation and specificity to software development contexts.",keep_queue
IEKZGF9W,Artificial intelligence-augmented decision-making: examining the interplay between machine learning algorithms and human judgment in organizational leadership,"The paper discusses the bright and dark sides of the relationship between human judgment and AI-driven machine learning (ML) algorithms. While discussing important issues, such as algorithm aversion, automation bias, and trust, it probes into how AI improves decision-making efficiency through predictive accuracy, resource optimisation, and data-driven insights. Even as AI can revolutionise decision-making, its effective integration must balance algorithmic output and human judgment. The most critical challenges include automation bias resulting from over-reliance on advice given by AI and algorithm aversion driven by concerns related to AI failures. Open systems, explainable AI (XAI) frameworks, and user-centered design can help to engender confidence in AI systems and alleviate these issues. Accountability, equity, and prejudice concerns raise further ethical considerations with AI. The study proposed several tactics that might mitigate such challenges: audits of ethics, adherence to legal policy, and integration of the AI systems with the company’s values. It underlines the human-AI collaboration that will be increasingly necessary, as well as hybrid models for decision-making that bring algorithmic accuracy to human intuition. It follows the case study review and empirical findings with practical lessons for organisational leaders on ethics, best deployment practices for AI, and tactical ways to engender better collaboration and trust. The conclusion outlines the need to enhance the explainability features of AI, study cognitive dynamics in decision processes, and work out ethical schemata guiding leading positions for AI. Beyond providing a roadmap for organisations to leverage the interaction of human judgment and machine intelligence to drive and achieve more ethical and effective leadership outcomes, this paper tries to contribute to the ongoing debate on AI-augmented decision-making. © 2025, Creative Publishing House. All rights reserved.",maybe,medium,"Addresses automation bias, algorithm aversion, and XAI frameworks for organizational human-AI decision-making with concrete mitigation tactics that plausibly transfer to code review oversight, but context is general leadership rather than software engineering.",keep_queue
GP6BAA4C,Does my README file need to be updated? Exploring LLM-based README maintenance,"The README file serves as a critical source of information for gaining an overview and helping developers onboard to an Open Source Software (OSS) project. Yet, documentation issues persist; in particular, ``outdated'' documentation is perceived by developers as one of the most frequent and severe challenges with gaining project understanding. While previous studies have aimed to mitigate this problem, they typically either rely on highly-engineered solutions focused on specific code components or employ generative methods that are ineffective for incremental maintenance. In this study, we propose a lightweight Large Language Model (LLM)-driven approach to facilitate precise, localised README file updates within a human-in-the-loop workflow. Specifically, given a pull request (PR), our pipeline determines whether an update is necessary; if so, it identifies the precise locations where updates should be applied and provides a justification based on the triggering events. Our evaluation on 27,772 PRs across 714 popular repositories demonstrates high precision and utility. Furthermore, we performed a qualitative failure case analysis to provide deeper insights and directions for improvement. We also conducted a retrospective study on 20 sampled repositories, complemented by a case study with a developer of a large OSS project. These evaluations demonstrate that the tool effectively identifies overlooked PRs requiring README updates, thereby helping to mitigate the risk of outdated documentation. Finally, we provide concrete implications for practitioners and researchers, highlighting the need to further explore effective interaction patterns to incorporate documentation update tools into the OSS development workflow.",maybe,medium,"LLM-based HITL pipeline for detecting outdated README files evaluated on 27k PRs is directly applicable to software engineering teams, but the contribution is documentation maintenance tooling rather than AI code governance or oversight scaling.",maybe_queue
ZC86LTPH,The organizational intelligence loop: a socio-technical framework for adaptive enterprise AI adoption,"Findings suggest that AI model accuracy and access are insufficient: adoption appears stronger when organizational knowledge is structurally governable / for Enterprise AI; and (2) Organizational-Layer Agentic AI Design. / Generative artificial intelligence, Knowledge management, Agentic AI governance, Organizational network analysis, Behavioral insights, Information architecture",maybe,medium,"Socio-technical enterprise AI adoption framework includes agentic AI governance components and structural governability of organizational knowledge, but the abstract is vague about whether the framework addresses code-specific governance or software development contexts.",keep_queue
ADUKIXA3,From ethification to juridification: human oversight and the potential crowding out of ethicists by lawyers in AI governance,"First, it conceptualises human oversight of AI as a novel task for human labour in AI governance, induced by legal regulation and distinct from market-driven / Third, the article examines how organisations may manage the ethical decision-making that persists within legally mandated oversight, comparing compliance-and / Artificial Intelligence, Human Oversight, AI Act, AI Ethics, Regulation",maybe,medium,Examines how organizations structure human oversight under legal mandates — governance mechanism is relevant but the paper has no explicit software engineering or code development context.,keep_queue
3HHHN3FE,Why AI alignment failure is structural learned human interaction structures and AGI as an endogenous evolutionary shock,,discard,low,No abstract available; title suggests theoretical AI alignment philosophy with no evident operational contribution for software engineering governance.,maybe_queue
