item_key,decision,confidence,rationale,prior_decision,prior_confidence
FWCGTMFN,keep,medium,Risk-scaled oversight framework with maturity-based adoption path provides domain-agnostic governance mechanisms; risk tiers map to code criticality without substantial re-derivation.,maybe,medium
4A6JE4Z8,discard,high,"No abstract; title indicates social AI capabilities research without governance, oversight, or risk measurement angle.",discard,low
JW9744N2,discard,medium,No abstract to assess operationalizability; OT security principles for industrial systems may not transfer to software code governance without the content to evaluate.,maybe,low
YHXNQBEB,keep,medium,SWAR mechanism for scalable human oversight of LLM outputs addresses identical structural problem to code review; validation pipeline and risk assessment approach transfer directly.,maybe,medium
27D36V3E,keep,medium,Empirical case study of AI code tools in SMEs with quantified error reduction (50%) provides reproducible methodology; IP and over-reliance risks identified for governance consideration.,maybe,medium
IMLDX22L,discard,high,"Abstract is keywords only (AI Auditing, Cybersecurity Risk Assessment); cannot assess operationalizability without substantive content.",maybe,medium
ISFAYYKX,discard,medium,Reproducible accuracy methodology but scope is SQL syntax only; human supervision finding is descriptive not a framework; too narrow to operationalize general AI code governance.,maybe,medium
5EU48D9J,discard,high,Abstract is keywords only; no substantive content to assess whether any actionable contribution exists.,discard,low
ZQY67LDF,keep,medium,Empirical interview study identifies overreliance risks and security vulnerabilities in AI adoption; findings on rushed implementation and accountability gaps inform governance timing and risk signals.,maybe,medium
QBZTPWQR,keep,medium,Verifiable context engineering with accountability mechanisms and GitHub assistant exemplar demonstrates SE relevance; traceability infrastructure directly applicable to AI code assistant governance.,maybe,medium
4GSP8DTH,discard,medium,Creative IP authorship framing doesn't transfer to code where work-for-hire and different liability structures apply; mandatory transparency requirement too generic without code-specific operationalization.,maybe,medium
KJRRCXTZ,discard,high,"Abstract is keywords plus one provocative claim about liability; no concrete framework, methodology, or operationalizable mechanism described.",maybe,medium
CIHI7CTY,keep,medium,Execution authorization and responsibility attribution mechanisms directly apply to AI code commit/deploy gates; deterministic reproducibility supports audit requirements.,maybe,medium
NZXY7X7U,keep,medium,Pre-execution control at inference-to-execution boundary is structurally identical to code review before merge; the gap between AI output and action is exactly the code governance problem.,maybe,medium
DLN8GFHU,discard,medium,"AI experimentation documentation framework targets researchers, not software teams; documents AI development process not AI-generated code artifacts that SE teams need to govern.",maybe,medium
```,,,,,
4LCRC3BZ,discard,low,Title addresses meaningful oversight design but absent abstract prevents verifying any operationalizable methodology or mechanism; cannot confirm the paper provides actionable contribution beyond conceptual framing.,maybe,low
J9JX9MWE,discard,medium,"Healthcare cyber resilience governance framework requires substantial domain re-derivation for code review contexts; the claimed transferability is to AI governance generally, not software engineering code oversight specifically.",maybe,medium
B8AFDQLU,discard,medium,Keyword-only abstract with no methodology or evidence of software applicability; runtime ethics enforcement could be relevant but without content cannot verify operationalizability.,maybe,low
EB9D98W5,keep,high,"HITL/LITL validation framework with concrete assessment dimensions (correctness, readability, safety compliance, modularity) for AI-generated code transfers directly to software code review without substantial re-derivation.",maybe,medium
E4QCSP4C,discard,medium,Pre/post-inference detection addresses LLM model-level safety evaluation rather than software code governance; a software engineering team reviewing AI-generated code would not operationalize this middleware pattern.,maybe,medium
EB49Q8QM,keep,high,"Four CSFs for automation bias mitigation (task-based automation, process-based automation, performance appraisal, analyst training) in high-volume alert triage map structurally to AI code review oversight design without domain re-derivation.",maybe,medium
DCDQ6EVB,discard,high,"Keyword-only abstract provides no methodology, evidence, or mechanism; cannot verify operationalizability for any software engineering context.",maybe,low
2JGQ4TCB,discard,medium,Keyword-only abstract with no methodology or framework content; epistemic risk framing is relevant but cannot verify an actionable procedural contribution exists.,maybe,low
MZZTVXIF,keep,medium,Quasi-experimental evidence that GAI reduces cognitive burden and mitigates heuristic biases while identifying over-reliance challenges; the HI-GAI collaboration framework addresses accountability concerns transferable to code review governance.,maybe,medium
DC7AUEZU,discard,low,Absent abstract prevents evaluating methodology or software applicability; title suggests governance-relevant critique but cannot confirm operationalizable contribution.,maybe,low
B8CIYLXF,keep,medium,Maps EU AI Act and Korea AI framework regulatory obligations to platform governance clauses; directly actionable for software organizations determining GenAI deployment compliance obligations.,maybe,medium
4YKMK4ZI,keep,medium,Formal impossibility result for observability-based authorization with audit methodology implications is actionable for governance design by identifying approaches that cannot work.,maybe,medium
3RU5GGU5,keep,high,"Empirical quantification of sycophancy-driven epistemic drift across 11,949 LLM interaction relays provides reproducible methodology for measuring a failure mode directly relevant to developer trust calibration with AI coding assistants.",maybe,medium
5YA7AZSU,discard,medium,Title suggests a use case description of vibe coding rather than governance contribution; absent abstract and framing indicate no actionable finding beyond the implementation narrative.,maybe,low
QM23P2TQ,discard,medium,Human supervision and verification mechanisms appear as concluding recommendations rather than central contribution; the chapter surveys LCNC platforms without providing operationalizable governance mechanisms.,maybe,medium
S5ZBQ5QW,discard,low,Absent abstract prevents evaluating whether the Human-AI teaming review synthesizes transferable mechanisms or remains a general literature survey without code review applicability.,maybe,low
732VDKJD,keep,high,"Defines vibe coding and identifies operationally relevant risks (black-box codebases, responsibility gaps, ecosystem bias) that directly inform what governance mechanisms must address in software organizations.",maybe,medium
3NJ2JT3B,discard,medium,Triadic coordination layer with HITL triggers is theoretically interesting but the thin abstract provides no evidence of software engineering domain applicability or implementation details.,maybe,low
RN7NR3UM,keep,low,Immutable audit logs and demonstrated interoperability with NIST AI RMF and EU AI Act provide actionable compliance alignment mechanism; philosophical emphasis warrants human verification of practical applicability.,maybe,low
S85B7LEF,keep,medium,HITL outperformance finding across cybersecurity domains with Explainable AI component provides evidence-based guidance for AI code security review design; the trust and responsible AI framing transfers to developer oversight contexts.,maybe,medium
J94QSBDT,discard,high,"Abstract is poetic framing ('governance boundary,' 'theatre vs governance') without describing an operationalizable methodology; decision-reconstructability is conceptually relevant but no measurement or mechanism is presented",maybe,low
JAQDTIWH,discard,high,Zero trust framework addresses AI infrastructure security (securing AI systems themselves) not oversight of AI-generated code; wrong type of governance for this SLR's scope,maybe,medium
WEWQ9NTT,keep,medium,Multi-agent adversarial verification with hallucination detection is a transferable mechanism; employment/insurance domain but the verification architecture applies directly to code output validation without re-derivation,maybe,medium
X3FX9DI2,discard,high,Abstract is empty (only DOI stub); cannot assess operationalizability without content describing methodology,maybe,low
ZVDJ5J88,keep,medium,Explicitly names software development automation as a target domain and proposes agentic RAI architecture for measuring AI impact at business-process level; measurement framework is operationalizable,maybe,medium
TGXC3NVN,discard,high,No abstract available; cannot assess whether survey provides operationalizable detection methods versus descriptive taxonomy,maybe,low
8KRT655H,discard,medium,CCI-AI metric addresses corrigibility and human oversight but consciousness theory grounding requires substantial conceptual translation to apply coordination-capacity benchmarks to code review contexts,maybe,medium
Q35G2TN5,discard,high,"Abstract is too thin ('We explore practical aspects...') with no description of specific mechanisms, frameworks, or findings; cannot confirm operationalizable contribution",maybe,medium
6EKVYBCD,keep,medium,CDR guidelines cover software provider perspective with governance mechanisms across development lifecycle phases; conversational agent domain but software development lifecycle governance structure transfers directly,maybe,medium
BGH8KIK7,keep,high,HITL workflow validating LLM-generated code through automated execution and iterative human feedback is directly parallel to AI code review; railway domain is incidental to the transferable code validation mechanism,maybe,medium
9ITXRLSL,discard,medium,Three-layer governance framework addresses bias/fairness rather than code quality or security; liability allocation structure is general but bias-specific concerns don't transfer to code governance priorities,maybe,medium
25SNDLXV,keep,medium,"Quantified proportionality framework with specific coverage metrics (87.5% mitigation, regulatory coverage percentages) provides operationalizable risk-tiering mechanism transferable to software engineering governance",maybe,medium
8BLIERUP,keep,high,DELIA's deterministic post-processing constraints with cryptographic auditability and reproducibility guarantees are model-agnostic and structurally applicable to code governance pipelines; mechanism transfers without domain re-derivation,maybe,medium
3MCSLDND,discard,medium,Observability-over-interpretability framing is promising but abstract is too thin to confirm operationalizable mechanisms; financial regulator focus without clear transfer pathway to SE organizations,maybe,medium
8NMTYPQY,keep,medium,Traffic light authorization system based on operational risk provides directly transferable model for SE teams gating AI agent capabilities; legal framing requires minimal translation to engineering access control,maybe,medium
IK7JA24D,discard,medium,"HITL framework for literature filtering has structural parallel to code review scaling but the filtering criteria, signals, and failure modes differ substantially; domain translation from paper relevance to code quality is non-trivial",maybe,medium
FP5F53AK,discard,high,No abstract available; cannot assess whether AI manager agent risks and oversight mechanisms address code governance,discard,low
LZJCNS47,discard,medium,Mesh topology and federated governance for agentic AI addresses enterprise LLM vulnerabilities but abstract lacks specifics on how this applies to code oversight; transferability unclear,maybe,medium
UPQ83E9W,discard,high,Insider threat detection and forensic readiness address security governance but not code quality oversight; defense-industrial-base domain and exfiltration focus are orthogonal to AI code review scaling,maybe,medium
CRB3MXRC,keep,medium,Technical framework operationalizing EU AI Act Articles 9-15 with immutable audit logs and accountability architecture; human oversight mandate implementation transfers to software engineering compliance contexts,maybe,medium
FRVGRNQA,discard,high,No abstract provided; cannot verify any operationalizable contribution exists. 'Preliminary review' title suggests descriptive content without actionable mechanisms.,discard,low
LBWH5PTC,discard,medium,Abstract is essentially keywords with no substantive content describing what MEG actually contains; cannot verify operationalizable governance mechanisms exist despite promising terms.,maybe,medium
NZ36ZISH,discard,medium,"Generic organizational decision-making framework for forecasting and data analysis; code review has specific characteristics (deterministic verification, test suites) requiring substantial re-derivation rather than direct adoption.",maybe,medium
E8ZDG9MY,discard,medium,"Finance-specific governance layers (CFO leadership, financial controls, audit) have different risk profiles and approval chains than code; substantial domain translation required to derive what triggers escalation and boundaries mean for code contexts.",maybe,medium
BAQXVTG8,keep,medium,"Source-code taxonomy provides actionable 12-dimension framework for evaluating coding agent architectures on governance-relevant factors (tool isolation, context compaction, state management); identifies where intervention points could be designed.",maybe,medium
MCP8IBR2,discard,medium,Zero-autonomous-decision principle is interesting architectural concept but paper is not grounded in software engineering context; 'dynamic code generation' is mentioned but not as primary focus or application domain.,maybe,medium
X7FVXLCR,keep,medium,"LGAIM regulatory framework with layered obligations (minimum standards, high-risk, value chain) maps directly to AI coding tool deployment; transparency and risk management requirements operationalizable by teams as professional users.",maybe,medium
TUFL384M,discard,medium,Indian jurisdiction limits generalizability; developer liability analysis addresses hallucinations generally without code-specific analysis that would make findings actionable for software engineering governance.,maybe,medium
MVEPLDXY,discard,high,"Mathematical formalism (operator algebra, idempotent projectors, mesaoptimization) requires substantial derivation to produce actionable mechanisms; no software team could adopt this directly.",maybe,medium
KHB3LUSH,discard,high,Abstract is entirely keywords with no substantive content; cannot assess whether proposed framework contains any operationalizable contribution despite promising terms.,discard,low
SNUVSSCC,discard,medium,LLM assessing human-created architecture diagrams is inverted relationship from the SLR focus (humans reviewing LLM-generated code); finding that human oversight is indispensable doesn't transfer to code governance mechanisms.,maybe,medium
4JWRL9DH,discard,medium,Paper's core contribution is dependency network risk quantification; AI-assisted coding observation is incidental finding without governance mechanism. Network analysis doesn't give teams AI code oversight tools.,maybe,medium
5XSGMMPB,keep,high,Green/Yellow/Red prompt classification zones directly adoptable by software teams using AI coding tools without domain translation; EU AI Act Article 4 compliance guidance immediately operationalizable.,maybe,medium
UYTMXP9Z,discard,medium,"Benchmark targets superhuman AI alignment problem (truth-telling vs deception in AI models); ASD metric and Debate protocol evaluation context is AI safety research, not practical code review scaling.",maybe,medium
I2GKH6KF,discard,medium,LLM test generation methodology focuses on improving LLM capability (coverage metrics) not governing or overseeing AI-generated artifacts; productivity enhancement paper without oversight angle.,maybe,medium
4KWVGZJB,discard,medium,Thin abstract prevents verification that operational mechanisms exist or that scope reaches code/software governance; keywords suggest relevance but no evidence of actionable contribution.,maybe,low
SE33EEZH,discard,medium,"Keyword-only abstract (strict liability, product liability, algorithmic accountability) provides no evidence of mechanisms or analysis applicable to code; cannot verify transferability claim.",maybe,medium
7SXF8MGW,discard,medium,CAS framing for GenAI governance is conceptual; adaptive governance and HITL mentioned but without specific mechanisms described. Generic framework requires substantial domain translation for software teams.,maybe,medium
9FSTG2PE,keep,medium,"Benchmark reveals specific code agent bottlenecks (cross-phase dependencies, quality degradation in end-to-end tasks) that inform where human oversight intervention should be designed; reproducible methodology for capability gap measurement.",maybe,medium
B4NA66A4,discard,medium,"SagaLLM addresses LLM planning systems not coding agents; while Saga pattern concepts (rollback, validation) are transferable, paper doesn't establish code context and teams would need to re-derive the application.",maybe,medium
9NY6ZFHY,keep,low,Title directly addresses AI-assisted programming increasing technical debt — exactly the risk measurement this SLR needs; empty abstract prevents methodology verification but topic alignment warrants human verification rather than discard,discard,low
JY4U3WZI,discard,medium,Proposes a meta-governance body structure (tripartite registry) rather than an engineering control; SE teams cannot adopt an institutional proposal as a practical mechanism,maybe,medium
L5V2845I,keep,medium,Operational HITL data cycle with continuous monitoring and collaborative workflow provides structural mechanisms that transfer to code review governance; audit domain differs but the loop architecture is directly adoptable,maybe,medium
3JHLWGV3,keep,high,Explicitly systems-engineering-driven framework with software tooling and continuous monitoring that gathers evidence from automated tests; mechanism transfers directly to AI code assurance without domain re-derivation,maybe,medium
8JWA3A6P,keep,medium,Cost-sensitivity framework for HITL decisions under asymmetric error costs transfers trivially to code review triage — prioritizing reviews where undetected errors are most costly requires no domain re-derivation,maybe,medium
GUE428AU,keep,medium,"Lists specific operational controls (threshold tuning, escalation pathways, audit logging) that are generic infrastructure patterns directly implementable in SE org governance regardless of health AI origin domain",maybe,medium
KKJKDCWS,discard,high,Abstract provides no evidence of specific mechanisms beyond 'comprehensive approach' and 'model governance' — these are descriptive labels not operationalizable methods; insufficient to assess actionability,maybe,low
A8XNV9RR,keep,medium,"Three-component audit framework (data, model, deployment) provides structural approach applicable to SE orgs adopting AI coding tools; the audit stages are generic enough to transfer without substantial re-derivation",maybe,medium
SLDGQI5F,keep,medium,Governance framework for autonomous AI agents with delegated authority directly addresses agentic coding assistants; the delegation and authority patterns are exactly the emerging governance challenge for SE orgs,maybe,medium
GT8FQJ4K,discard,medium,Public administration decision-making context differs structurally from code review — government service decisions involve citizen rights and administrative law considerations that don't transfer; oversight-as-system-property is interesting but requires substantial re-derivation,maybe,medium
455MHPCI,keep,medium,Empirical finding that limited code review practice correlates with higher perceived AI productivity is an actionable oversight signal; population differs from professional SE but the relationship between review practices and AI usage transfers,maybe,medium
YJT8HS9Z,discard,medium,"Reliability-gated architecture is interesting but cyber-physical instantiation (sensor data, physical safety) requires substantial domain re-derivation for code review; forensic readiness patterns don't map cleanly to software artifacts",maybe,medium
TQGFG8YC,keep,medium,Benchmarking framework for AI-generated code evaluation with reproducible precision/recall/F1 metrics provides methodology transferable to general software contexts; the evaluation approach transfers even though forensic tasks differ,maybe,medium
ZMASZZSG,discard,high,Legal/philosophical analysis of code IP paradox without operationalizable governance mechanism; SE orgs cannot act on theoretical IP regime analysis — they need specific controls not copyright theory,maybe,medium
JEBKLJZ4,discard,medium,Abstract too thin to assess actionability; appears to be legal framework analysis of AI Act tensions rather than implementation guidance with engineering controls,maybe,low
PWB67TUT,discard,high,Mirror Effect is a theoretical framework describing a phenomenon (output quality severed from understanding) not an actionable mechanism; valuable insight but SE orgs cannot operationalize a diagnosis,maybe,medium
3UCKY6L4,discard,high,"Abstract mentions only 'recommendations' with no visible methodology, measurement, or framework; insufficient evidence of operationalizable content",discard,low
RJC6SVR4,discard,medium,Legal analysis of GDPR/AI Act compliance requirements for LLMs remains at regulatory interpretation level without engineering-level controls; SE orgs need legal counsel not a legal analysis paper,maybe,medium
555NUHVA,keep,low,'Prototyping' implies practical implementation attempt rather than pure legal analysis; policy-to-practice translation could yield actionable compliance guidance but abstract doesn't confirm engineering controls — human should verify,maybe,medium
BKFFQ8ZJ,discard,medium,US legislative analysis of Algorithmic Accountability Act without engineering-level mechanism; impact assessments mentioned but not operationalized into adoptable controls,maybe,medium
2SDBF78T,keep,medium,HITL escalation protocols and immutable audit trails are directly operationalizable governance mechanisms; banking-to-software translation is trivial since the escalation/audit pattern transfers without re-derivation,maybe,medium
R9J5U8IA,discard,high,"Theoretical synthesis of sycophancy literature without operational implementation — no mechanism, metric, or process a software team can adopt; fails operationalizability test",maybe,medium
2DGTDW4E,discard,medium,No abstract and 'high-level summary' framing indicates overview rather than operationalizable framework; cannot assess Article 14 or software provisions without content,maybe,low
UHWNFLT2,discard,medium,"Despite directly mentioning vibe coding, focus is labor market and role-reshaping implications — a software team cannot act on workforce trend analysis; no governance mechanism presented",maybe,medium
EZVVZMPM,keep,low,"Evaluator role repositioning framework could provide organizational structure for scaling code review oversight, but 'analytics models' specificity unclear — human should verify mechanism depth",maybe,medium
P7HEK487,keep,high,Benchmark quantifying verified-vs-vibe code generation success rates provides reproducible measurement methodology; teams can use this to assess AI code quality risk levels and set verification thresholds,maybe,medium
5IZXVQS6,keep,medium,RCT findings on automation bias and trust miscalibration provide experimentally validated mechanisms (diverse AI perspectives improve judgment); trust calibration design transfers directly to code review,maybe,medium
9V6RGZ9G,discard,medium,Legal analysis without evidence of actionable compliance framework for software teams; abstract confirms regulation focus but not operational mechanisms for engineering orgs,maybe,medium
MIURMRB9,discard,high,No abstract; title indicates conceptual landscape overview — fails operationalizability test by being definitional without actionable contribution,discard,low
SZKPQWCC,discard,medium,Cloud infrastructure governance mechanisms require substantial re-derivation to code review context; the domain gap (infrastructure provisioning vs code quality) is not trivial,maybe,medium
UNRV995L,discard,medium,Abstract too thin to assess operationalizability; SOX-style concept is promising but no evidence of actionable framework or software focus,discard,low
PMPV54J9,keep,medium,Organizational framework for AI agent integration with trust/liability distinctions provides structure software teams can adopt for deploying AI coding tools; hybrid team dynamics transfer directly,maybe,medium
SSHGBPBL,discard,high,Single-sentence abstract about data commodification provides no evidence of operationalizable content; cannot assess without actual framework content,discard,low
MJDUMWUX,keep,high,Clause-level compliance crosswalk is directly operationalizable — teams managing multi-framework AI compliance can reuse evidence artifacts; high alignment in human oversight creates actionable corridor,maybe,medium
884ERQST,keep,medium,Developer/deployer/user responsibility allocation framework maps directly to software AI tool governance decisions; supply chain model provides actionable accountability structure,maybe,medium
X3W5WKB5,discard,medium,Economic model of verification effort requires substantial re-derivation from economics to engineering practice; software teams cannot directly adopt market equilibrium analysis,maybe,medium
7VXQ4CPI,keep,medium,Systematic prompt pattern catalog for mission-critical software provides standardizable mechanisms teams can adopt to control AI code generation interactions; directly operationalizable,maybe,medium
XKEY3YYF,keep,medium,HALIE evaluation framework provides measurement methodology for human-LM interaction quality including code autocomplete; teams can use dimensions to assess AI coding tool effectiveness,maybe,medium
9E8E27L7,keep,low,"Decision boundary constructs (admissibility, escalation, override, accountability) map directly to code review governance design despite effectuation theory origin — translation is non-trivial but concepts are operational; human verify",maybe,medium
C2IDS2XP,discard,medium,EU AI Act risk classification analysis for agentic AI lacks explicit software/DevSecOps scope; translation to code-generating agent governance requires substantial domain argument not present in abstract,maybe,medium
YCIF3VGA,discard,high,AI ethics maturity model provides assessment checklist without operationalizable mechanism; no software/code-specific angle and maturity models require substantial domain adaptation to become actionable for code governance,maybe,medium
NLW3HZN2,discard,high,Practice-based compliance framework grounded in Social Practice Theory is theoretical sociology requiring substantial re-derivation; no demonstrated applicability to software engineering organizations,maybe,medium
XBK7KB3E,keep,medium,Pipeline methodology (evaluation-testing-rationale-oversight) with explicit HITL validation against gold-standard data provides transferable oversight structure; stage-based approach maps to code review workflow design with minimal adaptation,maybe,medium
5HT7MJV3,keep,high,Agentic workflow drift and workflow subversion risk taxonomy directly applies to agentic coding tool governance; risks of AI agents executing against unintended definitions are domain-general despite financial services framing,maybe,medium
JFIUWS9F,discard,high,"Descriptive identification of emerging AI governance roles (trust leads, risk specialists) without operational framework for how to structure or staff these roles; fails operationalizability test",maybe,medium
XF92TSIM,discard,medium,Identifies governance gap between output assurance and structural stability conceptually but provides no operationalizable detection mechanism or measurement methodology; descriptive without being actionable,maybe,medium
9I8TTE85,discard,medium,Regulatory interpretation mapping EU AI Act to auditing terminology useful for policy understanding but provides no operational mechanisms for software teams to implement; exegesis rather than guidance,maybe,medium
9NFBWNGF,keep,low,Layered GenAI safety framework integrating HITL at each development stage (Training through Societal Impact) provides actionable governance structure; conceptual nature means adaptation may be needed but layer-stage approach is operational,maybe,medium
VEGZR3CP,discard,medium,Verification framework concept for computational claims is relevant but abstract too thin to assess whether transferable mechanism exists; domain translation from finance/clinical to code not demonstrated,maybe,medium
9NA8TTTH,keep,medium,"Multi-framework synthesis integrating EU AI Act, NIST AI RMF, IEEE 7000, ISO/IEC 42001 with explicit oversight mechanisms provides actionable compliance integration for enterprise AI deployments including software organizations",maybe,medium
L244XDA5,discard,high,Training data provenance protocol addresses AI governance at training data layer not output/code layer; no applicability to oversight of AI-generated code outputs which is distinct problem domain,maybe,medium
YUGG954N,discard,medium,Organizational theory framework using Viable System Model requires substantial domain re-derivation for software engineering; interesting concepts (Capability-Comprehension Gap) but no direct operational mechanism for code governance,maybe,medium
37FEWW5S,keep,high,Goal-Plan-Step sentinel requiring plan publication and step-level justifications before agentic AI execution directly transfers to oversight of agentic coding tools; IoT implementation is incidental to the governance pattern,maybe,medium
7VEK3RVR,keep,high,Human-Exception governance model demonstrating transition from HITL directly addresses oversight scaling challenge; governance tiering structure (humans review exceptions not every action) transfers to code review without re-derivation,maybe,medium
4DA5ZQ6D,discard,medium,"Describes oversight failure modes (AI fabrications passing undetected, fragmented oversight, prompt injection) but provides no operationalizable detection or mitigation mechanisms; problem analysis without solution",maybe,medium
BZD4TI55,discard,low,"On-topic (GitHub Copilot, code quality, trust) but thin abstract reveals no methodology or findings; indicates descriptive investigation of unresolved concerns rather than quantified measurement or operationalizable contribution",maybe,low
PJ7WAG66,discard,low,No abstract available to assess operationalizability; title suggests explanatory/definitional treatment of accountability concept rather than operational framework with mechanisms,maybe,low
TPV2AGCB,discard,low,No abstract available; writing domain requires translation argument to code review; cannot verify transferable operational contribution or behavioral patterns that would apply to code oversight,maybe,low
CTAMRMIV,discard,medium,SNA methodology for AI agent coordination addresses organizational structure analysis rather than oversight of code outputs; indirect relevance to code governance fails operationalizability test,maybe,medium
ZTC5ZMK7,keep,medium,Real-time cognitive bias detection and intervention mechanism for human-AI collaboration directly addresses automation bias risk in code review; platform architecture provides operational framework for bias mitigation during AI-assisted decisions,maybe,medium
ZS3KBZTP,discard,high,Framework addresses scalable oversight but superintelligence framing and category theory formalism require substantial re-derivation for software engineering teams; no structural parallel to code review workflows.,maybe,medium
TYTD8HNL,discard,high,Abstract provides only keywords with no methodology or findings; cannot assess operationalizability without content describing what the framework actually produces.,maybe,medium
BKSNXFDK,keep,medium,Risk scorecard mechanism for continuous compliance with NIST RMF alignment is directly transferable; software orgs managing AI tools face same GRC requirements as financial firms adopting AI.,maybe,medium
I2J69IHM,keep,medium,Governance-to-production gap diagnostic concept transfers directly—software engineering organizations deploying AI coding tools face the same maturity-alignment problem; the framework structure generalizes beyond banking.,maybe,medium
NL97MRGR,discard,high,UX/interface annotation standard for web agents; human oversight provisions are at the interface layer not the code review/governance layer—connection to reviewing AI-generated code requires substantial argument not present.,maybe,medium
3NBKLXY3,discard,high,Abstract explicitly states AURA is 'an infrastructural reference layer rather than a governance' framework; pre-standard testbed status means not yet operationalizable by software teams.,maybe,medium
X73CHPN8,discard,medium,"Liability decomposition framework is domain-locked to financial instruments (flash crashes, DeFi, DORA); the risk quantification methods don't transfer to code accountability without substantial re-derivation.",maybe,medium
5XLKWKF4,discard,high,Paper is a critique ('Illusions of Control') proposing conceptual architecture; no evidence of concrete implementable mechanisms—descriptive of problems rather than operationalizable solutions.,maybe,medium
9B8UDBZG,discard,medium,No abstract available; cannot apply operationalizability test or verify relevance to software code governance—title alone insufficient for inclusion in synthesis corpus.,maybe,low
INU3M3BG,keep,high,Explicitly addresses operationalization of accountability for agentic AI with tool-mediated execution—structurally parallel to AI coding assistants; addresses the exact gap (underspecified operationalization) this SLR targets.,maybe,medium
5WLF2NZU,discard,medium,Negative finding (UI designs insufficient to correct misconceptions) on general users not developers; limited actionability for software teams—describes phenomenon without providing intervention mechanism.,maybe,medium
P6F3MVBT,discard,medium,Automation bias causing reversed attributions is an interesting psychological finding but descriptive not prescriptive; no governance mechanism or process a software team could implement.,maybe,medium
AG7UJKDE,keep,high,Survey synthesizes metamorphic testing methodologies for LLM code reliability and hallucination detection; MT provides oracle-independent quality assurance directly applicable to AI-generated code validation.,maybe,medium
HFDFK4CN,discard,medium,Approval-tax and comprehension-tax concepts are compelling but military command hierarchy differs structurally from software team code review; transfer requires derivation work beyond scope of original framework.,maybe,medium
W2ZVHTSQ,discard,medium,"No abstract available; cannot assess methodology, scope, or transferability—title alone insufficient to confirm operationalizable contribution.",maybe,low
CMICJSPL,keep,medium,Synchronous/asynchronous HITL review architectures and rubric-based expert capture mechanisms transfer with minimal adaptation to AI code review workflows; the structural parallel is direct.,maybe,medium
NK5VHI9V,keep,high,Quantified automation bias (47%) and confirmation bias (37%) in technical analysts reviewing AI outputs; security analysts evaluating AI alerts is structurally parallel to developers reviewing AI code—XAI and trust calibration mitigations directly applicable.,maybe,medium
Y4YHMRYE,discard,low,"Title is directly relevant but truncated abstract shows only exploratory framing ('examines', 'exploring') without confirmed methodology or findings; cannot verify operationalizable contribution.",maybe,low
4TYKTMN4,keep,medium,Verification debt concept for foundation model outputs addresses core challenge of AI code governance; defensibility-first framework provides decision architecture applicable to engineering organizations even without explicit software scope.,maybe,medium
6N8BFFFK,discard,medium,Abstract provides only problem statement (governance and security challenges) without confirmed operationalizable findings; descriptive framing without methodology or mechanism.,maybe,medium
TIFCAJQR,discard,high,Abstract consists only of keywords with no substantive content; cannot assess whether paper provides operationalizable contribution beyond topic labels,maybe,low
CYSJ3A27,discard,medium,HITL labor architecture addresses workforce configuration and certification pathways in labor markets; mechanism concerns job design not output validation — transfer to code review requires substantial domain re-derivation,maybe,medium
THUAX4U7,keep,medium,CI/CD governance patterns and compliance frameworks for autonomous AI agents are directly applicable to software engineering pipelines; agentic AI deployment mechanisms transfer despite public administration primary domain,maybe,medium
62S6DFXY,keep,medium,NIST AI RMF-aligned framework with computable permission boundaries and monitoring thresholds provides operationalizable governance-measurement-management loop; optimization methodology transfers to AI code governance,maybe,medium
FGR7FN35,discard,medium,AI liability framework addresses products liability and oversight conceptually but abstract does not indicate operationalizable guidance an engineering org could implement; legal scholarship without compliance framework,maybe,medium
G23UAFBT,discard,high,"Board-level risk materiality in financial terms (free cash flow, enterprise value) has no software engineering connection; framework serves directors and CFOs not engineering teams managing AI code",maybe,medium
I6FZ5GD2,keep,high,"Visual analytics system for examining LLM coding agent behaviors across code-level, process-level, and LLM-level analysis directly supports human oversight of AI code generation; mechanism is immediately applicable despite ML competition framing",maybe,medium
UGQ9DT5M,discard,medium,Legal scholarship analyzing existence of EU truth-related duties for LLMs; interpretive analysis without operational compliance framework or software-specific guidance,maybe,medium
9YGXMUW3,discard,high,Forensic investigation framework recovers chat artifacts post-incident; mechanism is audit/forensics not governance of code generation during development,maybe,medium
ZKKBHG9W,keep,medium,"Artefact-based transparency framework with YAML schema, Transparency Scorecard, and Registry provides operationalizable assessment methodology explicitly inspired by software development principles",maybe,medium
ZXLWTKRF,discard,high,Abstract contains only appendix references and keyword metadata; no substantive description of contribution to evaluate,discard,low
ET5U88I7,keep,medium,Empirical finding that mechanistic interpretability fails to enable human oversight correction challenges core oversight assumption; negative result is actionable — don't rely on interpretability alone for safety-critical review,maybe,medium
UCJ7LTG9,discard,medium,Behavioral experiment measuring algorithm appreciation provides weight-of-advice metrics; research contribution to trust calibration literature but no operational framework for software engineering adoption,maybe,medium
3XJHPV3K,keep,low,"Quantifiable safeguard degradation metrics (deviation rates, compliance decay over interaction volume) provide monitoring signals; mechanism could detect AI coding tool drift but conversational AI domain limits direct applicability",maybe,medium
4CR8GVNV,keep,medium,HITL drift detection and recalibration framework with defined evaluation metrics for persistent AI agents; mechanism transfers to long-running coding assistants that maintain context over sessions,maybe,medium
