item_key,title,sources,decisions,queue_only_in,superseded,superseded_collections,current_tags,tags_to_add,all_desired_tags
5MUQVKLP,RevMine: an LLM-assisted tool for code review mining and analysis across git platforms,ieee,ieee:discard,,,,Code Review Mining|Codes|Collaboration|Data mining|Empirical Software Engineering|GitHub and GitLab|Large Language Models|Large language models|Manuals|Pipelines|Reviews|Software development management|Software engineering|Software quality,s1:human:discard|source:ieee,s1:human:discard|source:ieee
VYAJA2GR,Revisiting unnaturalness for automated program repair in the era of large language models,ieee,ieee:discard,,,,Codes|Computer bugs|Deep Learning|Entropy|Large Lan|Large language models|Location awareness|Maintenance engineering|Overfitting|Program Repair|Software engineering|Software quality|Training data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
5W8FKPJV,Reviewing the tools of creation: large language models and AI agents in automated software engineering and debugging,ieee,ieee:discard,,,,/unread|AI Agents|Automated Debugging|Benchmark testing|Code Generation Vulnerability Detection|Codes|Collaboration|Debugging|Human Collaboration|Large Language Models (LLMs)|Large language models|Maintenance engineering|Software|Software development management|Software engineering|Software reliability,s1:human:discard|source:ieee,s1:human:discard|source:ieee
2RG4RD9C,"Review on modulation formats and channel coding in free space optical communication: selection criteria, trade-offs, and emerging trends",ieee,ieee:discard,,,,Channel coding|Complexity theory|FSO|Laser beams|Modulation|Optical attenuators|Optical modulation|Optical switches|Radio frequency|Reviews|Surveys|atmospheric channel|error-correction codes (ECC)|non-terrestrial networks (NTN)|optical modulation|terrestrial networks,s1:human:discard|source:ieee,s1:human:discard|source:ieee
KU8HB9XI,Retracted: automation through machine learning: reinvigorating cyber security,ieee,ieee:discard,,,,,s1:human:discard|source:ieee,s1:human:discard|source:ieee
YTPVWNCH,Retraction notice: automation through machine learning: reinvigorating cyber security,ieee,ieee:discard,,,,,s1:human:discard|source:ieee,s1:human:discard|source:ieee
42QNJI46,Responsible AI and scalable data architectures: challenges and best practices,ieee,ieee:discard,,,,Artificial intelligence|Bias Mitigation|Data Governance|Data models|Drift Detection|Ethical AI|Ethics|Explainability|Federated Learning|Federated learning|Machine Learning Pipelines|Model Interpretability|Remote working|Resilience|Responsible AI|Reviews|Scalable Architectures|Software|Strain|Technological innovation,s1:human:discard|source:ieee,s1:human:discard|source:ieee
9M43WAUS,Responsible AI framework for autonomous vehicles: addressing bias and fairness risks,ieee,ieee:discard,,,,Artificial intelligence|Data privacy|Decision making|Ethics|ISO Standards|Prevention and mitigation|Responsible artificial intelligence|Roads|Safety|Security|Synthetic data|autonomous electric vehicles|ethical artificial intelligence|generative artificial intelligence|synthetic data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
GMA63UYW,Research on artificial intelligence art image synthesis algorithm based on generation model,ieee,ieee:discard,,,,Art|Art image|Artificial intelligence|Data models|Generative adversarial networks|Generative adversary networks|Image synthesis|Superresolution|Surface texture|Three-dimensional displays,s1:human:discard|source:ieee,s1:human:discard|source:ieee
CUXLGWVF,Research on AI-based fuzzing for wireless communication protocols in intelligent connected vehicles,ieee,ieee:discard,,,,Artificial Intelligence (AI)|Artificial intelligence|Codes|Connected vehicles|Fuzzing|Intelligent Connected Vehicles (ICVs)|Protocols|Scheduling algorithms|Security|Testing|Wireless Communication Protocol|Wireless communication|Wireless fidelity,s1:human:discard|source:ieee,s1:human:discard|source:ieee
5SPV623I,Research on AIGC-based vulnerability detection and repair systems,ieee,ieee:discard,,,,AIGC|Communications technology|Data communication|Filtering|Filters|Graphical user interfaces|HTTP|Location awareness|Mobile communication|Protocols|Smart contracts|automated repair|code vulnerabilities|intelligent software security|large language models,s1:human:discard|source:ieee,s1:human:discard|source:ieee
UFKL79VB,Reliability characterization using accelerated methods of 1Tb 9th-gen VNAND for TLC/QLC applications,ieee,ieee:discard,,,,Artificial intelligence|Cell acceleration test|Cell reliability|Error correction codes|Life estimation|Nonvolatile memory|ONO|Physics|Production|Reliability|Servers|Testing|VNAND|Virtualization|WL space,s1:human:discard|source:ieee,s1:human:discard|source:ieee
IPWJX4HL,Remote health monitoring system with AI analysis,ieee,ieee:discard,,,,Accuracy|Artificial intelligence|Biomedical monitoring|Digital twins|Medical services|Patient monitoring|Real-time systems|Sensor systems|Temperature measurement|Temperature sensors|artificial intelligence|digital twin|health risk assessment|personalized healthcare|physiological sensors|predictive healthcare|real-time analysis|remote health monitoring|wearable technology,s1:human:discard|source:ieee,s1:human:discard|source:ieee
KSQ3PLLS,Reimagining requirements engineering for automotive systems: boosting efficiency with a generative AI assistant,ieee,ieee:discard,,,,ADAS|Automotive|Automotive engineering|Copilot|EARS|Generative AI|Manuals|Refining|Requirements Engineering|Requirements Management|Requirements engineering|Requirements management|Safety|Stakeholders|Standards|Transforms,s1:human:discard|source:ieee,s1:human:discard|source:ieee
TCHTFTXP,Reimagining enterprise data management using generative artificial intelligence,ieee,ieee:discard,,,,Enterprise Data Management|Generative AI|Generative Artificial Intelligence|Large Language Models|Large language models|Organizations|Pharmaceutical Data|Pipelines|Quality assurance|Standardization|Standards organizations,s1:human:discard|source:ieee,s1:human:discard|source:ieee
VRHVMVRG,ReForge: a customizable AI-driven framework for end-to-end exploit generation and analysis,ieee,ieee:discard,,,,AI&ML in Cybersecurity|Adaptation models|Analytical models|Automated Exploit Generation|Automated Vulnerability Analysis|Codes|Context modeling|Coverage-guided Fuzzing (AFL++)|Fuzzing|Large Language Models (LLMs)|Large language models|Model Context Protocol (MCP)|Protocols|Servers|Software|Software reliability,s1:human:discard|source:ieee,s1:human:discard|source:ieee
RULQP4RX,RedAgent: an autonomous agent for context-aware red teaming of LLM jailbreaks,ieee,ieee:discard,,,,Adaptation models|Chemicals|Closed box|Codes|Cognition|Context modeling|Drugs|Jailbreak attack|Large language model|Mathematics|Red teaming|Safety|Scalability,s1:human:discard|source:ieee,s1:human:discard|source:ieee
HAQWNREU,Recursive offloading for LLM serving in multi-tier networks,ieee,ieee:discard,,,,Cloud computing|Computational efficiency|Computational modeling|Computer architecture|Computers|Costs|Data centers|Large language models|Resource management|Reviews|communication efficiency|edge-cloud collaboration|services computing|task offloading,s1:human:discard|source:ieee,s1:human:discard|source:ieee
68HZL5EW,Recognition of human emotions using semi-supervised technique with SHO based DTM,ieee,ieee:discard,,,,Adaptation models|Data models|Dynamic threshold module|Face recognition|Facial Expression analysis|Optimization|Sea Horse Optimization algorithm|Semi-supervised learning framework|Semisupervised learning|Speech coding|Training|Video Data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
ZSIYDY74,Reasoning design and code from mockup diagrams using vision-LMs,ieee,ieee:discard,,,,AI-Assisted Development|Code Generation|Codes|Cognition|Complexity theory|Games|Logic|Mockup Diagrams|Programming|Software Design|Software design|Software development management|Software engineering|Vision-Language Models|Visual Programming|Visualization,s1:human:discard|source:ieee,s1:human:discard|source:ieee
7FM3WIP8,Random perturbation attack on LLMs for code generation,ieee,ieee:discard,,,,/unread|Attack|Code generation|Codes|Encoding|LLMs|Large language models|Natural languages|Perturbation methods|Random Perturbations|Robustness|Software engineering,s1:human:discard|source:ieee,s1:human:discard|source:ieee
PFN9ZNDP,Quantum-resistant cryptographic architecture for secure payments and IoT-driven banking ecosystems,ieee,ieee:discard,,,,AES|AI-driven Fraud Detection|Banking|Blockchain|CRYSTALS-Kyber|Confidential Computing|Deep Learning|Dilithium|ECC|EMV|Elliptic curve cryptography|Federated Learning|Fraud|Fully Homo-morphic Encryption (FHE)|HMAC|Hardware Security Module (HSM)|ISO 27001|IoT-enabled Banking|Magnetic materials|Multi-party computation|NIST|PCI DSS|Payment Systems|Photonic crystals|Physically Unclonable Function (PUF)|Post-Quantum Cryptography|Quantum computing|RSA|Resilience|SHA-3|Secure Multi-Party Computation (MPC)|Standards|Trusted Platform Module (TPM)|Zero-Knowledge Proofs (ZKPs),s1:human:discard|source:ieee,s1:human:discard|source:ieee
KJDMJKR4,Quantum program linting with LLMs: emerging results from a comparative study,ieee,ieee:discard,,,,Accuracy|Large language models|Location awareness|Programming|Quality assurance|Quantum computing|Software development management|Software quality|Static analysis|large language models (LLMs)|linting|quality assurance|quantum software|static analysis,s1:human:discard|source:ieee,s1:human:discard|source:ieee
S9UXHTVK,Q-refine: a perceptual quality refiner for AI-generated image,ieee,ieee:discard,,,,AI-Generated Content|Adaptation models|Image Quality Assessment|Image Restoration|Image quality|Measurement|Pipelines|Refining|Text to image|Visual systems,s1:human:discard|source:ieee,s1:human:discard|source:ieee
Q88RYIPK,ProSan: utility-based prompt privacy sanitizer,ieee,ieee:discard,,,,/unread|Data models|Information filtering|Information integrity|Large language models|Lifting equipment|Pipelines|Privacy|Protection|Text summarization|Training|Training data|privacy protection|prompt engineering,s1:human:discard|source:ieee,s1:human:discard|source:ieee
SYCPU57N,ProjectedEx: enhancing generation in explainable AI for prostate cancer,ieee,ieee:discard,,,,Accuracy|Explainable AI|Image reconstruction|Image synthesis|Lesions|Magnetic Resonance Imaging|Magnetic resonance imaging|Medical diagnostic imaging|Prostate Cancer|Prostate cancer|Representation learning|Robustness,s1:human:discard|source:ieee,s1:human:discard|source:ieee
ZMJZS7UA,Project management predictive framework,ieee,ieee:discard,,,,Accuracy|Budget Prediction|Decision making|Estimation|Forecasting|Human and Infrastructure Resource Allocation|Job Role Effort Estimation|Planning|Predictive models|Project management|Real-time systems|Resource management|Software|Task Generation,s1:human:discard|source:ieee,s1:human:discard|source:ieee
S7VBB9JS,Programmable motion generation for open-set motion control tasks,ieee,ieee:discard,,,,Computational modeling|Computer vision|Dynamics|Large language models|Motion planning|Semantics|Training data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
6TWTCLJZ,PRIVATEEDIT: a privacy-preserving pipeline for face-centric generative image editing,ieee,ieee:discard,,,,Biological system modeling|Biometrics|Computational modeling|Data models|Diffusion models|Generative AI|Image color analysis|Pipelines|Privacy|Privacy-preserving AI|Threat modeling|biometric privacy|diffusion models|foundation models|generative image editing|on-device masking|privacy-by-design|user autonomy,s1:human:discard|source:ieee,s1:human:discard|source:ieee
LL8ZJPWN,Privacy-preserving data sharing in agriculture: enforcing policy rules for secure and confidential data synthesis,ieee,ieee:discard,,,,Agriculture|Big Data|Big data in Agriculture|Codes|Data Privacy|Data privacy|General Data Protection Regulation|Privacy Attacks|Privacy Policy|Surveys|Task analysis,s1:human:discard|source:ieee,s1:human:discard|source:ieee
IPB5MWUW,Privacy-preserving and efficient aggregation for federated large language models,ieee,ieee:discard,,,,/unread|Adaptation models|Data privacy|Fault tolerance|Fault tolerant systems|Federated Learning|Federated learning|Homomorphic encryption|Large Language Models|Large language models|Model Inference Attacks|Privacy|Privacy Preservation|Resistance|Secure Aggregation|Training,s1:human:discard|source:ieee,s1:human:discard|source:ieee
S9CZT43Y,PRISM-AI: a dual-stage neuro-symbolic agentic framework for privacy risk mitigation in LLMs,ieee,ieee:discard,,,,/unread|Agentic AI|Cognition|Computer architecture|Deontic Logic|Education|Explainability|Explainable AI (XAI)|Finance|GDPR|Large Language Models|Large language models|Logic|LogicMP|Medical services|Multi-Agent Systems|Neuro-Symbolic Reasoning|Privacy|Risk mitigation|Source coding,s1:human:discard|source:ieee,s1:human:discard|source:ieee
AJRA6SV3,Preventing fraud and fairness in coffee supply chain with blockchain approach,ieee,ieee:discard,,,,Blockchains|Cloud computing|Distributed ledger|Fabrics|Fraud|Hyperledger fabric|Industries|Supply chain management|Supply chains|Systematic literature review|Transforms|blockchain technology|cloud computing|coffee industry|supply chain management in coffee industry,s1:human:discard|source:ieee,s1:human:discard|source:ieee
UUF6D6LS,Precision operational amplifier on nJFet arsenide-gallium field effect transistors and p-n-p bipolar transistors,ieee,ieee:discard,,,,Bipolar transistors|Field effect transistors|Gallium arsenide|Operational amplifiers|Power engineering|Systematics|Voltage|arsenide-gallium JFET|arsenide-gallium bipolar transistor|differential stage gain steepness|micro-mode|open-loop gain|systematic component of zero bias voltage,s1:human:discard|source:ieee,s1:human:discard|source:ieee
QZZNDYWB,Pre-made empowering artificial intelligence and ChatGPT: the growing importance of human AI-experts,ieee|scopus,ieee:discard|scopus:discard,,,,AI-Empowered Software Engineering|Artificial Intelligence|Artificial intelligence|Artificial intelligence-empowered software engineering|ChatGPT|Chatbots|E - learning|E-learning requirement engineering in artificial intelligence|Ethical technology|Ethics|Generative AI|Generative artificial intelligence|Human-centered AI|Human-centered artificial intelligence|Industries|Information systems|Information use|Intelligent Information Systems|Intelligent information systems|Language model|Large Language Models (LLMs)|Large language model|Medical services|Natural language processing systems|Requirement engineering|Requirements engineering|Responsible Artificial Intelligence|Responsible artificial intelligence|Software|Software engineering|User interfaces|e-learning Requirements Engineering in AI,s1:human:discard|source:ieee|source:scopus,s1:human:discard|source:ieee|source:scopus
5B4BK3MH,Power system fault classification with imbalanced learning for distribution systems,ieee,ieee:discard,,,,Fault classification|Fault diagnosis|Imbalanced learning|Machine learning|Machine learning algorithms|Power system faults|Real-time systems|SMOTE|Smart Grid|Time measurement|Voltage measurement,s1:human:discard|source:ieee,s1:human:discard|source:ieee
XM6LRGXW,Power system fault classification: an imbalanced learning approach,ieee,ieee:discard,,,,Fault Classification|Imbalanced Learning|Machine learning|Power system faults|Real-time systems|SMOTE|Support vector machines|Time measurement|Time-frequency analysis|Voltage measurement,s1:human:discard|source:ieee,s1:human:discard|source:ieee
KGD5TYYF,Poster: AI-driven security: investigating LLMs for automated vulnerability detection in code changes,ieee,ieee:discard,,,,AI-based code analysis|AI-based security tool|Codes|Electric breakdown|Guidelines|Inspection|Large language models|Large language models (LLMs)|Manuals|Reviews|Security|Software systems|Testing|automated code review|security scoring|vulnerability detection,s1:human:discard|source:ieee,s1:human:discard|source:ieee
XIWC8MLQ,Potential of applying artificial intelligence in the professional education of software engineers,ieee,ieee:discard,,,,Artificial intelligence|Codes|Education|Ethics|Industries|Problem-solving|Software|Software engineering|System analysis and design|Training|artificial intelligence (AI)|professional education|software engineering|university education|virtual learning environment,s1:human:discard|source:ieee,s1:human:discard|source:ieee
62VJJLLJ,Personalized study plan system,ieee,ieee:discard,,,,Academic Decision Support|Chatbot Integration|Chatbots|Computational modeling|Databases|Knowledge based systems|Large language models|Manuals|NLP|Personalized Study Plan|Planning|Programming|Reviews|Testing|Waterfall Model,s1:human:discard|source:ieee,s1:human:discard|source:ieee
D46XXDRV,Personalized assessment in education: enhancing MCQ generation using advanced AI and contextual learning models,ieee,ieee:discard,,,,Adaptive Assessment Systems|Automated MCQ Generation|Complexity theory|Context modeling|Education|Large language models|Linguistics|Mathematics|PAMGen Framework|Performance metrics|Personalized Learning|Prompt engineering|Retrieval augmented generation|Retrieval-Augmented Generation (RAG)|Roads,s1:human:discard|source:ieee,s1:human:discard|source:ieee
M6S6SEDU,PerfCodeGen: improving performance of LLM generated code with execution feedback,ieee,ieee:discard,,,,Benchmark testing|Code Generation|Code Optimization|Codes|Efficient Code|Large Language Models|Large language models|Optimization|Programming|Python|Reliability engineering|Runtime|Runtime Efficiency|Software development management|Software reliability,s1:human:discard|source:ieee,s1:human:discard|source:ieee
HFF6VE8J,Persona-coded poly-encoder: persona-guided multi-stream conversational sentence scoring,ieee,ieee:discard,,,,Behavioral sciences|Benchmark testing|Conversational AI|Data models|Deep learning|Dialogue Systems|Encoding|Measurement|Multi-Modal Data|Oral communication|Persona|Personalization,s1:human:discard|source:ieee,s1:human:discard|source:ieee
MMUNA2PW,Pedalogical: feedback tool to reduce software vulnerabilities in non-security computer science courses,ieee,ieee:discard,,,,Codes|Computer science|Computing skills|Encoding|Engineering curriculum|Large language models|Learning management systems|Measurement|Software|Static analysis|Surveys|Technological innovation|Undergraduate,s1:human:discard|source:ieee,s1:human:discard|source:ieee
8QPD9Z32,PBD: a manually curated full-chain benchmark dataset for evaluating LLMs on ACMG PS3/BS3 functional evidence acquisition,ieee,ieee:discard,,,,ACMG-AMP|Benchmark|Benchmark testing|Bioinformatics|Dataset|Diseases|Large Language Model|Large language models|PS3/BS3|Pipelines|Precision medicine|Process control|Quality control|Standards|Training,s1:human:discard|source:ieee,s1:human:discard|source:ieee
E7LFTV7P,PAT-agent: autoformalization for model checking,ieee,ieee:discard,,,,/unread|Autoformalization|Codes|Formal verification|LLM Agent|Large Language Models|Large language models|Logic|Maintenance engineering|Model Checking|Model checking|Natural languages|Planning|Semantics|Specification languages,s1:human:discard|source:ieee,s1:human:discard|source:ieee
MHHKAQAK,pAElla: edge AI-based real-time malware detection in data centers,ieee,ieee:discard,,,,Artificial intelligence (AI)|Edge computing|Internet of Things|Internet-of-Things (IoT) monitoring|Malware|Monitoring|Power measurement|Real-time systems|Training|data center (DC)|edge computing|malware detection (MD)|supercomputer,s1:human:discard|source:ieee,s1:human:discard|source:ieee
U9JBG6UQ,P4 and NetFPGA-based secure In-network computing architecture for AI-enabled industrial internet of things,ieee,ieee:discard,,,,Active networking|Artificial intelligence and machine learning (AI/ML) techniques|Codes|Computational modeling|Computer architecture|Hardware|Industrial Internet of Things (IoT) systems|IoT data processing|NetFPGA SUME implementation|Pipelines|Security|in-network aggregation|in-network computing (INC) system|industry 40|instruction set architecture|programming protocol-independent packet processors (P4) language,s1:human:discard|source:ieee,s1:human:discard|source:ieee
P5VS36SX,OriGen: enhancing RTL code generation with code-to-code augmentation and self-reflection,ieee,ieee:discard,,,,/unread|Benchmark testing|Codes|Hardware design languages|Large language models|Measurement|Privacy|Register transfer level|Security|Syntactics|Training data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
6BPGJNDR,Optimized frequency collaborative strategy drives AI image detection,ieee,ieee:discard,,,,Collaboration|Deep learning|Detectors|Discrete cosine transforms|Feature extraction|Filters|Frequency-domain analysis|Image synthesis|Internet of Things|Internet of Things (IoT) security|Security|Semantics|artificial intelligence (AI) image detection|deep learning|domain fusion,s1:human:discard|source:ieee,s1:human:discard|source:ieee
9DTB27Y5,"ORFuzz: fuzzing the ""other side"" of LLM safety - testing over-refusal",ieee,ieee:discard,,,,/unread|Adaptation models|Benchmark testing|Optimization|Safety|Software reliability|Software systems|Systematics|Test pattern generators|Toxicology|Usability|fuzz test|llm|over-refusal,s1:human:discard|source:ieee,s1:human:discard|source:ieee
IG6X8V9M,Optimising AI training deployments using graph compilers and containers,ieee,ieee:discard,,,,AI training|Artificial intelligence|Complexity theory|Containers|HPC|Hardware|MODAK|Neural networks|SODALITE|Singularity container|Tools|Training|cloud|graph compilers|performance optimisation,s1:human:discard|source:ieee,s1:human:discard|source:ieee
AGQTLDPM,On the potential of LLMs for offensive security: benchmarks vs. Operational reality,ieee,ieee:discard,,,,/unread|Benchmark|Benchmark testing|Codes|Cognition|Complexity theory|Conferences|Cyber Kill Chain|LLM|Large language models|MITRE ATT&CK|Navigation|Penetration testing|Pipelines|Systematics|offensive security|penetration testing|red teaming,s1:human:discard|source:ieee,s1:human:discard|source:ieee
G997DZ22,On the (In)security of LLM app stores,ieee,ieee:discard,,,,Detectors|Dictionaries|Ecosystems|Hate speech|Malware|Pattern matching|Phishing|Privacy|Security|large language models|llm|llm app|security,s1:human:discard|source:ieee,s1:human:discard|source:ieee
F9V77LMK,On automation of flight training of AI pilots: a formal language to particularize flight instruction scenarios,ieee,ieee:discard,,,,AI|Adaptive systems|Automation|Formal languages|ML|Production|Software|Training|Training data|anthropomorphism|artificial intelligence|communication|flight automation|flight instruction|flight training|formal language|licencing|machine learning|misunderstandings|pilot tasks|training automation|trustworthiness,s1:human:discard|source:ieee,s1:human:discard|source:ieee
FUYUH7R9,On hardware security bug code fixes by prompting large language models,ieee,ieee:discard,,,,Codes|Computer bugs|Hardware|Hardware security|Maintenance engineering|Registers|Security|Software|bug repair|large language models,s1:human:discard|source:ieee,s1:human:discard|source:ieee
IX5WX84P,Offline LLM-based expert systems for confidential software documentation: integrating ollama and JSON templates for regulatory adherence,ieee,ieee:discard,,,,/unread|Data privacy|Documentation|Expert systems|Industries|JSON|LLM|Manuals|Ollama|Organizations|Privacy|Security|Software|Standards organizations,s1:human:discard|source:ieee,s1:human:discard|source:ieee
DVS3A5TJ,No-reference image quality assessment leveraging GenAI images,ieee,ieee:discard,,,,Accuracy|Computational modeling|Degradation|Diffusion models|Distortion|Feature extraction|Image quality|Image quality assessment|Image synthesis|Quality assessment|Training|artificial intelligence generated images|diffusion model|self-supervised learning,s1:human:discard|source:ieee,s1:human:discard|source:ieee
VWMIJ2MK,NLACP dataset expansion with AI: leveraging ChatGPT for policy generation,ieee,ieee:discard,,,,/unread|Access control|Access control policy (ACP) generation|Annotations|Automation|ChatGPT|Chatbots|Internet of Vehicles|Knowledge graphs|Large language models|Manuals|Regulation|Semantics|large language models (LLMs)|natural language access control policy (NLACP),s1:human:discard|source:ieee,s1:human:discard|source:ieee
WJYKT7A7,NLP-powered test case generation from function description – a cross-language approach,ieee,ieee:discard,,,,AST|Adaptation models|Automated Testing|CFG|Codes|Python|Quality assurance|Reinforcement learning|Semantics|StarCoderBase-1B|Syntactics|Test Case Generation|Testing|Transformers|Trees (botanical),s1:human:discard|source:ieee,s1:human:discard|source:ieee
BZWAGGRS,Neuro-symbolic compliance: integrating LLMS and SMT solvers for automated financial legal analysis,ieee|scopus,ieee:discard|scopus:discard,,,,"Automation|Case based reasoning|Codes|Cognition|Computational methods|Computer software|Constraint Solving|Constraint solving|Finance|Financial Supervisory Commission (FSC),Optimization|Financial precedent analysis|Financial precedent analyze|Financial supervisory|Financial supervisory commission ,optimization|Formal logic|LLM Agent|Language model|Large language model agent|Large language models|Law|Law enforcement|Legal consistency|Legal tech|Legal understanding analysis|Legal understanding analyze|Logic|Logic programming|Maintenance|MaxSMT|Model agents|NeuroSymbolic|Neurosymbolic|Optimisations|Optimization|Power capacitors|Regulation|RetrievalAugmented Generation (RAG)|Retrievalaugmented generation|SMT Solver|Satisfiability modulo Theories|Satisfiability modulo theory solver|Software|Surface mount technology|Theory solvers",s1:human:discard|source:ieee|source:scopus,s1:human:discard|source:ieee|source:scopus
FM2L32K8,Nemesis: an adversarial multi-agent AI framework for proactive vulnerability discovery and patch synthesis,ieee,ieee:discard,,,,Adversarial AI|Agentic Workflows|Codes|LLM|Multi-Agent Systems|Multi-agent systems|Patch Synthesis|Reviews|Robustness|Security|Semantics|Software|Software Security|Static Analysis|Static analysis|Technological innovation|Vectors|Vulnerability Discovery,s1:human:discard|source:ieee,s1:human:discard|source:ieee
TCR6P6T5,Mynklo: empowering local businesses with AI-driven online store generation and QR-based customer access,ieee,ieee:discard,,,,AI in Retail|Artificial intelligence|Bridges|Business|Chatbots|Digital Empowerment|Digital divide|Electronic commerce|Local E-commerce|MERN Stack|Manuals|Online Store Generator|Product Management Platform|QR Code Commerce|QR codes|Sentiment Analysis|Sentiment analysis|Small Business Automation|Smart Chatbot|Socioeconomics,s1:human:discard|source:ieee,s1:human:discard|source:ieee
L2BSJ6L8,Multimodal LLM-based identification and fingerprinting of internet-exposed IoT devices via WebUI analysis,ieee,ieee:discard,,,,/unread|Accuracy|Conferences|Critical infrastructure|Internet of Things|Internet-wide scan|IoT devices|Object recognition|Pipelines|Robustness|Scalability|Source coding|User interfaces,s1:human:discard|source:ieee,s1:human:discard|source:ieee
CLN8JLMG,Multi-agent assisted automatic test generation for java JSON libraries,ieee,ieee:discard,,,,/unread|Automatic Test Generation|Codes|Computer bugs|Java|Java JSON Library|Libraries|Multi-agent System|Program Mutation|Quality assurance|Semantics|Software engineering|Syntactics|Test pattern generators|Web services,s1:human:discard|source:ieee,s1:human:discard|source:ieee
UZ2A8HYD,Multi-agent foundation models for urban mobility: the malmö elderly case,ieee,ieee:discard,,,,Aging|Aging Population|Cognition|Costs|Decision Support|Large Language Models|Large language models|Multi-Agent Systems|Pipelines|Reviews|Surveys|Transforms|Transportation|Travel Behavior|Urban Mobility|Urban areas,s1:human:discard|source:ieee,s1:human:discard|source:ieee
U954QB4S,Multi-level protocol consistency verification using large language model agents,ieee,ieee:discard,,,,Buildings|Codes|Collaboration|Computer network reliability|Large language models|Protocols|Reliability theory|Security|Semantics|Static analysis|large language model agents|multi-agent collaboration|protocol consistency verification|weak bisimulation equivalence,s1:human:discard|source:ieee,s1:human:discard|source:ieee
IVHX45RX,MR-patch: a retrieval-augmented generation approach for patch presence test,ieee,ieee:discard,,,,Adaptation models|Codes|Flow graphs|Large Language Model|Large language models|Patch Presence Test|Resource management|Retrieval augmented generation|Retrieval-Augmented Generation|Security|Semantics|Static analysis|Technological innovation|Vulnerability Detection,s1:human:discard|source:ieee,s1:human:discard|source:ieee
QE7VZ8DP,MS2Mesh-XR: multi-modal sketch-to-mesh generation in XR environments,ieee,ieee:discard,,,,Adaptation models|Convolutional codes|Generative AI|Image reconstruction|Pipelines|Real-time systems|Solid modeling|Three-dimensional displays|Virtual environments|Visualization,s1:human:discard|source:ieee,s1:human:discard|source:ieee
7RQ3BRM8,Model then revise: a scalable AI supported workflow for knowledge integration in engineering writing,ieee,ieee:discard,,,,AI|Adaptation models|BIM|Calibration|Context modeling|Education|Higher Education|Human in the loop|KI|Knowledge engineering|Navigation|Probes|Reviews|Scalability,s1:human:discard|source:ieee,s1:human:discard|source:ieee
DAETDJ6I,Minority-focused text-to-image generation via prompt optimization,ieee,ieee:discard,,,,Codes|Computer vision|Data augmentation|Diffusion models|Generators|Linear programming|Optimization|Pattern recognition|Semantics|Text to image|diffusion models|minority generation|text-to-image generation,s1:human:discard|source:ieee,s1:human:discard|source:ieee
KC3SGW4Y,MISC: ultra-low bitrate image semantic compression driven by large multimodal model,ieee,ieee:discard,,,,AI-generated content|Bit rate|Convolutional neural networks|Databases|Decoding|Generative adversarial networks|Image coding|Measurement|Semantics|Text to image|Visualization|image compression|perceptual quality|ultra-low bitrate,s1:human:discard|source:ieee,s1:human:discard|source:ieee
M46VU4D2,Microservices-driven automation in full-stack development: bridging efficiency and innovation with FSMicroGenerator,ieee,ieee:discard,,,,Automatic code generation|Automation|Codes|Computer architecture|DevSecOps|Microservice architectures|Object oriented modeling|Scalability|Security|Solid modeling|Technological innovation|UML class diagram|Unified modeling language|full stack|low-code approach|microservices|multilingual|software development|templates,s1:human:discard|source:ieee,s1:human:discard|source:ieee
GUMI75XY,Methodology for code synthesis evaluation of LLMs presented by a case study of ChatGPT and copilot,ieee,ieee:discard,,,,Analytical models|Artificial intelligence|C++ languages|ChatGPT|Chatbots|Codes|Large language models|Source coding|Static analysis|Task analysis|code quality|code-synthesis|copilot|large language models|model selection,s1:human:discard|source:ieee,s1:human:discard|source:ieee
GHBDL8V2,Meta-features informed wgan for tabular data,ieee,ieee:discard,,,,Data collection|Data mining|Data models|Economics|Measurement|Reliability|Software development management|Standards|Synthetic data|Training|WGAN|loss modification|meta-features|synthetic data|tabular data,s1:human:discard|source:ieee,s1:human:discard|source:ieee
EPF43TCY,MedChat: a multi-agent framework for multimodal diagnosis with large language models,ieee,ieee:discard,,,,Cognition|Diversity reception|Glaucoma|Large language models|Medical diagnostic imaging|Reliability engineering|Retina|Reviews|Robustness|Solid modeling|large language model|multi-agent,s1:human:discard|source:ieee,s1:human:discard|source:ieee
UQNALUHN,Measuring the runtime performance of C++ code written by humans using github copilot,ieee,ieee:discard,,,,Atmospheric measurements|C++ languages|Codes|Particle measurements|Programming|Runtime|Security|Software development management|Software measurement|code completion|code generation|copilot|language models|programming assistants,s1:human:discard|source:ieee,s1:human:discard|source:ieee
ANFNEE6T,MCTS-refined CoT: high-quality fine-tuning data for LLM-based repository issue resolution,ieee,ieee:discard,,,,CoT|Cognition|Fine-Tuning|Issue Resolution|Location awareness|MCTS|Monte Carlo methods|Privacy|Protocols|Reflection|Reliability|Software engineering|Technological innovation|Trees (botanical),s1:human:discard|source:ieee,s1:human:discard|source:ieee
